cellI,x,y,z,S,Ux,Uy,Uz
20560,0.065125,0.01044847087,0.000125,6.25e-08,0,0,0
20561,0.065375,0.01044847087,0.000125,6.25e-08,0,0,0
20562,0.065625,0.01044847087,0.000125,6.25e-08,0,0,0
20563,0.065875,0.01044847087,0.000125,6.25e-08,0,0,0
20564,0.066125,0.01044847087,0.000125,6.25e-08,0,0,0
20565,0.066375,0.01044847087,0.000125,6.25e-08,0,0,0
20566,0.066625,0.01044847087,0.000125,6.25e-08,0,0,0
20567,0.066875,0.01044847087,0.000125,6.25e-08,0,0,0
20568,0.067125,0.01044847087,0.000125,6.25e-08,0,0,0
20569,0.067375,0.01044847087,0.000125,6.25e-08,0,0,0
20570,0.067625,0.01044847087,0.000125,6.25e-08,0,0,0
20571,0.067875,0.01044847087,0.000125,6.25e-08,0,0,0
20572,0.068125,0.01044847087,0.000125,6.25e-08,0,0,0
20573,0.068375,0.01044847087,0.000125,6.25e-08,0,0,0
20574,0.068625,0.01044847087,0.000125,6.25e-08,0,0,0
20575,0.068875,0.01044847087,0.000125,6.25e-08,0,0,0
20576,0.069125,0.01044847087,0.000125,6.25e-08,0,0,0
20577,0.069375,0.01044847087,0.000125,6.25e-08,0,0,0
20578,0.069625,0.01044847087,0.000125,6.25e-08,0,0,0
20579,0.069875,0.01044847087,0.000125,6.25e-08,0,0,0
20580,0.070125,0.01044847087,0.000125,6.25e-08,0,0,0
20581,0.070375,0.01044847087,0.000125,6.25e-08,0,0,0
20582,0.070625,0.01044847087,0.000125,6.25e-08,0,0,0
20583,0.070875,0.01044847087,0.000125,6.25e-08,0,0,0
20584,0.071125,0.01044847087,0.000125,6.25e-08,0,0,0
20585,0.071375,0.01044847087,0.000125,6.25e-08,0,0,0
20586,0.071625,0.01044847087,0.000125,6.25e-08,0,0,0
20587,0.071875,0.01044847087,0.000125,6.25e-08,0,0,0
20588,0.072125,0.01044847087,0.000125,6.25e-08,0,0,0
20589,0.072375,0.01044847087,0.000125,6.25e-08,0,0,0
20590,0.072625,0.01044847087,0.000125,6.25e-08,0,0,0
20591,0.072875,0.01044847087,0.000125,6.25e-08,0,0,0
20592,0.073125,0.01044847087,0.000125,6.25e-08,0,0,0
20593,0.073375,0.01044847087,0.000125,6.25e-08,0,0,0
20594,0.073625,0.01044847087,0.000125,6.25e-08,0,0,0
20595,0.073875,0.01044847087,0.000125,6.25e-08,0,0,0
20596,0.074125,0.01044847087,0.000125,6.25e-08,0,0,0
20597,0.074375,0.01044847087,0.000125,6.25e-08,0,0,0
20598,0.074625,0.01044847087,0.000125,6.25e-08,0,0,0
20599,0.074875,0.01044847087,0.000125,6.25e-08,0,0,0
20600,0.075125,0.01044847087,0.000125,6.25e-08,0,0,0
20601,0.075375,0.01044847087,0.000125,6.25e-08,0,0,0
20602,0.075625,0.01044847087,0.000125,6.25e-08,0,0,0
20603,0.075875,0.01044847087,0.000125,6.25e-08,0,0,0
20604,0.076125,0.01044847087,0.000125,6.25e-08,0,0,0
20605,0.076375,0.01044847087,0.000125,6.25e-08,0,0,0
20606,0.076625,0.01044847087,0.000125,6.25e-08,0,0,0
20607,0.076875,0.01044847087,0.000125,6.25e-08,0,0,0
20608,0.077125,0.01044847087,0.000125,6.25e-08,0,0,0
20609,0.077375,0.01044847087,0.000125,6.25e-08,0,0,0
20610,0.077625,0.01044847087,0.000125,6.25e-08,0,0,0
20611,0.077875,0.01044847087,0.000125,6.25e-08,0,0,0
20612,0.078125,0.01044847087,0.000125,6.25e-08,0,0,0
20613,0.078375,0.01044847087,0.000125,6.25e-08,0,0,0
20614,0.078625,0.01044847087,0.000125,6.25e-08,0,0,0
20615,0.078875,0.01044847087,0.000125,6.25e-08,0,0,0
20616,0.079125,0.01044847087,0.000125,6.25e-08,0,0,0
20617,0.079375,0.01044847087,0.000125,6.25e-08,0,0,0
20618,0.079625,0.01044847087,0.000125,6.25e-08,0,0,0
20619,0.079875,0.01044847087,0.000125,6.25e-08,0,0,0
20620,0.080125,0.01044847087,0.000125,6.25e-08,0,0,0
20621,0.080375,0.01044847087,0.000125,6.25e-08,0,0,0
20622,0.080625,0.01044847087,0.000125,6.25e-08,0,0,0
20623,0.080875,0.01044847087,0.000125,6.25e-08,0,0,0
20624,0.081125,0.01044847087,0.000125,6.25e-08,0,0,0
20625,0.081375,0.01044847087,0.000125,6.25e-08,0,0,0
20626,0.081625,0.01044847087,0.000125,6.25e-08,0,0,0
20627,0.081875,0.01044847087,0.000125,6.25e-08,0,0,0
20628,0.082125,0.01044847087,0.000125,6.25e-08,0,0,0
20629,0.082375,0.01044847087,0.000125,6.25e-08,0,0,0
20630,0.082625,0.01044847087,0.000125,6.25e-08,0,0,0
20631,0.082875,0.01044847087,0.000125,6.25e-08,0,0,0
20632,0.083125,0.01044847087,0.000125,6.25e-08,0,0,0
20633,0.083375,0.01044847087,0.000125,6.25e-08,0,0,0
20634,0.083625,0.01044847087,0.000125,6.25e-08,0,0,0
20635,0.083875,0.01044847087,0.000125,6.25e-08,0,0,0
20636,0.084125,0.01044847087,0.000125,6.25e-08,0,0,0
20637,0.084375,0.01044847087,0.000125,6.25e-08,0,0,0
20638,0.084625,0.01044847087,0.000125,6.25e-08,0,0,0
20639,0.084875,0.01044847087,0.000125,6.25e-08,0,0,0
20640,0.085125,0.01044847087,0.000125,6.25e-08,0,0,0
20641,0.085375,0.01044847087,0.000125,6.25e-08,0,0,0
20642,0.085625,0.01044847087,0.000125,6.25e-08,0,0,0
20643,0.085875,0.01044847087,0.000125,6.25e-08,0,0,0
20644,0.086125,0.01044847087,0.000125,6.25e-08,0,0,0
20645,0.086375,0.01044847087,0.000125,6.25e-08,0,0,0
20646,0.086625,0.01044847087,0.000125,6.25e-08,0,0,0
20647,0.086875,0.01044847087,0.000125,6.25e-08,0,0,0
20648,0.087125,0.01044847087,0.000125,6.25e-08,0,0,0
20649,0.087375,0.01044847087,0.000125,6.25e-08,0,0,0
20650,0.087625,0.01044847087,0.000125,6.25e-08,0,0,0
20651,0.087875,0.01044847087,0.000125,6.25e-08,0,0,0
20652,0.088125,0.01044847087,0.000125,6.25e-08,0,0,0
20653,0.088375,0.01044847087,0.000125,6.25e-08,0,0,0
20654,0.088625,0.01044847087,0.000125,6.25e-08,0,0,0
20655,0.088875,0.01044847087,0.000125,6.25e-08,0,0,0
20656,0.089125,0.01044847087,0.000125,6.25e-08,0,0,0
20657,0.089375,0.01044847087,0.000125,6.25e-08,0,0,0
20658,0.089625,0.01044847087,0.000125,6.25e-08,0,0,0
20659,0.089875,0.01044847087,0.000125,6.25e-08,0,0,0
20660,0.090125,0.01044847087,0.000125,6.25e-08,0,0,0
20661,0.090375,0.01044847087,0.000125,6.25e-08,0,0,0
20662,0.090625,0.01044847087,0.000125,6.25e-08,0,0,0
20663,0.090875,0.01044847087,0.000125,6.25e-08,0,0,0
20664,0.091125,0.01044847087,0.000125,6.25e-08,0,0,0
20665,0.091375,0.01044847087,0.000125,6.25e-08,0,0,0
20666,0.091625,0.01044847087,0.000125,6.25e-08,0,0,0
20667,0.091875,0.01044847087,0.000125,6.25e-08,0,0,0
20668,0.092125,0.01044847087,0.000125,6.25e-08,0,0,0
20669,0.092375,0.01044847087,0.000125,6.25e-08,0,0,0
20670,0.092625,0.01044847087,0.000125,6.25e-08,0,0,0
20671,0.092875,0.01044847087,0.000125,6.25e-08,0,0,0
20672,0.093125,0.01044847087,0.000125,6.25e-08,0,0,0
20673,0.093375,0.01044847087,0.000125,6.25e-08,0,0,0
20674,0.093625,0.01044847087,0.000125,6.25e-08,0,0,0
20675,0.093875,0.01044847087,0.000125,6.25e-08,0,0,0
20676,0.094125,0.01044847087,0.000125,6.25e-08,0,0,0
20677,0.094375,0.01044847087,0.000125,6.25e-08,0,0,0
20678,0.094625,0.01044847087,0.000125,6.25e-08,0,0,0
20679,0.094875,0.01044847087,0.000125,6.25e-08,0,0,0
20680,0.095125,0.01044847087,0.000125,6.25e-08,0,0,0
20681,0.095375,0.01044847087,0.000125,6.25e-08,0,0,0
20682,0.095625,0.01044847087,0.000125,6.25e-08,0,0,0
20683,0.095875,0.01044847087,0.000125,6.25e-08,0,0,0
20684,0.096125,0.01044847087,0.000125,6.25e-08,0,0,0
20685,0.096375,0.01044847087,0.000125,6.25e-08,0,0,0
20686,0.096625,0.01044847087,0.000125,6.25e-08,0,0,0
20687,0.096875,0.01044847087,0.000125,6.25e-08,0,0,0
20688,0.097125,0.01044847087,0.000125,6.25e-08,0,0,0
20689,0.097375,0.01044847087,0.000125,6.25e-08,0,0,0
20690,0.097625,0.01044847087,0.000125,6.25e-08,0,0,0
20691,0.097875,0.01044847087,0.000125,6.25e-08,0,0,0
20692,0.098125,0.01044847087,0.000125,6.25e-08,0,0,0
20693,0.098375,0.01044847087,0.000125,6.25e-08,0,0,0
20694,0.098625,0.01044847087,0.000125,6.25e-08,0,0,0
20695,0.098875,0.01044847087,0.000125,6.25e-08,0,0,0
20696,0.099125,0.01044847087,0.000125,6.25e-08,0,0,0
20697,0.099375,0.01044847087,0.000125,6.25e-08,0,0,0
20698,0.099625,0.01044847087,0.000125,6.25e-08,0,0,0
20699,0.099875,0.01044847087,0.000125,6.25e-08,0,0,0
20700,0.100125,0.01044847087,0.000125,6.25e-08,0,0,0
20701,0.100375,0.01044847087,0.000125,6.25e-08,0,0,0
20702,0.100625,0.01044847087,0.000125,6.25e-08,0,0,0
20703,0.100875,0.01044847087,0.000125,6.25e-08,0,0,0
20704,0.101125,0.01044847087,0.000125,6.25e-08,0,0,0
20705,0.101375,0.01044847087,0.000125,6.25e-08,0,0,0
20706,0.101625,0.01044847087,0.000125,6.25e-08,0,0,0
20707,0.101875,0.01044847087,0.000125,6.25e-08,0,0,0
20708,0.102125,0.01044847087,0.000125,6.25e-08,0,0,0
20709,0.102375,0.01044847087,0.000125,6.25e-08,0,0,0
20710,0.102625,0.01044847087,0.000125,6.25e-08,0,0,0
20711,0.102875,0.01044847087,0.000125,6.25e-08,0,0,0
20712,0.103125,0.01044847087,0.000125,6.25e-08,0,0,0
20713,0.103375,0.01044847087,0.000125,6.25e-08,0,0,0
20714,0.103625,0.01044847087,0.000125,6.25e-08,0,0,0
20715,0.103875,0.01044847087,0.000125,6.25e-08,0,0,0
20716,0.104125,0.01044847087,0.000125,6.25e-08,0,0,0
20717,0.104375,0.01044847087,0.000125,6.25e-08,0,0,0
20718,0.104625,0.01044847087,0.000125,6.25e-08,0,0,0
20719,0.104875,0.01044847087,0.000125,6.25e-08,0,0,0
20720,0.105125,0.01044847087,0.000125,6.25e-08,0,0,0
20721,0.105375,0.01044847087,0.000125,6.25e-08,0,0,0
20722,0.105625,0.01044847087,0.000125,6.25e-08,0,0,0
20723,0.105875,0.01044847087,0.000125,6.25e-08,0,0,0
20724,0.106125,0.01044847087,0.000125,6.25e-08,0,0,0
20725,0.106375,0.01044847087,0.000125,6.25e-08,0,0,0
20726,0.106625,0.01044847087,0.000125,6.25e-08,0,0,0
20727,0.106875,0.01044847087,0.000125,6.25e-08,0,0,0
20728,0.107125,0.01044847087,0.000125,6.25e-08,0,0,0
20729,0.107375,0.01044847087,0.000125,6.25e-08,0,0,0
20730,0.107625,0.01044847087,0.000125,6.25e-08,0,0,0
20731,0.107875,0.01044847087,0.000125,6.25e-08,0,0,0
20732,0.108125,0.01044847087,0.000125,6.25e-08,0,0,0
20733,0.108375,0.01044847087,0.000125,6.25e-08,0,0,0
20734,0.108625,0.01044847087,0.000125,6.25e-08,0,0,0
20735,0.108875,0.01044847087,0.000125,6.25e-08,0,0,0
20736,0.109125,0.01044847087,0.000125,6.25e-08,0,0,0
20737,0.109375,0.01044847087,0.000125,6.25e-08,0,0,0
20738,0.109625,0.01044847087,0.000125,6.25e-08,0,0,0
20739,0.109875,0.01044847087,0.000125,6.25e-08,0,0,0
20740,0.110125,0.01044847087,0.000125,6.25e-08,0,0,0
20741,0.110375,0.01044847087,0.000125,6.25e-08,0,0,0
20742,0.110625,0.01044847087,0.000125,6.25e-08,0,0,0
20743,0.110875,0.01044847087,0.000125,6.25e-08,0,0,0
20744,0.111125,0.01044847087,0.000125,6.25e-08,0,0,0
20745,0.111375,0.01044847087,0.000125,6.25e-08,0,0,0
20746,0.111625,0.01044847087,0.000125,6.25e-08,0,0,0
20747,0.111875,0.01044847087,0.000125,6.25e-08,0,0,0
20748,0.112125,0.01044847087,0.000125,6.25e-08,0,0,0
20749,0.112375,0.01044847087,0.000125,6.25e-08,0,0,0
20750,0.112625,0.01044847087,0.000125,6.25e-08,0,0,0
20751,0.112875,0.01044847087,0.000125,6.25e-08,0,0,0
20752,0.113125,0.01044847087,0.000125,6.25e-08,0,0,0
20753,0.113375,0.01044847087,0.000125,6.25e-08,0,0,0
20754,0.113625,0.01044847087,0.000125,6.25e-08,0,0,0
20755,0.113875,0.01044847087,0.000125,6.25e-08,0,0,0
20756,0.114125,0.01044847087,0.000125,6.25e-08,0,0,0
20757,0.114375,0.01044847087,0.000125,6.25e-08,0,0,0
20758,0.114625,0.01044847087,0.000125,6.25e-08,0,0,0
20759,0.114875,0.01044847087,0.000125,6.25e-08,0,0,0
20760,0.115125,0.01044847087,0.000125,6.25e-08,0,0,0
20761,0.115375,0.01044847087,0.000125,6.25e-08,0,0,0
20762,0.115625,0.01044847087,0.000125,6.25e-08,0,0,0
20763,0.115875,0.01044847087,0.000125,6.25e-08,0,0,0
20764,0.116125,0.01044847087,0.000125,6.25e-08,0,0,0
20765,0.116375,0.01044847087,0.000125,6.25e-08,0,0,0
20766,0.116625,0.01044847087,0.000125,6.25e-08,0,0,0
20767,0.116875,0.01044847087,0.000125,6.25e-08,0,0,0
20768,0.117125,0.01044847087,0.000125,6.25e-08,0,0,0
20769,0.117375,0.01044847087,0.000125,6.25e-08,0,0,0
20770,0.117625,0.01044847087,0.000125,6.25e-08,0,0,0
20771,0.117875,0.01044847087,0.000125,6.25e-08,0,0,0
20772,0.118125,0.01044847087,0.000125,6.25e-08,0,0,0
20773,0.118375,0.01044847087,0.000125,6.25e-08,0,0,0
20774,0.118625,0.01044847087,0.000125,6.25e-08,0,0,0
20775,0.118875,0.01044847087,0.000125,6.25e-08,0,0,0
20776,0.119125,0.01044847087,0.000125,6.25e-08,0,0,0
20777,0.119375,0.01044847087,0.000125,6.25e-08,0,0,0
20778,0.119625,0.01044847087,0.000125,6.25e-08,0,0,0
20779,0.119875,0.01044847087,0.000125,6.25e-08,0,0,0
20780,0.120125,0.01044847087,0.000125,6.25e-08,0,0,0
20781,0.120375,0.01044847087,0.000125,6.25e-08,0,0,0
20782,0.120625,0.01044847087,0.000125,6.25e-08,0,0,0
20783,0.120875,0.01044847087,0.000125,6.25e-08,0,0,0
20784,0.121125,0.01044847087,0.000125,6.25e-08,0,0,0
20785,0.121375,0.01044847087,0.000125,6.25e-08,0,0,0
20786,0.121625,0.01044847087,0.000125,6.25e-08,0,0,0
20787,0.121875,0.01044847087,0.000125,6.25e-08,0,0,0
20788,0.122125,0.01044847087,0.000125,6.25e-08,0,0,0
20789,0.122375,0.01044847087,0.000125,6.25e-08,0,0,0
20790,0.122625,0.01044847087,0.000125,6.25e-08,0,0,0
20791,0.122875,0.01044847087,0.000125,6.25e-08,0,0,0
20792,0.123125,0.01044847087,0.000125,6.25e-08,0,0,0
20793,0.123375,0.01044847087,0.000125,6.25e-08,0,0,0
20794,0.123625,0.01044847087,0.000125,6.25e-08,0,0,0
20795,0.123875,0.01044847087,0.000125,6.25e-08,0,0,0
20796,0.124125,0.01044847087,0.000125,6.25e-08,0,0,0
20797,0.124375,0.01044847087,0.000125,6.25e-08,0,0,0
20798,0.124625,0.01044847087,0.000125,6.25e-08,0,0,0
20799,0.124875,0.01044847087,0.000125,6.25e-08,0,0,0
20399,0.125,0.01011211772,0.000125,5.60588575e-08,0,0,0
20799,0.125,0.01033635315,0.000125,5.605886e-08,0,0,0
20800,0.025,-0.0003363531525,0.000125,5.605885875e-08,0,0,0
21200,0.025,-0.0001121177175,0.000125,5.605885875e-08,0,0,0
20800,0.025125,-0.00044847087,0.000125,6.25e-08,0,0,0
20801,0.025375,-0.00044847087,0.000125,6.25e-08,0,0,0
20802,0.025625,-0.00044847087,0.000125,6.25e-08,0,0,0
20803,0.025875,-0.00044847087,0.000125,6.25e-08,0,0,0
20804,0.026125,-0.00044847087,0.000125,6.25e-08,0,0,0
20805,0.026375,-0.00044847087,0.000125,6.25e-08,0,0,0
20806,0.026625,-0.00044847087,0.000125,6.25e-08,0,0,0
20807,0.026875,-0.00044847087,0.000125,6.25e-08,0,0,0
20808,0.027125,-0.00044847087,0.000125,6.25e-08,0,0,0
20809,0.027375,-0.00044847087,0.000125,6.25e-08,0,0,0
20810,0.027625,-0.00044847087,0.000125,6.25e-08,0,0,0
20811,0.027875,-0.00044847087,0.000125,6.25e-08,0,0,0
20812,0.028125,-0.00044847087,0.000125,6.25e-08,0,0,0
20813,0.028375,-0.00044847087,0.000125,6.25e-08,0,0,0
20814,0.028625,-0.00044847087,0.000125,6.25e-08,0,0,0
20815,0.028875,-0.00044847087,0.000125,6.25e-08,0,0,0
20816,0.029125,-0.00044847087,0.000125,6.25e-08,0,0,0
20817,0.029375,-0.00044847087,0.000125,6.25e-08,0,0,0
20818,0.029625,-0.00044847087,0.000125,6.25e-08,0,0,0
20819,0.029875,-0.00044847087,0.000125,6.25e-08,0,0,0
20820,0.030125,-0.00044847087,0.000125,6.25e-08,0,0,0
20821,0.030375,-0.00044847087,0.000125,6.25e-08,0,0,0
20822,0.030625,-0.00044847087,0.000125,6.25e-08,0,0,0
20823,0.030875,-0.00044847087,0.000125,6.25e-08,0,0,0
20824,0.031125,-0.00044847087,0.000125,6.25e-08,0,0,0
20825,0.031375,-0.00044847087,0.000125,6.25e-08,0,0,0
20826,0.031625,-0.00044847087,0.000125,6.25e-08,0,0,0
20827,0.031875,-0.00044847087,0.000125,6.25e-08,0,0,0
20828,0.032125,-0.00044847087,0.000125,6.25e-08,0,0,0
20829,0.032375,-0.00044847087,0.000125,6.25e-08,0,0,0
20830,0.032625,-0.00044847087,0.000125,6.25e-08,0,0,0
20831,0.032875,-0.00044847087,0.000125,6.25e-08,0,0,0
20832,0.033125,-0.00044847087,0.000125,6.25e-08,0,0,0
20833,0.033375,-0.00044847087,0.000125,6.25e-08,0,0,0
20834,0.033625,-0.00044847087,0.000125,6.25e-08,0,0,0
20835,0.033875,-0.00044847087,0.000125,6.25e-08,0,0,0
20836,0.034125,-0.00044847087,0.000125,6.25e-08,0,0,0
20837,0.034375,-0.00044847087,0.000125,6.25e-08,0,0,0
20838,0.034625,-0.00044847087,0.000125,6.25e-08,0,0,0
20839,0.034875,-0.00044847087,0.000125,6.25e-08,0,0,0
20840,0.035125,-0.00044847087,0.000125,6.25e-08,0,0,0
20841,0.035375,-0.00044847087,0.000125,6.25e-08,0,0,0
20842,0.035625,-0.00044847087,0.000125,6.25e-08,0,0,0
20843,0.035875,-0.00044847087,0.000125,6.25e-08,0,0,0
20844,0.036125,-0.00044847087,0.000125,6.25e-08,0,0,0
20845,0.036375,-0.00044847087,0.000125,6.25e-08,0,0,0
20846,0.036625,-0.00044847087,0.000125,6.25e-08,0,0,0
20847,0.036875,-0.00044847087,0.000125,6.25e-08,0,0,0
20848,0.037125,-0.00044847087,0.000125,6.25e-08,0,0,0
20849,0.037375,-0.00044847087,0.000125,6.25e-08,0,0,0
20850,0.037625,-0.00044847087,0.000125,6.25e-08,0,0,0
20851,0.037875,-0.00044847087,0.000125,6.25e-08,0,0,0
20852,0.038125,-0.00044847087,0.000125,6.25e-08,0,0,0
20853,0.038375,-0.00044847087,0.000125,6.25e-08,0,0,0
20854,0.038625,-0.00044847087,0.000125,6.25e-08,0,0,0
20855,0.038875,-0.00044847087,0.000125,6.25e-08,0,0,0
20856,0.039125,-0.00044847087,0.000125,6.25e-08,0,0,0
20857,0.039375,-0.00044847087,0.000125,6.25e-08,0,0,0
20858,0.039625,-0.00044847087,0.000125,6.25e-08,0,0,0
20859,0.039875,-0.00044847087,0.000125,6.25e-08,0,0,0
20860,0.040125,-0.00044847087,0.000125,6.25e-08,0,0,0
20861,0.040375,-0.00044847087,0.000125,6.25e-08,0,0,0
20862,0.040625,-0.00044847087,0.000125,6.25e-08,0,0,0
20863,0.040875,-0.00044847087,0.000125,6.25e-08,0,0,0
20864,0.041125,-0.00044847087,0.000125,6.25e-08,0,0,0
20865,0.041375,-0.00044847087,0.000125,6.25e-08,0,0,0
20866,0.041625,-0.00044847087,0.000125,6.25e-08,0,0,0
20867,0.041875,-0.00044847087,0.000125,6.25e-08,0,0,0
20868,0.042125,-0.00044847087,0.000125,6.25e-08,0,0,0
20869,0.042375,-0.00044847087,0.000125,6.25e-08,0,0,0
20870,0.042625,-0.00044847087,0.000125,6.25e-08,0,0,0
20871,0.042875,-0.00044847087,0.000125,6.25e-08,0,0,0
20872,0.043125,-0.00044847087,0.000125,6.25e-08,0,0,0
20873,0.043375,-0.00044847087,0.000125,6.25e-08,0,0,0
20874,0.043625,-0.00044847087,0.000125,6.25e-08,0,0,0
20875,0.043875,-0.00044847087,0.000125,6.25e-08,0,0,0
20876,0.044125,-0.00044847087,0.000125,6.25e-08,0,0,0
20877,0.044375,-0.00044847087,0.000125,6.25e-08,0,0,0
20878,0.044625,-0.00044847087,0.000125,6.25e-08,0,0,0
20879,0.044875,-0.00044847087,0.000125,6.25e-08,0,0,0
20880,0.045125,-0.00044847087,0.000125,6.25e-08,0,0,0
20881,0.045375,-0.00044847087,0.000125,6.25e-08,0,0,0
20882,0.045625,-0.00044847087,0.000125,6.25e-08,0,0,0
20883,0.045875,-0.00044847087,0.000125,6.25e-08,0,0,0
20884,0.046125,-0.00044847087,0.000125,6.25e-08,0,0,0
20885,0.046375,-0.00044847087,0.000125,6.25e-08,0,0,0
20886,0.046625,-0.00044847087,0.000125,6.25e-08,0,0,0
20887,0.046875,-0.00044847087,0.000125,6.25e-08,0,0,0
20888,0.047125,-0.00044847087,0.000125,6.25e-08,0,0,0
20889,0.047375,-0.00044847087,0.000125,6.25e-08,0,0,0
20890,0.047625,-0.00044847087,0.000125,6.25e-08,0,0,0
20891,0.047875,-0.00044847087,0.000125,6.25e-08,0,0,0
20892,0.048125,-0.00044847087,0.000125,6.25e-08,0,0,0
20893,0.048375,-0.00044847087,0.000125,6.25e-08,0,0,0
20894,0.048625,-0.00044847087,0.000125,6.25e-08,0,0,0
20895,0.048875,-0.00044847087,0.000125,6.25e-08,0,0,0
20896,0.049125,-0.00044847087,0.000125,6.25e-08,0,0,0
20897,0.049375,-0.00044847087,0.000125,6.25e-08,0,0,0
20898,0.049625,-0.00044847087,0.000125,6.25e-08,0,0,0
20899,0.049875,-0.00044847087,0.000125,6.25e-08,0,0,0
20900,0.050125,-0.00044847087,0.000125,6.25e-08,0,0,0
20901,0.050375,-0.00044847087,0.000125,6.25e-08,0,0,0
20902,0.050625,-0.00044847087,0.000125,6.25e-08,0,0,0
20903,0.050875,-0.00044847087,0.000125,6.25e-08,0,0,0
20904,0.051125,-0.00044847087,0.000125,6.25e-08,0,0,0
20905,0.051375,-0.00044847087,0.000125,6.25e-08,0,0,0
20906,0.051625,-0.00044847087,0.000125,6.25e-08,0,0,0
20907,0.051875,-0.00044847087,0.000125,6.25e-08,0,0,0
20908,0.052125,-0.00044847087,0.000125,6.25e-08,0,0,0
20909,0.052375,-0.00044847087,0.000125,6.25e-08,0,0,0
20910,0.052625,-0.00044847087,0.000125,6.25e-08,0,0,0
20911,0.052875,-0.00044847087,0.000125,6.25e-08,0,0,0
20912,0.053125,-0.00044847087,0.000125,6.25e-08,0,0,0
20913,0.053375,-0.00044847087,0.000125,6.25e-08,0,0,0
20914,0.053625,-0.00044847087,0.000125,6.25e-08,0,0,0
20915,0.053875,-0.00044847087,0.000125,6.25e-08,0,0,0
20916,0.054125,-0.00044847087,0.000125,6.25e-08,0,0,0
20917,0.054375,-0.00044847087,0.000125,6.25e-08,0,0,0
20918,0.054625,-0.00044847087,0.000125,6.25e-08,0,0,0
20919,0.054875,-0.00044847087,0.000125,6.25e-08,0,0,0
20920,0.055125,-0.00044847087,0.000125,6.25e-08,0,0,0
20921,0.055375,-0.00044847087,0.000125,6.25e-08,0,0,0
20922,0.055625,-0.00044847087,0.000125,6.25e-08,0,0,0
20923,0.055875,-0.00044847087,0.000125,6.25e-08,0,0,0
20924,0.056125,-0.00044847087,0.000125,6.25e-08,0,0,0
20925,0.056375,-0.00044847087,0.000125,6.25e-08,0,0,0
20926,0.056625,-0.00044847087,0.000125,6.25e-08,0,0,0
20927,0.056875,-0.00044847087,0.000125,6.25e-08,0,0,0
20928,0.057125,-0.00044847087,0.000125,6.25e-08,0,0,0
20929,0.057375,-0.00044847087,0.000125,6.25e-08,0,0,0
20930,0.057625,-0.00044847087,0.000125,6.25e-08,0,0,0
20931,0.057875,-0.00044847087,0.000125,6.25e-08,0,0,0
20932,0.058125,-0.00044847087,0.000125,6.25e-08,0,0,0
20933,0.058375,-0.00044847087,0.000125,6.25e-08,0,0,0
20934,0.058625,-0.00044847087,0.000125,6.25e-08,0,0,0
20935,0.058875,-0.00044847087,0.000125,6.25e-08,0,0,0
20936,0.059125,-0.00044847087,0.000125,6.25e-08,0,0,0
20937,0.059375,-0.00044847087,0.000125,6.25e-08,0,0,0
20938,0.059625,-0.00044847087,0.000125,6.25e-08,0,0,0
20939,0.059875,-0.00044847087,0.000125,6.25e-08,0,0,0
20940,0.060125,-0.00044847087,0.000125,6.25e-08,0,0,0
20941,0.060375,-0.00044847087,0.000125,6.25e-08,0,0,0
20942,0.060625,-0.00044847087,0.000125,6.25e-08,0,0,0
20943,0.060875,-0.00044847087,0.000125,6.25e-08,0,0,0
20944,0.061125,-0.00044847087,0.000125,6.25e-08,0,0,0
20945,0.061375,-0.00044847087,0.000125,6.25e-08,0,0,0
20946,0.061625,-0.00044847087,0.000125,6.25e-08,0,0,0
20947,0.061875,-0.00044847087,0.000125,6.25e-08,0,0,0
20948,0.062125,-0.00044847087,0.000125,6.25e-08,0,0,0
20949,0.062375,-0.00044847087,0.000125,6.25e-08,0,0,0
20950,0.062625,-0.00044847087,0.000125,6.25e-08,0,0,0
20951,0.062875,-0.00044847087,0.000125,6.25e-08,0,0,0
20952,0.063125,-0.00044847087,0.000125,6.25e-08,0,0,0
20953,0.063375,-0.00044847087,0.000125,6.25e-08,0,0,0
20954,0.063625,-0.00044847087,0.000125,6.25e-08,0,0,0
20955,0.063875,-0.00044847087,0.000125,6.25e-08,0,0,0
20956,0.064125,-0.00044847087,0.000125,6.25e-08,0,0,0
20957,0.064375,-0.00044847087,0.000125,6.25e-08,0,0,0
20958,0.064625,-0.00044847087,0.000125,6.25e-08,0,0,0
20959,0.064875,-0.00044847087,0.000125,6.25e-08,0,0,0
20960,0.065125,-0.00044847087,0.000125,6.25e-08,0,0,0
20961,0.065375,-0.00044847087,0.000125,6.25e-08,0,0,0
20962,0.065625,-0.00044847087,0.000125,6.25e-08,0,0,0
20963,0.065875,-0.00044847087,0.000125,6.25e-08,0,0,0
20964,0.066125,-0.00044847087,0.000125,6.25e-08,0,0,0
20965,0.066375,-0.00044847087,0.000125,6.25e-08,0,0,0
20966,0.066625,-0.00044847087,0.000125,6.25e-08,0,0,0
20967,0.066875,-0.00044847087,0.000125,6.25e-08,0,0,0
20968,0.067125,-0.00044847087,0.000125,6.25e-08,0,0,0
20969,0.067375,-0.00044847087,0.000125,6.25e-08,0,0,0
20970,0.067625,-0.00044847087,0.000125,6.25e-08,0,0,0
20971,0.067875,-0.00044847087,0.000125,6.25e-08,0,0,0
20972,0.068125,-0.00044847087,0.000125,6.25e-08,0,0,0
20973,0.068375,-0.00044847087,0.000125,6.25e-08,0,0,0
