cellI,x,y,z,V,Ux,Uy,Uz
10668,0.092125,0.004125,0.000125,1.5625e-11,96.22553909,0.02440663605,0
10669,0.092375,0.004125,0.000125,1.5625e-11,96.23232881,0.02438605936,0
10670,0.092625,0.004125,0.000125,1.5625e-11,96.23911164,0.02436587965,0
10671,0.092875,0.004125,0.000125,1.5625e-11,96.24588771,0.02434607953,0
10672,0.093125,0.004125,0.000125,1.5625e-11,96.25265714,0.02432663103,0
10673,0.093375,0.004125,0.000125,1.5625e-11,96.25942005,0.02430749615,0
10674,0.093625,0.004125,0.000125,1.5625e-11,96.26617652,0.02428862803,0
10675,0.093875,0.004125,0.000125,1.5625e-11,96.27292665,0.02426997246,0
10676,0.094125,0.004125,0.000125,1.5625e-11,96.2796705,0.0242514699,0
10677,0.094375,0.004125,0.000125,1.5625e-11,96.2864081,0.02423305761,0
10678,0.094625,0.004125,0.000125,1.5625e-11,96.29313948,0.02421467176,0
10679,0.094875,0.004125,0.000125,1.5625e-11,96.29986466,0.02419624922,0
10680,0.095125,0.004125,0.000125,1.5625e-11,96.3065836,0.02417772898,0
10681,0.095375,0.004125,0.000125,1.5625e-11,96.31329629,0.0241590529,0
10682,0.095625,0.004125,0.000125,1.5625e-11,96.32000267,0.02414016586,0
10683,0.095875,0.004125,0.000125,1.5625e-11,96.32670268,0.02412101534,0
10684,0.096125,0.004125,0.000125,1.5625e-11,96.33339625,0.0241015508,0
10685,0.096375,0.004125,0.000125,1.5625e-11,96.34008328,0.02408172302,0
10686,0.096625,0.004125,0.000125,1.5625e-11,96.34676368,0.02406148404,0
10687,0.096875,0.004125,0.000125,1.5625e-11,96.35343732,0.02404078774,0
10688,0.097125,0.004125,0.000125,1.5625e-11,96.36010407,0.02401959147,0
10689,0.097375,0.004125,0.000125,1.5625e-11,96.36676378,0.02399785841,0
10690,0.097625,0.004125,0.000125,1.5625e-11,96.3734163,0.02397556049,0
10691,0.097875,0.004125,0.000125,1.5625e-11,96.38006144,0.02395268133,0
10692,0.098125,0.004125,0.000125,1.5625e-11,96.38669903,0.02392921873,0
10693,0.098375,0.004125,0.000125,1.5625e-11,96.3933289,0.02390518597,0
10694,0.098625,0.004125,0.000125,1.5625e-11,96.39995088,0.02388061179,0
10695,0.098875,0.004125,0.000125,1.5625e-11,96.40656481,0.02385553885,0
10696,0.099125,0.004125,0.000125,1.5625e-11,96.41317055,0.02383002099,0
10697,0.099375,0.004125,0.000125,1.5625e-11,96.41976798,0.02380412006,0
10698,0.099625,0.004125,0.000125,1.5625e-11,96.426357,0.02377790283,0
10699,0.099875,0.004125,0.000125,1.5625e-11,96.43293753,0.02375143853,0
10700,0.100125,0.004125,0.000125,1.5625e-11,96.43950951,0.02372479682,0
10701,0.100375,0.004125,0.000125,1.5625e-11,96.44607292,0.02369804644,0
10702,0.100625,0.004125,0.000125,1.5625e-11,96.45262774,0.02367125465,0
10703,0.100875,0.004125,0.000125,1.5625e-11,96.45917397,0.02364448763,0
10704,0.101125,0.004125,0.000125,1.5625e-11,96.46571164,0.02361781132,0
10705,0.101375,0.004125,0.000125,1.5625e-11,96.47224077,0.02359129251,0
10706,0.101625,0.004125,0.000125,1.5625e-11,96.47876143,0.02356499994,0
10707,0.101875,0.004125,0.000125,1.5625e-11,96.4852737,0.02353900542,0
10708,0.102125,0.004125,0.000125,1.5625e-11,96.49177767,0.02351338471,0
10709,0.102375,0.004125,0.000125,1.5625e-11,96.49827345,0.02348821835,0
10710,0.102625,0.004125,0.000125,1.5625e-11,96.5047612,0.02346359227,0
10711,0.102875,0.004125,0.000125,1.5625e-11,96.51124107,0.02343959863,0
10712,0.103125,0.004125,0.000125,1.5625e-11,96.51771325,0.02341633662,0
10713,0.103375,0.004125,0.000125,1.5625e-11,96.52417797,0.02339391381,0
10714,0.103625,0.004125,0.000125,1.5625e-11,96.53063548,0.02337244782,0
10715,0.103875,0.004125,0.000125,1.5625e-11,96.53708605,0.02335206888,0
10716,0.104125,0.004125,0.000125,1.5625e-11,96.54353,0.02333292274,0
10717,0.104375,0.004125,0.000125,1.5625e-11,96.54996769,0.02331517466,0
10718,0.104625,0.004125,0.000125,1.5625e-11,96.55639952,0.02329901349,0
10719,0.104875,0.004125,0.000125,1.5625e-11,96.56282595,0.02328465688,0
10720,0.105125,0.004125,0.000125,1.5625e-11,96.56924748,0.0232723566,0
10721,0.105375,0.004125,0.000125,1.5625e-11,96.57566471,0.02326240438,0
10722,0.105625,0.004125,0.000125,1.5625e-11,96.58207828,0.02325513946,0
10723,0.105875,0.004125,0.000125,1.5625e-11,96.58848896,0.02325095254,0
10724,0.106125,0.004125,0.000125,1.5625e-11,96.59489763,0.02325029932,0
10725,0.106375,0.004125,0.000125,1.5625e-11,96.60130522,0.02325367673,0
10726,0.106625,0.004125,0.000125,1.5625e-11,96.60771308,0.02326161123,0
10727,0.106875,0.004125,0.000125,1.5625e-11,96.61412236,0.02327475614,0
10728,0.107125,0.004125,0.000125,1.5625e-11,96.62053456,0.02329391006,0
10729,0.107375,0.004125,0.000125,1.5625e-11,96.62695142,0.02331994989,0
10730,0.107625,0.004125,0.000125,1.5625e-11,96.63337489,0.0233538415,0
10731,0.107875,0.004125,0.000125,1.5625e-11,96.63980719,0.02339667744,0
10732,0.108125,0.004125,0.000125,1.5625e-11,96.64625085,0.02344970377,0
10733,0.108375,0.004125,0.000125,1.5625e-11,96.65270878,0.02351434218,0
10734,0.108625,0.004125,0.000125,1.5625e-11,96.65918425,0.02359221348,0
10735,0.108875,0.004125,0.000125,1.5625e-11,96.66568103,0.02368516336,0
10736,0.109125,0.004125,0.000125,1.5625e-11,96.67220337,0.02379529274,0
10737,0.109375,0.004125,0.000125,1.5625e-11,96.67875615,0.02392499173,0
10738,0.109625,0.004125,0.000125,1.5625e-11,96.68534489,0.02407697847,0
10739,0.109875,0.004125,0.000125,1.5625e-11,96.69197591,0.02425434629,0
10740,0.110125,0.004125,0.000125,1.5625e-11,96.69865637,0.02446062055,0
10741,0.110375,0.004125,0.000125,1.5625e-11,96.70539444,0.02469982615,0
10742,0.110625,0.004125,0.000125,1.5625e-11,96.71219941,0.0249765616,0
10743,0.110875,0.004125,0.000125,1.5625e-11,96.71908185,0.02529608452,0
10744,0.111125,0.004125,0.000125,1.5625e-11,96.72605386,0.02566440237,0
10745,0.111375,0.004125,0.000125,1.5625e-11,96.73312921,0.02608835869,0
10746,0.111625,0.004125,0.000125,1.5625e-11,96.74032363,0.02657573993,0
10747,0.111875,0.004125,0.000125,1.5625e-11,96.74765502,0.02713541959,0
10748,0.112125,0.004125,0.000125,1.5625e-11,96.75514378,0.02777752168,0
10749,0.112375,0.004125,0.000125,1.5625e-11,96.76281317,0.0285135926,0
10750,0.112625,0.004125,0.000125,1.5625e-11,96.77068973,0.0293567927,0
10751,0.112875,0.004125,0.000125,1.5625e-11,96.7788037,0.03032211735,0
10752,0.113125,0.004125,0.000125,1.5625e-11,96.78718956,0.0314266488,0
10753,0.113375,0.004125,0.000125,1.5625e-11,96.79588664,0.03268983942,0
10754,0.113625,0.004125,0.000125,1.5625e-11,96.80493976,0.03413383064,0
10755,0.113875,0.004125,0.000125,1.5625e-11,96.81440002,0.03578381287,0
10756,0.114125,0.004125,0.000125,1.5625e-11,96.82432565,0.03766843061,0
10757,0.114375,0.004125,0.000125,1.5625e-11,96.83478302,0.03982023691,0
10758,0.114625,0.004125,0.000125,1.5625e-11,96.84584773,0.04227620167,0
10759,0.114875,0.004125,0.000125,1.5625e-11,96.8576059,0.04507827811,0
10760,0.115125,0.004125,0.000125,1.5625e-11,96.8701556,0.04827403145,0
10761,0.115375,0.004125,0.000125,1.5625e-11,96.88360844,0.05191733314,0
10762,0.115625,0.004125,0.000125,1.5625e-11,96.89809144,0.0560691224,0
10763,0.115875,0.004125,0.000125,1.5625e-11,96.91374907,0.06079823575,0
10764,0.116125,0.004125,0.000125,1.5625e-11,96.93074553,0.06618230193,0
10765,0.116375,0.004125,0.000125,1.5625e-11,96.94926739,0.07230869637,0
10766,0.116625,0.004125,0.000125,1.5625e-11,96.96952641,0.07927554423,0
10767,0.116875,0.004125,0.000125,1.5625e-11,96.99176282,0.08719275442,0
10768,0.117125,0.004125,0.000125,1.5625e-11,97.0162488,0.09618305774,0
10769,0.117375,0.004125,0.000125,1.5625e-11,97.04329241,0.1063830112,0
10770,0.117625,0.004125,0.000125,1.5625e-11,97.07324184,0.1179439148,0
10771,0.117875,0.004125,0.000125,1.5625e-11,97.10649005,0.1310325691,0
10772,0.118125,0.004125,0.000125,1.5625e-11,97.14347964,0.1458317766,0
10773,0.118375,0.004125,0.000125,1.5625e-11,97.18470813,0.1625404615,0
10774,0.118625,0.004125,0.000125,1.5625e-11,97.23073329,0.1813732473,0
10775,0.118875,0.004125,0.000125,1.5625e-11,97.28217868,0.2025592885,0
10776,0.119125,0.004125,0.000125,1.5625e-11,97.33973892,0.2263401049,0
10777,0.119375,0.004125,0.000125,1.5625e-11,97.4041847,0.2529661156,0
10778,0.119625,0.004125,0.000125,1.5625e-11,97.47636693,0.2826915108,0
10779,0.119875,0.004125,0.000125,1.5625e-11,97.55721976,0.3157670485,0
10780,0.120125,0.004125,0.000125,1.5625e-11,97.64776162,0.3524303185,0
10781,0.120375,0.004125,0.000125,1.5625e-11,97.74909373,0.3928929934,0
10782,0.120625,0.004125,0.000125,1.5625e-11,97.86239475,0.4373246012,0
10783,0.120875,0.004125,0.000125,1.5625e-11,97.98891073,0.4858324318,0
10784,0.121125,0.004125,0.000125,1.5625e-11,98.12993849,0.5384373537,0
10785,0.121375,0.004125,0.000125,1.5625e-11,98.28680117,0.5950456106,0
10786,0.121625,0.004125,0.000125,1.5625e-11,98.46081382,0.6554171221,0
10787,0.121875,0.004125,0.000125,1.5625e-11,98.65323758,0.7191314702,0
10788,0.122125,0.004125,0.000125,1.5625e-11,98.86522062,0.785553636,0
10789,0.122375,0.004125,0.000125,1.5625e-11,99.09772505,0.8538026542,0
10790,0.122625,0.004125,0.000125,1.5625e-11,99.3514398,0.9227276213,0
10791,0.122875,0.004125,0.000125,1.5625e-11,99.62668122,0.9908967821,0
10792,0.123125,0.004125,0.000125,1.5625e-11,99.92328543,1.056606486,0
10793,0.123375,0.004125,0.000125,1.5625e-11,100.2405001,1.117917221,0
10794,0.123625,0.004125,0.000125,1.5625e-11,100.5768849,1.17272329,0
10795,0.123875,0.004125,0.000125,1.5625e-11,100.930242,1.21885997,0
10796,0.124125,0.004125,0.000125,1.5625e-11,101.2975649,1.254248219,0
10797,0.124375,0.004125,0.000125,1.5625e-11,101.6751414,1.277065826,0
10798,0.124625,0.004125,0.000125,1.5625e-11,102.0583236,1.285942694,0
10799,0.124875,0.004125,0.000125,1.5625e-11,102.4427744,1.280083118,0
10800,0.025125,0.004375,0.000125,1.5625e-11,99.31307553,-0.4109571531,0
10801,0.025375,0.004375,0.000125,1.5625e-11,99.14100544,-0.437660442,0
10802,0.025625,0.004375,0.000125,1.5625e-11,98.95807359,-0.461566684,0
10803,0.025875,0.004375,0.000125,1.5625e-11,98.76561513,-0.4819448245,0
10804,0.026125,0.004375,0.000125,1.5625e-11,98.5652833,-0.4981665824,0
10805,0.026375,0.004375,0.000125,1.5625e-11,98.35899947,-0.5097561238,0
10806,0.026625,0.004375,0.000125,1.5625e-11,98.14884062,-0.5164155489,0
10807,0.026875,0.004375,0.000125,1.5625e-11,97.93711354,-0.5180732057,0
10808,0.027125,0.004375,0.000125,1.5625e-11,97.72558856,-0.5148421571,0
10809,0.027375,0.004375,0.000125,1.5625e-11,97.51686455,-0.5069959841,0
10810,0.027625,0.004375,0.000125,1.5625e-11,97.31253109,-0.4949553446,0
10811,0.027875,0.004375,0.000125,1.5625e-11,97.11425999,-0.4792608908,0
10812,0.028125,0.004375,0.000125,1.5625e-11,96.92348502,-0.4605206031,0
10813,0.028375,0.004375,0.000125,1.5625e-11,96.74131295,-0.4393659927,0
10814,0.028625,0.004375,0.000125,1.5625e-11,96.56856341,-0.4164205808,0
10815,0.028875,0.004375,0.000125,1.5625e-11,96.40579589,-0.3922740955,0
10816,0.029125,0.004375,0.000125,1.5625e-11,96.25332927,-0.3674630481,0
10817,0.029375,0.004375,0.000125,1.5625e-11,96.11127013,-0.3424587669,0
10818,0.029625,0.004375,0.000125,1.5625e-11,95.97954626,-0.317661786,0
10819,0.029875,0.004375,0.000125,1.5625e-11,95.85793978,-0.2934010891,0
10820,0.030125,0.004375,0.000125,1.5625e-11,95.74611836,-0.2699369717,0
10821,0.030375,0.004375,0.000125,1.5625e-11,95.64366376,-0.2474664113,0
10822,0.030625,0.004375,0.000125,1.5625e-11,95.55009707,-0.226129955,0
10823,0.030875,0.004375,0.000125,1.5625e-11,95.46490033,-0.2060193209,0
10824,0.031125,0.004375,0.000125,1.5625e-11,95.38753457,-0.1871851183,0
10825,0.031375,0.004375,0.000125,1.5625e-11,95.31745438,-0.1696442619,0
10826,0.031625,0.004375,0.000125,1.5625e-11,95.25411947,-0.1533868114,0
10827,0.031875,0.004375,0.000125,1.5625e-11,95.19700344,-0.1383820687,0
10828,0.032125,0.004375,0.000125,1.5625e-11,95.14560027,-0.124583874,0
10829,0.032375,0.004375,0.000125,1.5625e-11,95.09942878,-0.1119350936,0
10830,0.032625,0.004375,0.000125,1.5625e-11,95.05803564,-0.1003713291,0
10831,0.032875,0.004375,0.000125,1.5625e-11,95.02099688,-0.08982392468,0
10832,0.033125,0.004375,0.000125,1.5625e-11,94.98791865,-0.08022237896,0
10833,0.033375,0.004375,0.000125,1.5625e-11,94.95843698,-0.07149616751,0
10834,0.033625,0.004375,0.000125,1.5625e-11,94.9322172,-0.06357618685,0
10835,0.033875,0.004375,0.000125,1.5625e-11,94.9089526,-0.05639570988,0
10836,0.034125,0.004375,0.000125,1.5625e-11,94.88836339,-0.04989119645,0
10837,0.034375,0.004375,0.000125,1.5625e-11,94.87019462,-0.04400261374,0
10838,0.034625,0.004375,0.000125,1.5625e-11,94.85421521,-0.03867391604,0
10839,0.034875,0.004375,0.000125,1.5625e-11,94.84021523,-0.03385284202,0
10840,0.035125,0.004375,0.000125,1.5625e-11,94.82800564,-0.02949137516,0
10841,0.035375,0.004375,0.000125,1.5625e-11,94.81741464,-0.02554496082,0
10842,0.035625,0.004375,0.000125,1.5625e-11,94.8082889,-0.02197338131,0
10843,0.035875,0.004375,0.000125,1.5625e-11,94.80048817,-0.01873903708,0
10844,0.036125,0.004375,0.000125,1.5625e-11,94.79388936,-0.01580900906,0
10845,0.036375,0.004375,0.000125,1.5625e-11,94.78837757,-0.01315139099,0
10846,0.036625,0.004375,0.000125,1.5625e-11,94.78385565,-0.0107401938,0
10847,0.036875,0.004375,0.000125,1.5625e-11,94.78022812,-0.008547217816,0
10848,0.037125,0.004375,0.000125,1.5625e-11,94.77742044,-0.006553929561,0
10849,0.037375,0.004375,0.000125,1.5625e-11,94.77535005,-0.004732668873,0
10850,0.037625,0.004375,0.000125,1.5625e-11,94.7739606,-0.003077762085,0
10851,0.037875,0.004375,0.000125,1.5625e-11,94.77317542,-0.001558963071,0
10852,0.038125,0.004375,0.000125,1.5625e-11,94.7729492,-0.0002072816108,0
10853,0.038375,0.004375,0.000125,1.5625e-11,94.77322636,0.001027806416,0
10854,0.038625,0.004375,0.000125,1.5625e-11,94.77398347,0.002173425077,0
10855,0.038875,0.004375,0.000125,1.5625e-11,94.77517707,0.003231924117,0
10856,0.039125,0.004375,0.000125,1.5625e-11,94.77676699,0.004208900934,0
10857,0.039375,0.004375,0.000125,1.5625e-11,94.77872199,0.005108904246,0
10858,0.039625,0.004375,0.000125,1.5625e-11,94.7810155,0.005938509484,0
10859,0.039875,0.004375,0.000125,1.5625e-11,94.78362226,0.006704888247,0
10860,0.040125,0.004375,0.000125,1.5625e-11,94.78651861,0.00741426647,0
10861,0.040375,0.004375,0.000125,1.5625e-11,94.78968316,0.008071914269,0
10862,0.040625,0.004375,0.000125,1.5625e-11,94.79309676,0.008682531641,0
10863,0.040875,0.004375,0.000125,1.5625e-11,94.79674201,0.009250378649,0
10864,0.041125,0.004375,0.000125,1.5625e-11,94.800603,0.009779274186,0
10865,0.041375,0.004375,0.000125,1.5625e-11,94.80466519,0.0102726241,0
10866,0.041625,0.004375,0.000125,1.5625e-11,94.80891532,0.01073347709,0
10867,0.041875,0.004375,0.000125,1.5625e-11,94.81334122,0.01116457234,0
10868,0.042125,0.004375,0.000125,1.5625e-11,94.81793175,0.01156837381,0
10869,0.042375,0.004375,0.000125,1.5625e-11,94.82267666,0.01194709866,0
10870,0.042625,0.004375,0.000125,1.5625e-11,94.82756655,0.01230274353,0
10871,0.042875,0.004375,0.000125,1.5625e-11,94.83259272,0.01263710817,0
10872,0.043125,0.004375,0.000125,1.5625e-11,94.83774714,0.01295181637,0
10873,0.043375,0.004375,0.000125,1.5625e-11,94.84302241,0.01324833464,0
10874,0.043625,0.004375,0.000125,1.5625e-11,94.84841163,0.0135279892,0
10875,0.043875,0.004375,0.000125,1.5625e-11,94.85390842,0.01379198128,0
10876,0.044125,0.004375,0.000125,1.5625e-11,94.85950683,0.01404140096,0
10877,0.044375,0.004375,0.000125,1.5625e-11,94.86520132,0.01427723944,0
10878,0.044625,0.004375,0.000125,1.5625e-11,94.87098673,0.01450039985,0
10879,0.044875,0.004375,0.000125,1.5625e-11,94.87685822,0.01471170679,0
10880,0.045125,0.004375,0.000125,1.5625e-11,94.88281126,0.01491191454,0
10881,0.045375,0.004375,0.000125,1.5625e-11,94.8888416,0.01510171428,0
10882,0.045625,0.004375,0.000125,1.5625e-11,94.89494526,0.01528174055,0
10883,0.045875,0.004375,0.000125,1.5625e-11,94.90111849,0.01545257708,0
10884,0.046125,0.004375,0.000125,1.5625e-11,94.90735777,0.01561476201,0
10885,0.046375,0.004375,0.000125,1.5625e-11,94.91365976,0.01576879249,0
10886,0.046625,0.004375,0.000125,1.5625e-11,94.92002133,0.0159151287,0
10887,0.046875,0.004375,0.000125,1.5625e-11,94.92643951,0.01605419735,0
10888,0.047125,0.004375,0.000125,1.5625e-11,94.9329115,0.01618639462,0
10889,0.047375,0.004375,0.000125,1.5625e-11,94.93943465,0.01631208882,0
10890,0.047625,0.004375,0.000125,1.5625e-11,94.94600643,0.01643162271,0
10891,0.047875,0.004375,0.000125,1.5625e-11,94.95262448,0.01654531588,0
10892,0.048125,0.004375,0.000125,1.5625e-11,94.95928652,0.01665346707,0
10893,0.048375,0.004375,0.000125,1.5625e-11,94.96599041,0.01675635653,0
10894,0.048625,0.004375,0.000125,1.5625e-11,94.9727341,0.01685424794,0
10895,0.048875,0.004375,0.000125,1.5625e-11,94.97951566,0.0169473899,0
10896,0.049125,0.004375,0.000125,1.5625e-11,94.98633324,0.01703601678,0
10897,0.049375,0.004375,0.000125,1.5625e-11,94.99318508,0.0171203495,0
10898,0.049625,0.004375,0.000125,1.5625e-11,95.00006952,0.01720059642,0
10899,0.049875,0.004375,0.000125,1.5625e-11,95.00698495,0.01727695441,0
10900,0.050125,0.004375,0.000125,1.5625e-11,95.01392988,0.01734961031,0
10901,0.050375,0.004375,0.000125,1.5625e-11,95.02090284,0.01741874254,0
10902,0.050625,0.004375,0.000125,1.5625e-11,95.02790247,0.01748452294,0
10903,0.050875,0.004375,0.000125,1.5625e-11,95.03492746,0.0175471185,0
10904,0.051125,0.004375,0.000125,1.5625e-11,95.04197655,0.01760669285,0
10905,0.051375,0.004375,0.000125,1.5625e-11,95.04904857,0.01766340723,0
10906,0.051625,0.004375,0.000125,1.5625e-11,95.05614241,0.0177174208,0
10907,0.051875,0.004375,0.000125,1.5625e-11,95.063257,0.01776889042,0
10908,0.052125,0.004375,0.000125,1.5625e-11,95.07039135,0.01781796964,0
10909,0.052375,0.004375,0.000125,1.5625e-11,95.07754455,0.0178648074,0
10910,0.052625,0.004375,0.000125,1.5625e-11,95.08471572,0.01790954626,0
10911,0.052875,0.004375,0.000125,1.5625e-11,95.09190404,0.01795232084,0
10912,0.053125,0.004375,0.000125,1.5625e-11,95.09910877,0.0179932564,0
10913,0.053375,0.004375,0.000125,1.5625e-11,95.1063292,0.01803246796,0
10914,0.053625,0.004375,0.000125,1.5625e-11,95.11356465,0.01807005968,0
10915,0.053875,0.004375,0.000125,1.5625e-11,95.12081451,0.01810612463,0
10916,0.054125,0.004375,0.000125,1.5625e-11,95.12807818,0.01814074462,0
10917,0.054375,0.004375,0.000125,1.5625e-11,95.13535512,0.01817399013,0
10918,0.054625,0.004375,0.000125,1.5625e-11,95.14264478,0.01820592057,0
10919,0.054875,0.004375,0.000125,1.5625e-11,95.14994666,0.01823658486,0
10920,0.055125,0.004375,0.000125,1.5625e-11,95.15726025,0.01826602215,0
10921,0.055375,0.004375,0.000125,1.5625e-11,95.16458508,0.01829426287,0
10922,0.055625,0.004375,0.000125,1.5625e-11,95.17192068,0.01832132974,0
10923,0.055875,0.004375,0.000125,1.5625e-11,95.17926657,0.01834723876,0
10924,0.056125,0.004375,0.000125,1.5625e-11,95.1866223,0.01837200011,0
10925,0.056375,0.004375,0.000125,1.5625e-11,95.19398741,0.01839561913,0
10926,0.056625,0.004375,0.000125,1.5625e-11,95.20136143,0.01841809729,0
10927,0.056875,0.004375,0.000125,1.5625e-11,95.2087439,0.01843943303,0
10928,0.057125,0.004375,0.000125,1.5625e-11,95.21613437,0.01845962252,0
10929,0.057375,0.004375,0.000125,1.5625e-11,95.22353236,0.01847866044,0
10930,0.057625,0.004375,0.000125,1.5625e-11,95.23093741,0.01849654074,0
10931,0.057875,0.004375,0.000125,1.5625e-11,95.23834904,0.01851325738,0
10932,0.058125,0.004375,0.000125,1.5625e-11,95.24576678,0.01852880515,0
10933,0.058375,0.004375,0.000125,1.5625e-11,95.25319016,0.01854318108,0
10934,0.058625,0.004375,0.000125,1.5625e-11,95.26061868,0.01855638601,0
10935,0.058875,0.004375,0.000125,1.5625e-11,95.26805188,0.01856842605,0
10936,0.059125,0.004375,0.000125,1.5625e-11,95.27548926,0.01857931311,0
10937,0.059375,0.004375,0.000125,1.5625e-11,95.28293037,0.01858906477,0
10938,0.059625,0.004375,0.000125,1.5625e-11,95.29037474,0.0185977055,0
10939,0.059875,0.004375,0.000125,1.5625e-11,95.29782191,0.01860526797,0
10940,0.060125,0.004375,0.000125,1.5625e-11,95.30527144,0.01861179106,0
10941,0.060375,0.004375,0.000125,1.5625e-11,95.31272292,0.01861732008,0
10942,0.060625,0.004375,0.000125,1.5625e-11,95.32017594,0.01862190874,0
10943,0.060875,0.004375,0.000125,1.5625e-11,95.32763012,0.0186256113,0
10944,0.061125,0.004375,0.000125,1.5625e-11,95.33508512,0.01862848773,0
10945,0.061375,0.004375,0.000125,1.5625e-11,95.3425406,0.01863060848,0
10946,0.061625,0.004375,0.000125,1.5625e-11,95.34999627,0.01863204071,0
10947,0.061875,0.004375,0.000125,1.5625e-11,95.35745189,0.01863284864,0
10948,0.062125,0.004375,0.000125,1.5625e-11,95.36490714,0.01863309836,0
10949,0.062375,0.004375,0.000125,1.5625e-11,95.37236183,0.01863285113,0
10950,0.062625,0.004375,0.000125,1.5625e-11,95.37981575,0.01863216467,0
10951,0.062875,0.004375,0.000125,1.5625e-11,95.38726875,0.01863109876,0
10952,0.063125,0.004375,0.000125,1.5625e-11,95.39472068,0.01862971131,0
10953,0.063375,0.004375,0.000125,1.5625e-11,95.40217143,0.01862805448,0
10954,0.063625,0.004375,0.000125,1.5625e-11,95.40962088,0.01862617392,0
10955,0.063875,0.004375,0.000125,1.5625e-11,95.41706896,0.01862410913,0
10956,0.064125,0.004375,0.000125,1.5625e-11,95.4245156,0.01862189356,0
10957,0.064375,0.004375,0.000125,1.5625e-11,95.43196074,0.01861955483,0
10958,0.064625,0.004375,0.000125,1.5625e-11,95.43940434,0.018617115,0
10959,0.064875,0.004375,0.000125,1.5625e-11,95.44684635,0.01861459105,0
10960,0.065125,0.004375,0.000125,1.5625e-11,95.45428675,0.01861199535,0
10961,0.065375,0.004375,0.000125,1.5625e-11,95.4617255,0.01860933617,0
10962,0.065625,0.004375,0.000125,1.5625e-11,95.46916258,0.01860661838,0
10963,0.065875,0.004375,0.000125,1.5625e-11,95.47659797,0.01860384403,0
10964,0.066125,0.004375,0.000125,1.5625e-11,95.48403163,0.01860101281,0
10965,0.066375,0.004375,0.000125,1.5625e-11,95.49146354,0.01859812258,0
10966,0.066625,0.004375,0.000125,1.5625e-11,95.49889368,0.01859516961,0
10967,0.066875,0.004375,0.000125,1.5625e-11,95.50632202,0.01859214883,0
10968,0.067125,0.004375,0.000125,1.5625e-11,95.51374853,0.01858905387,0
10969,0.067375,0.004375,0.000125,1.5625e-11,95.52117316,0.01858587718,0
10970,0.067625,0.004375,0.000125,1.5625e-11,95.5285959,0.01858261025,0
10971,0.067875,0.004375,0.000125,1.5625e-11,95.53601669,0.01857924395,0
10972,0.068125,0.004375,0.000125,1.5625e-11,95.54343549,0.01857576884,0
10973,0.068375,0.004375,0.000125,1.5625e-11,95.55085225,0.01857217546,0
10974,0.068625,0.004375,0.000125,1.5625e-11,95.55826693,0.01856845461,0
10975,0.068875,0.004375,0.000125,1.5625e-11,95.56567946,0.0185645976,0
10976,0.069125,0.004375,0.000125,1.5625e-11,95.57308978,0.01856059646,0
10977,0.069375,0.004375,0.000125,1.5625e-11,95.58049784,0.01855644412,0
10978,0.069625,0.004375,0.000125,1.5625e-11,95.58790357,0.01855213454,0
10979,0.069875,0.004375,0.000125,1.5625e-11,95.59530689,0.01854766273,0
10980,0.070125,0.004375,0.000125,1.5625e-11,95.60270775,0.0185430247,0
10981,0.070375,0.004375,0.000125,1.5625e-11,95.61010607,0.01853821745,0
10982,0.070625,0.004375,0.000125,1.5625e-11,95.61750178,0.01853323884,0
10983,0.070875,0.004375,0.000125,1.5625e-11,95.62489481,0.01852808756,0
10984,0.071125,0.004375,0.000125,1.5625e-11,95.63228508,0.01852276299,0
10985,0.071375,0.004375,0.000125,1.5625e-11,95.63967253,0.01851726517,0
10986,0.071625,0.004375,0.000125,1.5625e-11,95.64705708,0.01851159468,0
10987,0.071875,0.004375,0.000125,1.5625e-11,95.65443866,0.01850575259,0
10988,0.072125,0.004375,0.000125,1.5625e-11,95.6618172,0.01849974035,0
10989,0.072375,0.004375,0.000125,1.5625e-11,95.66919263,0.01849355969,0
10990,0.072625,0.004375,0.000125,1.5625e-11,95.67656489,0.01848721255,0
10991,0.072875,0.004375,0.000125,1.5625e-11,95.68393389,0.01848070095,0
10992,0.073125,0.004375,0.000125,1.5625e-11,95.69129959,0.01847402691,0
10993,0.073375,0.004375,0.000125,1.5625e-11,95.6986619,0.01846719231,0
10994,0.073625,0.004375,0.000125,1.5625e-11,95.70602077,0.01846019893,0
10995,0.073875,0.004375,0.000125,1.5625e-11,95.71337613,0.01845304838,0
10996,0.074125,0.004375,0.000125,1.5625e-11,95.72072791,0.01844574228,0
10997,0.074375,0.004375,0.000125,1.5625e-11,95.72807606,0.01843828241,0
10998,0.074625,0.004375,0.000125,1.5625e-11,95.73542051,0.01843067089,0
10999,0.074875,0.004375,0.000125,1.5625e-11,95.74276119,0.01842291027,0
11000,0.075125,0.004375,0.000125,1.5625e-11,95.75009805,0.01841500343,0
11001,0.075375,0.004375,0.000125,1.5625e-11,95.75743103,0.01840695343,0
11002,0.075625,0.004375,0.000125,1.5625e-11,95.76476006,0.0183987633,0
11003,0.075875,0.004375,0.000125,1.5625e-11,95.7720851,0.01839043594,0
11004,0.076125,0.004375,0.000125,1.5625e-11,95.77940609,0.01838197397,0
11005,0.076375,0.004375,0.000125,1.5625e-11,95.78672297,0.01837337968,0
11006,0.076625,0.004375,0.000125,1.5625e-11,95.7940357,0.01836465503,0
11007,0.076875,0.004375,0.000125,1.5625e-11,95.80134421,0.01835580154,0
