# Residuals       
# Time            	Ux                	Uy                	p                 	k                 	omega             
261               	1.7450301234e-04	1.8077246779e-03	5.2238759814e-03	1.0580635410e-05	1.2423488440e-06
262               	1.7246299014e-04	1.7891195313e-03	5.1630551277e-03	1.0513174214e-05	1.2333149366e-06
263               	1.7100791533e-04	1.7682344072e-03	5.1010304695e-03	1.0381179877e-05	1.2120736518e-06
264               	1.6946238245e-04	1.7471173685e-03	5.0397675754e-03	1.0241748425e-05	1.2008190453e-06
265               	1.6750464337e-04	1.7224842522e-03	4.9751812067e-03	1.0075633456e-05	1.1882561644e-06
266               	1.6555474973e-04	1.7041218611e-03	4.9084879235e-03	9.9391766465e-06	1.1731285315e-06
267               	1.6367039463e-04	1.6895331281e-03	4.8459170454e-03	9.7617737293e-06	1.1503153015e-06
268               	1.6166996127e-04	1.6700846027e-03	4.7850916622e-03	9.5311330321e-06	1.1224293877e-06
269               	1.5962035818e-04	1.6498817052e-03	4.7237779501e-03	9.2717161910e-06	1.0982739983e-06
270               	1.5748414526e-04	1.6225146666e-03	4.6664243914e-03	9.0405848967e-06	1.0692670982e-06
271               	1.5559920091e-04	1.5996194802e-03	4.6099707957e-03	8.8757781815e-06	1.0383808148e-06
272               	1.5394149953e-04	1.5772235500e-03	4.5512219337e-03	8.6975253742e-06	1.0058649879e-06
273               	1.5231779259e-04	1.5592528107e-03	4.4982950745e-03	8.5268550260e-06	9.7696519897e-07
274               	1.5054072491e-04	1.5396658918e-03	4.4466981793e-03	8.4075871243e-06	9.5711471974e-07
275               	1.4879103579e-04	1.5139967436e-03	4.3910850143e-03	8.2859488731e-06	9.3783174489e-07
276               	1.4720459871e-04	1.4945056219e-03	4.3383929028e-03	8.1916183918e-06	9.2490017696e-07
277               	1.4544565216e-04	1.4729013962e-03	4.2900986255e-03	8.1169006068e-06	9.2041706501e-07
278               	1.4337280229e-04	1.4575735538e-03	4.2438162977e-03	8.0356333522e-06	9.1298081809e-07
279               	1.4131911660e-04	1.4447776630e-03	4.1912462065e-03	7.9133526365e-06	8.9774942577e-07
280               	1.3956666028e-04	1.4285191941e-03	4.1375314527e-03	7.8503949191e-06	8.8764157169e-07
281               	1.3795657118e-04	1.4144736804e-03	4.0898411674e-03	7.8028481735e-06	8.8400295372e-07
282               	1.3644764279e-04	1.3966708684e-03	4.0447413358e-03	7.7588845460e-06	8.8251715896e-07
283               	1.3525515206e-04	1.3873401349e-03	4.0018577532e-03	7.7305888681e-06	8.8605084011e-07
284               	1.3397390282e-04	1.3708542823e-03	3.9599258535e-03	7.6018751100e-06	8.7430266494e-07
285               	1.3268570321e-04	1.3505591551e-03	3.9149009873e-03	7.5277831202e-06	8.6945990535e-07
286               	1.3137753139e-04	1.3292856321e-03	3.8703579444e-03	7.4984433996e-06	8.6749819088e-07
287               	1.3009224256e-04	1.3135739226e-03	3.8259059391e-03	7.3955291868e-06	8.5745163922e-07
288               	1.2872663936e-04	1.2986505086e-03	3.7777166657e-03	7.2699282455e-06	8.4395900568e-07
289               	1.2738728875e-04	1.2820706105e-03	3.7270612869e-03	7.1718585250e-06	8.2945258292e-07
290               	1.2586306257e-04	1.2631493857e-03	3.6779129840e-03	7.0790252937e-06	8.1606862956e-07
291               	1.2422776367e-04	1.2430331230e-03	3.6315453747e-03	6.9894884086e-06	8.0466132460e-07
292               	1.2236372573e-04	1.2283556851e-03	3.5845280674e-03	6.8914718390e-06	7.9520350349e-07
293               	1.2063673808e-04	1.2139727601e-03	3.5383945418e-03	6.7362488780e-06	7.7477717206e-07
294               	1.1919926603e-04	1.1974090111e-03	3.4994298374e-03	6.6029256779e-06	7.6227617568e-07
295               	1.1780947762e-04	1.1835224678e-03	3.4626669902e-03	6.4570634694e-06	7.4448191841e-07
296               	1.1649618912e-04	1.1702209248e-03	3.4230309615e-03	6.3599311954e-06	7.3193413602e-07
297               	1.1508490032e-04	1.1587848913e-03	3.3843490878e-03	6.1812224959e-06	7.1016099370e-07
298               	1.1380209775e-04	1.1448927212e-03	3.3448084306e-03	5.9154414352e-06	6.7929785326e-07
299               	1.1254643764e-04	1.1300329048e-03	3.3056025512e-03	5.7298076437e-06	6.5985864399e-07
300               	1.1119026243e-04	1.1137886952e-03	3.2668662377e-03	5.6667394105e-06	6.4956686079e-07
301               	1.0966084869e-04	1.0989464507e-03	3.2274285113e-03	5.6154913376e-06	6.4106306505e-07
302               	1.0831200128e-04	1.0899569417e-03	3.1852126042e-03	5.5273576909e-06	6.2654299237e-07
303               	1.0713645774e-04	1.0786327036e-03	3.1449070135e-03	5.4853208782e-06	6.2236983149e-07
304               	1.0587181976e-04	1.0616546675e-03	3.1058356537e-03	5.4354450099e-06	6.1598706752e-07
305               	1.0458882267e-04	1.0455006077e-03	3.0639963390e-03	5.4273041541e-06	6.1802620940e-07
306               	1.0341697114e-04	1.0345123814e-03	3.0198582337e-03	5.3919395725e-06	6.1489351974e-07
307               	1.0223345028e-04	1.0252955282e-03	2.9801932091e-03	5.3962977859e-06	6.1569403250e-07
308               	1.0108673315e-04	1.0136274878e-03	2.9439081335e-03	5.3595342941e-06	6.1154961851e-07
309               	9.9809685772e-05	1.0016727182e-03	2.9095815566e-03	5.2297260888e-06	5.9699461053e-07
310               	9.8668864948e-05	9.8787692043e-04	2.8759573390e-03	5.1344355903e-06	5.8868122510e-07
311               	9.7601997873e-05	9.7344484373e-04	2.8417657240e-03	5.1116562942e-06	5.8844180370e-07
312               	9.6647073036e-05	9.6144682228e-04	2.8074847025e-03	5.0892699372e-06	5.8752350671e-07
313               	9.5585571400e-05	9.5281500710e-04	2.7727999638e-03	5.0304441621e-06	5.7943695211e-07
314               	9.4448867651e-05	9.4398182621e-04	2.7390978320e-03	4.9842497997e-06	5.7191107556e-07
315               	9.3358502856e-05	9.3285593998e-04	2.7061708492e-03	4.9057432781e-06	5.6380128089e-07
316               	9.2473432460e-05	9.1896822927e-04	2.6763169856e-03	4.8260292715e-06	5.5716191848e-07
317               	9.1516425286e-05	9.0684876402e-04	2.6470562157e-03	4.7764635143e-06	5.5448565619e-07
318               	9.0556429691e-05	8.9587164490e-04	2.6181002649e-03	4.7502060768e-06	5.5298922233e-07
319               	8.9787182550e-05	8.8522260263e-04	2.5890248953e-03	4.7275627375e-06	5.5014667412e-07
320               	8.8854045080e-05	8.7486341606e-04	2.5623476422e-03	4.6222933910e-06	5.3608559967e-07
321               	8.8014668554e-05	8.6349146819e-04	2.5332813564e-03	4.4740948150e-06	5.1997264451e-07
322               	8.7030398389e-05	8.5276886037e-04	2.5006766551e-03	4.3787691030e-06	5.0937973559e-07
323               	8.5940760869e-05	8.4212794197e-04	2.4712639588e-03	4.3046732502e-06	4.9924928544e-07
324               	8.4757479495e-05	8.3050550231e-04	2.4425023848e-03	4.1905739535e-06	4.8386921789e-07
325               	8.3492812834e-05	8.1943254549e-04	2.4110609517e-03	4.0786695249e-06	4.6996326389e-07
326               	8.2424884574e-05	8.0689007816e-04	2.3804818380e-03	3.9939061883e-06	4.5866811306e-07
327               	8.1299919603e-05	7.9598323908e-04	2.3509519001e-03	3.9304899904e-06	4.4936271299e-07
328               	8.0227541277e-05	7.8489041495e-04	2.3227966080e-03	3.8662873441e-06	4.4057745630e-07
329               	7.9221666760e-05	7.7377701450e-04	2.2936545840e-03	3.8133087966e-06	4.3227249075e-07
330               	7.8203609407e-05	7.6529429731e-04	2.2646208517e-03	3.7797927685e-06	4.2770161134e-07
331               	7.7277414962e-05	7.5676460755e-04	2.2360131137e-03	3.7351851817e-06	4.2074100615e-07
332               	7.6348296227e-05	7.4731506224e-04	2.2086889554e-03	3.6644685032e-06	4.1149196003e-07
333               	7.5480247582e-05	7.3827618781e-04	2.1838921004e-03	3.5689502148e-06	4.0113328795e-07
334               	7.4652274924e-05	7.3000216169e-04	2.1579024111e-03	3.5416767836e-06	3.9778758031e-07
335               	7.3850832748e-05	7.2323536337e-04	2.1306347707e-03	3.5369804460e-06	3.9681191461e-07
336               	7.3128040566e-05	7.1578492777e-04	2.1027610503e-03	3.5137789505e-06	3.9534384744e-07
337               	7.2481709578e-05	7.0732360718e-04	2.0757906749e-03	3.4848009132e-06	3.9269648540e-07
338               	7.1845068800e-05	6.9839733016e-04	2.0516471031e-03	3.4612818364e-06	3.9045666747e-07
339               	7.1181512122e-05	6.9061699818e-04	2.0266019387e-03	3.4524049436e-06	3.9084527452e-07
340               	7.0464824266e-05	6.8382693377e-04	2.0011750379e-03	3.4416652055e-06	3.9083714880e-07
341               	6.9784415176e-05	6.7724770504e-04	1.9765201069e-03	3.4348210734e-06	3.9103240591e-07
342               	6.8985926481e-05	6.6991459459e-04	1.9516063707e-03	3.4162270422e-06	3.8968774743e-07
343               	6.8184017485e-05	6.5953087429e-04	1.9268047312e-03	3.3893001376e-06	3.8862476053e-07
344               	6.7381711223e-05	6.4927009948e-04	1.9023932865e-03	3.3317838084e-06	3.8293378735e-07
345               	6.6466990942e-05	6.4082737292e-04	1.8779549296e-03	3.2721425516e-06	3.7701388513e-07
346               	6.5467437099e-05	6.3293512329e-04	1.8557155082e-03	3.2184193611e-06	3.7234784892e-07
347               	6.4468157178e-05	6.2474183967e-04	1.8328775928e-03	3.1796365035e-06	3.6789455926e-07
348               	6.3583393330e-05	6.1629088477e-04	1.8093492392e-03	3.1249539984e-06	3.6154624220e-07
349               	6.2845799116e-05	6.0784075331e-04	1.7866379244e-03	3.0606202681e-06	3.5446558495e-07
350               	6.2160704435e-05	5.9925739401e-04	1.7659985126e-03	3.0087758507e-06	3.4819067500e-07
351               	6.1481087084e-05	5.9138202060e-04	1.7458152975e-03	2.9557493382e-06	3.4157860235e-07
352               	6.0713058225e-05	5.8448207087e-04	1.7262022770e-03	2.8987905472e-06	3.3407851415e-07
353               	5.9963650499e-05	5.7816621788e-04	1.7051280437e-03	2.8360070927e-06	3.2586479206e-07
354               	5.9253972906e-05	5.7218418407e-04	1.6848548990e-03	2.7663199980e-06	3.1669284903e-07
355               	5.8534016004e-05	5.6563154384e-04	1.6657399310e-03	2.6903167757e-06	3.0727348398e-07
356               	5.7849349767e-05	5.5807863189e-04	1.6484773339e-03	2.6155995476e-06	2.9801805597e-07
357               	5.7162649717e-05	5.5064542967e-04	1.6286741671e-03	2.5642702656e-06	2.9137854258e-07
358               	5.6373849912e-05	5.4409924585e-04	1.6082459550e-03	2.5168040530e-06	2.8446548426e-07
359               	5.5649244909e-05	5.3683083187e-04	1.5876505900e-03	2.4622074380e-06	2.7643513018e-07
360               	5.4927379219e-05	5.2910215875e-04	1.5672172178e-03	2.4342580261e-06	2.7293373057e-07
361               	5.4193600201e-05	5.2307607132e-04	1.5472785847e-03	2.4087869464e-06	2.6947411297e-07
362               	5.3428991440e-05	5.1719505493e-04	1.5290959300e-03	2.3695849165e-06	2.6480838752e-07
363               	5.2696312177e-05	5.1100463226e-04	1.5116933439e-03	2.3412135046e-06	2.6158770844e-07
364               	5.2020019314e-05	5.0489491572e-04	1.4931260860e-03	2.3203008347e-06	2.5943801238e-07
365               	5.1382712404e-05	4.9881289049e-04	1.4735761332e-03	2.3007046249e-06	2.5761720936e-07
366               	5.0794263456e-05	4.9317036505e-04	1.4545528213e-03	2.2917718462e-06	2.5699347350e-07
367               	5.0260722228e-05	4.8755338898e-04	1.4354811773e-03	2.2694604453e-06	2.5483585349e-07
368               	4.9710228695e-05	4.8143348045e-04	1.4161023030e-03	2.2499081420e-06	2.5311272754e-07
369               	4.9202942449e-05	4.7577930206e-04	1.3975607924e-03	2.2303579902e-06	2.5151862341e-07
370               	4.8683259264e-05	4.7038881786e-04	1.3793800122e-03	2.2137883772e-06	2.5042110916e-07
371               	4.8153050701e-05	4.6538075509e-04	1.3625932125e-03	2.2028047633e-06	2.4988545907e-07
372               	4.7613089989e-05	4.6021334241e-04	1.3464504775e-03	2.1831934839e-06	2.4787094787e-07
373               	4.7022192522e-05	4.5415401978e-04	1.3298700404e-03	2.1630981546e-06	2.4545656761e-07
374               	4.6417854411e-05	4.4868434576e-04	1.3135309173e-03	2.1442978320e-06	2.4321604421e-07
375               	4.5817820752e-05	4.4374218678e-04	1.2978170004e-03	2.1219929941e-06	2.4043978434e-07
376               	4.5241278796e-05	4.3817172688e-04	1.2824684588e-03	2.0984576023e-06	2.3769801472e-07
377               	4.4683183655e-05	4.3251480172e-04	1.2670126059e-03	2.0640972123e-06	2.3390710508e-07
378               	4.4111478785e-05	4.2705503933e-04	1.2517862156e-03	2.0258077772e-06	2.2975544787e-07
379               	4.3569289030e-05	4.2123095337e-04	1.2375149532e-03	1.9906823249e-06	2.2606508775e-07
380               	4.3031645419e-05	4.1589808208e-04	1.2225058282e-03	1.9623969836e-06	2.2319232412e-07
381               	4.2495963025e-05	4.1108476878e-04	1.2071134376e-03	1.9251017862e-06	2.1909832286e-07
382               	4.1984348203e-05	4.0590361806e-04	1.1917602560e-03	1.8850972179e-06	2.1440736543e-07
383               	4.1459195230e-05	4.0038616710e-04	1.1773044575e-03	1.8411972142e-06	2.0905023069e-07
384               	4.0908735859e-05	3.9520618368e-04	1.1629726298e-03	1.8018259288e-06	2.0440188499e-07
385               	4.0374184998e-05	3.9012079748e-04	1.1483709460e-03	1.7647910301e-06	2.0028701653e-07
386               	3.9855369229e-05	3.8506126419e-04	1.1346480554e-03	1.7292088224e-06	1.9616673590e-07
387               	3.9339966602e-05	3.8031806348e-04	1.1209792487e-03	1.6948999844e-06	1.9153899665e-07
388               	3.8826448335e-05	3.7549910393e-04	1.1086812348e-03	1.6572093111e-06	1.8607897459e-07
389               	3.8334539860e-05	3.7017992322e-04	1.0961710404e-03	1.6204716127e-06	1.8075834300e-07
390               	3.7857315422e-05	3.6553408897e-04	1.0827497537e-03	1.5928401045e-06	1.7685829718e-07
391               	3.7377358140e-05	3.6138337397e-04	1.0689968840e-03	1.5707303849e-06	1.7359502719e-07
392               	3.6866211569e-05	3.5753940794e-04	1.0561849149e-03	1.5462466355e-06	1.7018076556e-07
393               	3.6357288647e-05	3.5309763960e-04	1.0432852897e-03	1.5235629502e-06	1.6695664376e-07
394               	3.5895466642e-05	3.4855130907e-04	1.0302530697e-03	1.5061147494e-06	1.6487221108e-07
395               	3.5475683726e-05	3.4439349401e-04	1.0174015268e-03	1.4860369812e-06	1.6284209872e-07
396               	3.5053675070e-05	3.4039625846e-04	1.0048856489e-03	1.4681089209e-06	1.6137940375e-07
397               	3.4603703197e-05	3.3642081098e-04	9.9220016783e-04	1.4530915488e-06	1.6034158921e-07
398               	3.4169857601e-05	3.3239518690e-04	9.7992115731e-04	1.4376103971e-06	1.5896481863e-07
399               	3.3758332054e-05	3.2815509255e-04	9.6746668133e-04	1.4210599877e-06	1.5775424476e-07
400               	3.3385439341e-05	3.2354580728e-04	9.5561022211e-04	1.4133522717e-06	1.5776399183e-07
401               	3.3016020942e-05	3.1997132993e-04	9.4427167910e-04	1.4078789478e-06	1.5784630530e-07
402               	3.2665181634e-05	3.1625617521e-04	9.3265327335e-04	1.3997795081e-06	1.5730294799e-07
403               	3.2330745168e-05	3.1201227690e-04	9.2041700691e-04	1.3968930194e-06	1.5740332950e-07
404               	3.2016578372e-05	3.0815902584e-04	9.0819193397e-04	1.3948383624e-06	1.5741749865e-07
405               	3.1733176433e-05	3.0457875104e-04	8.9601624989e-04	1.3867367878e-06	1.5645961296e-07
406               	3.1444739281e-05	3.0068201602e-04	8.8370547353e-04	1.3695990631e-06	1.5452407394e-07
407               	3.1178714733e-05	2.9680259116e-04	8.7179227917e-04	1.3610879788e-06	1.5334829435e-07
408               	3.0888068993e-05	2.9358011088e-04	8.6046195930e-04	1.3537680443e-06	1.5236072099e-07
409               	3.0611313973e-05	2.9029537719e-04	8.5072583197e-04	1.3415834723e-06	1.5088363252e-07
410               	3.0374181283e-05	2.8675088067e-04	8.4093407034e-04	1.3271901010e-06	1.4903789401e-07
411               	3.0161715903e-05	2.8308374007e-04	8.3135203769e-04	1.3079997385e-06	1.4648211383e-07
412               	2.9900661532e-05	2.7955030449e-04	8.2161356682e-04	1.2831231501e-06	1.4338586575e-07
413               	2.9556066115e-05	2.7628338439e-04	8.1214656225e-04	1.2547664804e-06	1.4088188281e-07
414               	2.9092687188e-05	2.7315224614e-04	8.0234970565e-04	1.2327761945e-06	1.3950781339e-07
415               	2.8543898638e-05	2.6979304870e-04	7.9214892418e-04	1.2120766417e-06	1.3778297360e-07
416               	2.8074027766e-05	2.6599659498e-04	7.8190840027e-04	1.1829340753e-06	1.3430355392e-07
417               	2.7657535031e-05	2.6233700651e-04	7.7199876027e-04	1.1518052231e-06	1.3040822919e-07
418               	2.7247552065e-05	2.5861125983e-04	7.6233306096e-04	1.1224151818e-06	1.2672824690e-07
419               	2.6833019384e-05	2.5536986572e-04	7.5302606919e-04	1.0929443505e-06	1.2317396574e-07
420               	2.6433049799e-05	2.5246143662e-04	7.4390389774e-04	1.0658007628e-06	1.1977530078e-07
421               	2.6073287874e-05	2.4951653834e-04	7.3471486348e-04	1.0432786363e-06	1.1674257207e-07
422               	2.5730788598e-05	2.4634879255e-04	7.2554374925e-04	1.0246438155e-06	1.1417744087e-07
423               	2.5396744755e-05	2.4307058233e-04	7.1604569643e-04	1.0069166698e-06	1.1175980695e-07
424               	2.5091265437e-05	2.3985134505e-04	7.0690803799e-04	9.9067501561e-07	1.0950550185e-07
425               	2.4778487366e-05	2.3686668258e-04	6.9858443566e-04	9.7757365050e-07	1.0762276887e-07
426               	2.4476306514e-05	2.3410912774e-04	6.9020134546e-04	9.6741516788e-07	1.0607332170e-07
427               	2.4206256868e-05	2.3102850609e-04	6.8172325730e-04	9.5863825205e-07	1.0481968342e-07
428               	2.3919717193e-05	2.2789543889e-04	6.7315986850e-04	9.4789043065e-07	1.0376258425e-07
429               	2.3618033804e-05	2.2526673639e-04	6.6444041363e-04	9.3758506799e-07	1.0283577407e-07
430               	2.3325950002e-05	2.2272088837e-04	6.5629200022e-04	9.3157472649e-07	1.0234509009e-07
431               	2.3030673034e-05	2.2022953239e-04	6.4830086034e-04	9.2522426792e-07	1.0183422040e-07
432               	2.2775696801e-05	2.1787245574e-04	6.4039755363e-04	9.1976617172e-07	1.0140469168e-07
433               	2.2563488502e-05	2.1535025472e-04	6.3241038401e-04	9.1447495554e-07	1.0124468165e-07
434               	2.2332894827e-05	2.1257716995e-04	6.2473003094e-04	9.0968405155e-07	1.0101355594e-07
435               	2.2073666922e-05	2.1009311235e-04	6.1728143575e-04	9.0724707391e-07	1.0079129722e-07
436               	2.1827647685e-05	2.0777197794e-04	6.0944677236e-04	9.0019476024e-07	9.9954487188e-08
437               	2.1567802318e-05	2.0536175593e-04	6.0135171637e-04	8.9095524421e-07	9.9037070373e-08
438               	2.1314582572e-05	2.0288731433e-04	5.9338575326e-04	8.8191654344e-07	9.8228390200e-08
439               	2.1058481230e-05	2.0037061110e-04	5.8559281010e-04	8.7419909691e-07	9.7557651442e-08
440               	2.0796494346e-05	1.9778573406e-04	5.7823279285e-04	8.6468207881e-07	9.6785682721e-08
441               	2.0553358718e-05	1.9537050909e-04	5.7115917133e-04	8.5517459599e-07	9.6028617228e-08
442               	2.0316399492e-05	1.9291485635e-04	5.6364885043e-04	8.4531479250e-07	9.5220767343e-08
443               	2.0101304831e-05	1.9054182691e-04	5.5634241544e-04	8.3366068432e-07	9.4156011236e-08
444               	1.9882491190e-05	1.8796220673e-04	5.4887369235e-04	8.2253294698e-07	9.2938035465e-08
445               	1.9662034150e-05	1.8536499698e-04	5.4169711498e-04	8.1079981394e-07	9.1602029722e-08
446               	1.9434738981e-05	1.8303193808e-04	5.3474561075e-04	8.0030226665e-07	9.0405868781e-08
447               	1.9212893182e-05	1.8090304923e-04	5.2836107118e-04	7.8938368339e-07	8.9046645605e-08
448               	1.8992954404e-05	1.7894070335e-04	5.2235697340e-04	7.7693399489e-07	8.7597420356e-08
449               	1.8779283924e-05	1.7678564317e-04	5.1622161828e-04	7.6414666968e-07	8.6000647770e-08
450               	1.8575847615e-05	1.7442729356e-04	5.0987351236e-04	7.5015442273e-07	8.4175729248e-08
451               	1.8367206949e-05	1.7218155907e-04	5.0343190638e-04	7.3533305675e-07	8.2102565610e-08
452               	1.8152430982e-05	1.7006287010e-04	4.9710758801e-04	7.1997660870e-07	8.0079040402e-08
453               	1.7907088097e-05	1.6811461995e-04	4.9118964073e-04	7.0255088237e-07	7.8050551551e-08
454               	1.7659952536e-05	1.6615206049e-04	4.8536880459e-04	6.8648070974e-07	7.5954890153e-08
455               	1.7427715636e-05	1.6410851576e-04	4.7933028707e-04	6.7358226488e-07	7.4098246905e-08
456               	1.7197543802e-05	1.6187335660e-04	4.7342934567e-04	6.6231041884e-07	7.2466875856e-08
457               	1.6967432358e-05	1.5974460068e-04	4.6780500676e-04	6.5293650474e-07	7.1218903326e-08
458               	1.6744693445e-05	1.5774262261e-04	4.6200079496e-04	6.4334283030e-07	7.0134526469e-08
459               	1.6526363445e-05	1.5576919022e-04	4.5596230082e-04	6.3425361061e-07	6.9109712472e-08
460               	1.6313397090e-05	1.5374248577e-04	4.4956470605e-04	6.2469000180e-07	6.8006282656e-08
461               	1.6086136811e-05	1.5167792659e-04	4.4358475937e-04	6.1709975987e-07	6.7161884740e-08
462               	1.5856591152e-05	1.4964965079e-04	4.3774501750e-04	6.0730135330e-07	6.6120171470e-08
463               	1.5654452075e-05	1.4770192815e-04	4.3241917435e-04	6.0037228424e-07	6.5495641682e-08
464               	1.5476728026e-05	1.4591523688e-04	4.2733935604e-04	5.9705816136e-07	6.5304497396e-08
465               	1.5310500514e-05	1.4423153278e-04	4.2252617214e-04	5.9416467958e-07	6.5051057483e-08
466               	1.5144196093e-05	1.4247525490e-04	4.1755269675e-04	5.9184816348e-07	6.4832281716e-08
467               	1.4973961099e-05	1.4062514091e-04	4.1223520312e-04	5.9020837912e-07	6.4613158796e-08
468               	1.4808337022e-05	1.3888661382e-04	4.0674524376e-04	5.8693064116e-07	6.4303674460e-08
469               	1.4651629225e-05	1.3736279597e-04	4.0155393953e-04	5.8375812016e-07	6.3965070901e-08
470               	1.4483042804e-05	1.3593015253e-04	3.9675314524e-04	5.7974778058e-07	6.3591923174e-08
471               	1.4306800504e-05	1.3446143521e-04	3.9187394079e-04	5.7525084701e-07	6.3246102999e-08
472               	1.4142902321e-05	1.3285237006e-04	3.8695618230e-04	5.7020665536e-07	6.2899059115e-08
473               	1.3972187391e-05	1.3117001060e-04	3.8182650329e-04	5.6486099787e-07	6.2430988245e-08
474               	1.3796207558e-05	1.2954624316e-04	3.7661625514e-04	5.5799338101e-07	6.1877030839e-08
475               	1.3606398036e-05	1.2807164595e-04	3.7168540495e-04	5.5039729108e-07	6.1306963162e-08
476               	1.3411353552e-05	1.2650242230e-04	3.6689004066e-04	5.4278413998e-07	6.0673720639e-08
477               	1.3233282054e-05	1.2486185107e-04	3.6185997260e-04	5.3498722893e-07	5.9911011882e-08
478               	1.3073546678e-05	1.2315820424e-04	3.5717013289e-04	5.2786413467e-07	5.9174313059e-08
479               	1.2913044510e-05	1.2157829895e-04	3.5260644511e-04	5.2062302337e-07	5.8357483843e-08
480               	1.2758179739e-05	1.2010194400e-04	3.4827254633e-04	5.1154007164e-07	5.7338117840e-08
481               	1.2611105574e-05	1.1849731076e-04	3.4381899525e-04	5.0236064790e-07	5.6317795514e-08
482               	1.2459996303e-05	1.1692229431e-04	3.3939817937e-04	4.9301864076e-07	5.5297369672e-08
483               	1.2299325980e-05	1.1538551766e-04	3.3487846710e-04	4.8336374461e-07	5.4177520995e-08
484               	1.2142144371e-05	1.1381912442e-04	3.3018369854e-04	4.7447169263e-07	5.3029385133e-08
485               	1.1975301953e-05	1.1242262650e-04	3.2585606282e-04	4.6601821481e-07	5.1905466930e-08
486               	1.1830159922e-05	1.1108770797e-04	3.2194592368e-04	4.5622050144e-07	5.0638403358e-08
487               	1.1680537542e-05	1.0978283815e-04	3.1813016805e-04	4.4674546854e-07	4.9409027235e-08
488               	1.1521766676e-05	1.0844289212e-04	3.1437814218e-04	4.3695164627e-07	4.8221288473e-08
489               	1.1367799858e-05	1.0701570136e-04	3.1076575434e-04	4.2750644524e-07	4.7074395456e-08
490               	1.1216090056e-05	1.0562585438e-04	3.0709386135e-04	4.1825205544e-07	4.5952527889e-08
491               	1.1064545351e-05	1.0436382772e-04	3.0325664804e-04	4.0908592795e-07	4.4871191947e-08
492               	1.0917392137e-05	1.0313010010e-04	2.9947649737e-04	4.0070220082e-07	4.3835180948e-08
493               	1.0771952777e-05	1.0186379437e-04	2.9563843550e-04	3.9351066959e-07	4.2910409990e-08
494               	1.0628547439e-05	1.0063390101e-04	2.9171633111e-04	3.8737185597e-07	4.2133457006e-08
495               	1.0494005131e-05	9.9311196481e-05	2.8787601190e-04	3.8191877701e-07	4.1400555940e-08
496               	1.0361452701e-05	9.8053311801e-05	2.8397068761e-04	3.7714902634e-07	4.0844504440e-08
497               	1.0220190415e-05	9.6851371394e-05	2.8039996234e-04	3.7213983423e-07	4.0286448801e-08
498               	1.0079194923e-05	9.5624628306e-05	2.7692220090e-04	3.6828047926e-07	3.9811948348e-08
499               	9.9479072773e-06	9.4367795744e-05	2.7329587001e-04	3.6534893080e-07	3.9404743064e-08
500               	9.8257004986e-06	9.3132538578e-05	2.6956074783e-04	3.6269103916e-07	3.9076003247e-08
501               	9.7119847490e-06	9.1960025795e-05	2.6604820853e-04	3.6031397369e-07	3.8831692080e-08
502               	9.5979280016e-06	9.0934654886e-05	2.6300843242e-04	3.5820865713e-07	3.8670808133e-08
503               	9.4868279992e-06	8.9962266932e-05	2.6004114692e-04	3.5647875654e-07	3.8546949409e-08
504               	9.3812458109e-06	8.8892628147e-05	2.5686740202e-04	3.5473123905e-07	3.8405089792e-08
505               	9.2718683844e-06	8.7748931214e-05	2.5355099037e-04	3.5356764433e-07	3.8351239155e-08
506               	9.1662832114e-06	8.6630544111e-05	2.5019987351e-04	3.5184744435e-07	3.8278690941e-08
507               	9.0599488966e-06	8.5626014629e-05	2.4685894660e-04	3.4937742457e-07	3.8132034553e-08
508               	8.9663376216e-06	8.4650780177e-05	2.4369902528e-04	3.4610925092e-07	3.7901924803e-08
509               	8.8683321736e-06	8.3633335858e-05	2.4049308005e-04	3.4247722353e-07	3.7610085244e-08
510               	8.7666617668e-06	8.2665221344e-05	2.3756938642e-04	3.3860203359e-07	3.7312569745e-08
511               	8.6659406709e-06	8.1669612390e-05	2.3464122648e-04	3.3432067197e-07	3.7058093931e-08
512               	8.5577137772e-06	8.0648644535e-05	2.3158510725e-04	3.2976922232e-07	3.6723470707e-08
513               	8.4447437838e-06	7.9660620991e-05	2.2856772652e-04	3.2514818059e-07	3.6291276154e-08
514               	8.3331466135e-06	7.8658210664e-05	2.2568818558e-04	3.2080043805e-07	3.5868512835e-08
515               	8.2251978458e-06	7.7622717568e-05	2.2283331511e-04	3.1625986127e-07	3.5396249624e-08
516               	8.1124037247e-06	7.6590322447e-05	2.1989540909e-04	3.1152694042e-07	3.4848871945e-08
517               	8.0039992745e-06	7.5574611473e-05	2.1697308301e-04	3.0636519482e-07	3.4221645340e-08
518               	7.8980592308e-06	7.4602473996e-05	2.1416998198e-04	3.0135914698e-07	3.3605410098e-08
519               	7.7903402715e-06	7.3662184290e-05	2.1131285113e-04	2.9624391187e-07	3.2989912855e-08
520               	7.6880317109e-06	7.2712695172e-05	2.0850494497e-04	2.9101622537e-07	3.2332338904e-08
521               	7.5849004079e-06	7.1699723776e-05	2.0565464807e-04	2.8580605967e-07	3.1653097854e-08
522               	7.4904267172e-06	7.0684010261e-05	2.0297266114e-04	2.8095001002e-07	3.1033016466e-08
523               	7.4028018453e-06	6.9740122755e-05	2.0033965979e-04	2.7624935334e-07	3.0438688704e-08
