cellI,x,y,z,S,omega,k,nut
20416,0.029125,0.01044847087,0.000125,6.25e-08,373676.1217,50.8207155,2.641204623e-05
20417,0.029375,0.01044847087,0.000125,6.25e-08,365377.8327,49.16712283,2.587313961e-05
20418,0.029625,0.01044847087,0.000125,6.25e-08,357744.9349,47.6556965,2.537635444e-05
20419,0.029875,0.01044847087,0.000125,6.25e-08,350723.6137,46.27389236,2.491842728e-05
20420,0.030125,0.01044847087,0.000125,6.25e-08,344261.5707,45.00970671,2.449615778e-05
20421,0.030375,0.01044847087,0.000125,6.25e-08,338309.1178,43.85188246,2.41064768e-05
20422,0.030625,0.01044847087,0.000125,6.25e-08,332819.9729,42.790056,2.374650833e-05
20423,0.030875,0.01044847087,0.000125,6.25e-08,327751.767,41.81483493,2.341360795e-05
20424,0.031125,0.01044847087,0.000125,6.25e-08,323066.0155,40.91776447,2.310536208e-05
20425,0.031375,0.01044847087,0.000125,6.25e-08,318728.0229,40.09128484,2.28195864e-05
20426,0.031625,0.01044847087,0.000125,6.25e-08,314706.5783,39.32864856,2.255430868e-05
20427,0.031875,0.01044847087,0.000125,6.25e-08,310973.7328,38.62385699,2.230775782e-05
20428,0.032125,0.01044847087,0.000125,6.25e-08,307504.4447,37.97157465,2.207834424e-05
20429,0.032375,0.01044847087,0.000125,6.25e-08,304276.525,37.36709679,2.18646538e-05
20430,0.032625,0.01044847087,0.000125,6.25e-08,301269.8777,36.80619347,2.166540118e-05
20431,0.032875,0.01044847087,0.000125,6.25e-08,298466.5132,36.28510336,2.147943621e-05
20432,0.033125,0.01044847087,0.000125,6.25e-08,295850.0418,35.80042491,2.130570787e-05
20433,0.033375,0.01044847087,0.000125,6.25e-08,293405.5301,35.34907944,2.114325446e-05
20434,0.033625,0.01044847087,0.000125,6.25e-08,291119.4695,34.92829872,2.099120374e-05
20435,0.033875,0.01044847087,0.000125,6.25e-08,288979.675,34.53560266,2.08487708e-05
20436,0.034125,0.01044847087,0.000125,6.25e-08,286975.078,34.16874902,2.071523844e-05
20437,0.034375,0.01044847087,0.000125,6.25e-08,285095.7006,33.82572688,2.058995991e-05
20438,0.034625,0.01044847087,0.000125,6.25e-08,283332.405,33.50470649,2.047234264e-05
20439,0.034875,0.01044847087,0.000125,6.25e-08,281676.8698,33.20402777,2.036184367e-05
20440,0.035125,0.01044847087,0.000125,6.25e-08,280121.4395,32.92217457,2.025796505e-05
20441,0.035375,0.01044847087,0.000125,6.25e-08,278659.1118,32.65776623,2.016024981e-05
20442,0.035625,0.01044847087,0.000125,6.25e-08,277283.4544,32.40954014,2.006827676e-05
20443,0.035875,0.01044847087,0.000125,6.25e-08,275988.551,32.17634288,1.998166033e-05
20444,0.036125,0.01044847087,0.000125,6.25e-08,274768.9348,31.95711177,1.990004138e-05
20445,0.036375,0.01044847087,0.000125,6.25e-08,273619.6252,31.75088256,1.98230927e-05
20446,0.036625,0.01044847087,0.000125,6.25e-08,272535.9924,31.55676474,1.975051132e-05
20447,0.036875,0.01044847087,0.000125,6.25e-08,271513.7836,31.37394168,1.968201669e-05
20448,0.037125,0.01044847087,0.000125,6.25e-08,270549.0279,31.20165514,1.961734727e-05
20449,0.037375,0.01044847087,0.000125,6.25e-08,269638.0503,31.03920574,1.955626033e-05
20450,0.037625,0.01044847087,0.000125,6.25e-08,268777.4348,30.88594673,1.949853083e-05
20451,0.037875,0.01044847087,0.000125,6.25e-08,267964.0157,30.74127975,1.944394876e-05
20452,0.038125,0.01044847087,0.000125,6.25e-08,267194.8559,30.60465307,1.939232071e-05
20453,0.038375,0.01044847087,0.000125,6.25e-08,266467.2081,30.47555332,1.93434664e-05
20454,0.038625,0.01044847087,0.000125,6.25e-08,265778.5302,30.35350398,1.929721579e-05
20455,0.038875,0.01044847087,0.000125,6.25e-08,265126.4654,30.23806524,1.925341184e-05
20456,0.039125,0.01044847087,0.000125,6.25e-08,264508.8013,30.128827,1.921190849e-05
20457,0.039375,0.01044847087,0.000125,6.25e-08,263923.4805,30.02540832,1.917256911e-05
20458,0.039625,0.01044847087,0.000125,6.25e-08,263368.5884,29.92745484,1.913526567e-05
20459,0.039875,0.01044847087,0.000125,6.25e-08,262842.334,29.83463748,1.909987986e-05
20460,0.040125,0.01044847087,0.000125,6.25e-08,262343.0334,29.74664801,1.906630075e-05
20461,0.040375,0.01044847087,0.000125,6.25e-08,261869.1242,29.66319941,1.903442354e-05
20462,0.040625,0.01044847087,0.000125,6.25e-08,261419.1439,29.58402349,1.900414997e-05
20463,0.040875,0.01044847087,0.000125,6.25e-08,260991.7229,29.50887044,1.897538875e-05
20464,0.041125,0.01044847087,0.000125,6.25e-08,260585.5721,29.43750598,1.894805425e-05
20465,0.041375,0.01044847087,0.000125,6.25e-08,260199.4871,29.36971132,1.892206609e-05
20466,0.041625,0.01044847087,0.000125,6.25e-08,259832.3375,29.30528083,1.889734801e-05
20467,0.041875,0.01044847087,0.000125,6.25e-08,259483.0645,29.24402363,1.887383004e-05
20468,0.042125,0.01044847087,0.000125,6.25e-08,259150.6633,29.18575901,1.885144579e-05
20469,0.042375,0.01044847087,0.000125,6.25e-08,258834.2029,29.13031907,1.883013301e-05
20470,0.042625,0.01044847087,0.000125,6.25e-08,258532.8037,29.07754478,1.880983207e-05
20471,0.042875,0.01044847087,0.000125,6.25e-08,258245.6505,29.02728884,1.879048765e-05
20472,0.043125,0.01044847087,0.000125,6.25e-08,257971.962,28.9794118,1.87720482e-05
20473,0.043375,0.01044847087,0.000125,6.25e-08,257711.009,28.933783,1.87544649e-05
20474,0.043625,0.01044847087,0.000125,6.25e-08,257462.1069,28.89027953,1.873769148e-05
20475,0.043875,0.01044847087,0.000125,6.25e-08,257224.6112,28.84878623,1.872168476e-05
20476,0.044125,0.01044847087,0.000125,6.25e-08,256997.9093,28.80919448,1.870640442e-05
20477,0.044375,0.01044847087,0.000125,6.25e-08,256781.4225,28.77140115,1.869181167e-05
20478,0.044625,0.01044847087,0.000125,6.25e-08,256574.6072,28.73530981,1.867787042e-05
20479,0.044875,0.01044847087,0.000125,6.25e-08,256376.9529,28.70082893,1.866454564e-05
20480,0.045125,0.01044847087,0.000125,6.25e-08,256187.9876,28.66787393,1.865180489e-05
20481,0.045375,0.01044847087,0.000125,6.25e-08,256007.2524,28.63636408,1.863961812e-05
20482,0.045625,0.01044847087,0.000125,6.25e-08,255834.3197,28.60622356,1.862795663e-05
20483,0.045875,0.01044847087,0.000125,6.25e-08,255668.789,28.57738069,1.861679275e-05
20484,0.046125,0.01044847087,0.000125,6.25e-08,255510.2768,28.54976867,1.860610186e-05
20485,0.046375,0.01044847087,0.000125,6.25e-08,255358.4159,28.5233226,1.859585929e-05
20486,0.046625,0.01044847087,0.000125,6.25e-08,255212.8717,28.4979833,1.858604254e-05
20487,0.046875,0.01044847087,0.000125,6.25e-08,255073.3154,28.47369277,1.857662952e-05
20488,0.047125,0.01044847087,0.000125,6.25e-08,254939.4532,28.45039807,1.856759932e-05
20489,0.047375,0.01044847087,0.000125,6.25e-08,254810.993,28.42804807,1.855893268e-05
20490,0.047625,0.01044847087,0.000125,6.25e-08,254687.6601,28.40659508,1.85506119e-05
20491,0.047875,0.01044847087,0.000125,6.25e-08,254569.1934,28.38599316,1.854261941e-05
20492,0.048125,0.01044847087,0.000125,6.25e-08,254455.36,28.36619985,1.853493802e-05
20493,0.048375,0.01044847087,0.000125,6.25e-08,254345.9251,28.34717498,1.852755307e-05
20494,0.048625,0.01044847087,0.000125,6.25e-08,254240.6589,28.32887956,1.852045062e-05
20495,0.048875,0.01044847087,0.000125,6.25e-08,254139.3616,28.31127709,1.85136157e-05
20496,0.049125,0.01044847087,0.000125,6.25e-08,254041.8467,28.29433372,1.850703459e-05
20497,0.049375,0.01044847087,0.000125,6.25e-08,253947.9194,28.27801673,1.850069573e-05
20498,0.049625,0.01044847087,0.000125,6.25e-08,253857.4002,28.26229465,1.849458702e-05
20499,0.049875,0.01044847087,0.000125,6.25e-08,253770.1286,28.24713859,1.848869689e-05
20500,0.050125,0.01044847087,0.000125,6.25e-08,253685.947,28.23252062,1.848301434e-05
20501,0.050375,0.01044847087,0.000125,6.25e-08,253604.6994,28.21841482,1.84775304e-05
20502,0.050625,0.01044847087,0.000125,6.25e-08,253526.2382,28.20479534,1.847223512e-05
20503,0.050875,0.01044847087,0.000125,6.25e-08,253450.4417,28.19163949,1.846711879e-05
20504,0.051125,0.01044847087,0.000125,6.25e-08,253377.1766,28.17892463,1.846217318e-05
20505,0.051375,0.01044847087,0.000125,6.25e-08,253306.3215,28.16662954,1.84573901e-05
20506,0.051625,0.01044847087,0.000125,6.25e-08,253237.7609,28.15473404,1.845276179e-05
20507,0.051875,0.01044847087,0.000125,6.25e-08,253171.3893,28.14321898,1.844828036e-05
20508,0.052125,0.01044847087,0.000125,6.25e-08,253107.0999,28.13206639,1.844393937e-05
20509,0.052375,0.01044847087,0.000125,6.25e-08,253044.7861,28.12125838,1.843973241e-05
20510,0.052625,0.01044847087,0.000125,6.25e-08,252984.3593,28.11077877,1.843565274e-05
20511,0.052875,0.01044847087,0.000125,6.25e-08,252925.7258,28.10061192,1.843169481e-05
20512,0.053125,0.01044847087,0.000125,6.25e-08,252868.8036,28.09074282,1.842785233e-05
20513,0.053375,0.01044847087,0.000125,6.25e-08,252813.5195,28.08115797,1.84241196e-05
20514,0.053625,0.01044847087,0.000125,6.25e-08,252759.7917,28.07184381,1.842049186e-05
20515,0.053875,0.01044847087,0.000125,6.25e-08,252707.5476,28.06278771,1.841696425e-05
20516,0.054125,0.01044847087,0.000125,6.25e-08,252656.7186,28.05397767,1.84135321e-05
20517,0.054375,0.01044847087,0.000125,6.25e-08,252607.2434,28.04540235,1.841019054e-05
20518,0.054625,0.01044847087,0.000125,6.25e-08,252559.0565,28.037051,1.840693591e-05
20519,0.054875,0.01044847087,0.000125,6.25e-08,252512.0869,28.02891268,1.840376493e-05
20520,0.055125,0.01044847087,0.000125,6.25e-08,252466.2866,28.02097762,1.840067285e-05
20521,0.055375,0.01044847087,0.000125,6.25e-08,252421.6085,28.01323689,1.839765572e-05
20522,0.055625,0.01044847087,0.000125,6.25e-08,252377.9953,28.00568126,1.839471047e-05
20523,0.055875,0.01044847087,0.000125,6.25e-08,252335.3983,27.99830222,1.839183378e-05
20524,0.056125,0.01044847087,0.000125,6.25e-08,252293.7758,27.99109181,1.838902209e-05
20525,0.056375,0.01044847087,0.000125,6.25e-08,252253.0802,27.98404247,1.838627295e-05
20526,0.056625,0.01044847087,0.000125,6.25e-08,252213.2583,27.97714635,1.838358431e-05
20527,0.056875,0.01044847087,0.000125,6.25e-08,252174.2822,27.97039681,1.838095235e-05
20528,0.057125,0.01044847087,0.000125,6.25e-08,252136.1165,27.96378771,1.837837471e-05
20529,0.057375,0.01044847087,0.000125,6.25e-08,252098.718,27.95731225,1.837584924e-05
20530,0.057625,0.01044847087,0.000125,6.25e-08,252062.0587,27.95096484,1.837337326e-05
20531,0.057875,0.01044847087,0.000125,6.25e-08,252026.1027,27.9447396,1.837094475e-05
20532,0.058125,0.01044847087,0.000125,6.25e-08,251990.8236,27.93863123,1.836856116e-05
20533,0.058375,0.01044847087,0.000125,6.25e-08,251956.1875,27.93263454,1.836622096e-05
20534,0.058625,0.01044847087,0.000125,6.25e-08,251922.1592,27.92674412,1.836392255e-05
20535,0.058875,0.01044847087,0.000125,6.25e-08,251888.7172,27.92095554,1.83616637e-05
20536,0.059125,0.01044847087,0.000125,6.25e-08,251855.8308,27.91526415,1.83594431e-05
20537,0.059375,0.01044847087,0.000125,6.25e-08,251823.4794,27.90966569,1.835725862e-05
20538,0.059625,0.01044847087,0.000125,6.25e-08,251791.6464,27.90415655,1.835510836e-05
20539,0.059875,0.01044847087,0.000125,6.25e-08,251760.3041,27.89873263,1.835299122e-05
20540,0.060125,0.01044847087,0.000125,6.25e-08,251729.4315,27.89339028,1.835090579e-05
20541,0.060375,0.01044847087,0.000125,6.25e-08,251699.0087,27.88812606,1.834885072e-05
20542,0.060625,0.01044847087,0.000125,6.25e-08,251669.0216,27.88293679,1.83468243e-05
20543,0.060875,0.01044847087,0.000125,6.25e-08,251639.4477,27.87781929,1.834482577e-05
20544,0.061125,0.01044847087,0.000125,6.25e-08,251610.2583,27.87276997,1.83428547e-05
20545,0.061375,0.01044847087,0.000125,6.25e-08,251581.4464,27.86778621,1.83409091e-05
20546,0.061625,0.01044847087,0.000125,6.25e-08,251553.0023,27.86286563,1.833898757e-05
20547,0.061875,0.01044847087,0.000125,6.25e-08,251524.9051,27.85800529,1.833708945e-05
20548,0.062125,0.01044847087,0.000125,6.25e-08,251497.1402,27.85320267,1.833521375e-05
20549,0.062375,0.01044847087,0.000125,6.25e-08,251469.6936,27.84845535,1.833335954e-05
20550,0.062625,0.01044847087,0.000125,6.25e-08,251442.5573,27.84376121,1.83315255e-05
20551,0.062875,0.01044847087,0.000125,6.25e-08,251415.7093,27.83911786,1.832971169e-05
20552,0.063125,0.01044847087,0.000125,6.25e-08,251389.1359,27.83452292,1.832791717e-05
20553,0.063375,0.01044847087,0.000125,6.25e-08,251362.8379,27.82997511,1.832614047e-05
20554,0.063625,0.01044847087,0.000125,6.25e-08,251336.8014,27.82547239,1.832438105e-05
20555,0.063875,0.01044847087,0.000125,6.25e-08,251311.0116,27.82101287,1.832263866e-05
20556,0.064125,0.01044847087,0.000125,6.25e-08,251285.4579,27.81659472,1.832091258e-05
20557,0.064375,0.01044847087,0.000125,6.25e-08,251260.142,27.81221684,1.831920141e-05
20558,0.064625,0.01044847087,0.000125,6.25e-08,251235.0475,27.80787744,1.831750518e-05
20559,0.064875,0.01044847087,0.000125,6.25e-08,251210.1547,27.80357448,1.831582407e-05
20560,0.065125,0.01044847087,0.000125,6.25e-08,251185.4705,27.79930708,1.831415628e-05
20561,0.065375,0.01044847087,0.000125,6.25e-08,251160.9834,27.79507394,1.831250179e-05
20562,0.065625,0.01044847087,0.000125,6.25e-08,251136.6788,27.79087322,1.831086037e-05
20563,0.065875,0.01044847087,0.000125,6.25e-08,251112.5612,27.78670431,1.830923081e-05
20564,0.066125,0.01044847087,0.000125,6.25e-08,251088.6182,27.78256576,1.830761303e-05
20565,0.066375,0.01044847087,0.000125,6.25e-08,251064.8487,27.77845666,1.83060062e-05
20566,0.066625,0.01044847087,0.000125,6.25e-08,251041.2366,27.77437566,1.830441075e-05
20567,0.066875,0.01044847087,0.000125,6.25e-08,251017.7804,27.77032175,1.830282582e-05
20568,0.067125,0.01044847087,0.000125,6.25e-08,250994.4763,27.76629429,1.830125115e-05
20569,0.067375,0.01044847087,0.000125,6.25e-08,250971.3124,27.76229191,1.82996867e-05
20570,0.067625,0.01044847087,0.000125,6.25e-08,250948.2953,27.75831438,1.82981314e-05
20571,0.067875,0.01044847087,0.000125,6.25e-08,250925.4146,27.75436058,1.82965853e-05
20572,0.068125,0.01044847087,0.000125,6.25e-08,250902.6657,27.75042971,1.829504809e-05
20573,0.068375,0.01044847087,0.000125,6.25e-08,250880.0441,27.74652099,1.829351947e-05
20574,0.068625,0.01044847087,0.000125,6.25e-08,250857.5455,27.74263369,1.829199915e-05
20575,0.068875,0.01044847087,0.000125,6.25e-08,250835.1711,27.73876729,1.829048645e-05
20576,0.069125,0.01044847087,0.000125,6.25e-08,250812.9067,27.73492074,1.828898192e-05
20577,0.069375,0.01044847087,0.000125,6.25e-08,250790.7475,27.73109321,1.828748523e-05
20578,0.069625,0.01044847087,0.000125,6.25e-08,250768.7013,27.72728466,1.828599542e-05
20579,0.069875,0.01044847087,0.000125,6.25e-08,250746.7593,27.72349424,1.828451263e-05
20580,0.070125,0.01044847087,0.000125,6.25e-08,250724.9185,27.71972147,1.828303667e-05
20581,0.070375,0.01044847087,0.000125,6.25e-08,250703.1802,27.71596654,1.828156762e-05
20582,0.070625,0.01044847087,0.000125,6.25e-08,250681.5521,27.7122301,1.828010525e-05
20583,0.070875,0.01044847087,0.000125,6.25e-08,250660.0238,27.70851103,1.827864962e-05
20584,0.071125,0.01044847087,0.000125,6.25e-08,250638.5795,27.70480799,1.827720115e-05
20585,0.071375,0.01044847087,0.000125,6.25e-08,250617.2263,27.70112084,1.827575884e-05
20586,0.071625,0.01044847087,0.000125,6.25e-08,250595.966,27.69744918,1.827432204e-05
20587,0.071875,0.01044847087,0.000125,6.25e-08,250574.7896,27.69379212,1.827289089e-05
20588,0.072125,0.01044847087,0.000125,6.25e-08,250553.6932,27.69014904,1.827146514e-05
20589,0.072375,0.01044847087,0.000125,6.25e-08,250532.6734,27.68651931,1.827004456e-05
20590,0.072625,0.01044847087,0.000125,6.25e-08,250511.7323,27.6829026,1.826862851e-05
20591,0.072875,0.01044847087,0.000125,6.25e-08,250490.8604,27.67929798,1.826721714e-05
20592,0.073125,0.01044847087,0.000125,6.25e-08,250470.0487,27.67570458,1.826581058e-05
20593,0.073375,0.01044847087,0.000125,6.25e-08,250449.3002,27.67212222,1.826440827e-05
20594,0.073625,0.01044847087,0.000125,6.25e-08,250428.6074,27.66855031,1.826301047e-05
20595,0.073875,0.01044847087,0.000125,6.25e-08,250407.9747,27.6649889,1.826161672e-05
20596,0.074125,0.01044847087,0.000125,6.25e-08,250387.4062,27.661438,1.826022654e-05
20597,0.074375,0.01044847087,0.000125,6.25e-08,250366.8945,27.65789706,1.825884019e-05
20598,0.074625,0.01044847087,0.000125,6.25e-08,250346.438,27.65436574,1.825745756e-05
20599,0.074875,0.01044847087,0.000125,6.25e-08,250326.0349,27.65084378,1.825607852e-05
20600,0.075125,0.01044847087,0.000125,6.25e-08,250305.6839,27.64733094,1.8254703e-05
20601,0.075375,0.01044847087,0.000125,6.25e-08,250285.3838,27.64382702,1.825333091e-05
20602,0.075625,0.01044847087,0.000125,6.25e-08,250265.1329,27.64033171,1.825196213e-05
20603,0.075875,0.01044847087,0.000125,6.25e-08,250244.9291,27.63684467,1.825059653e-05
20604,0.076125,0.01044847087,0.000125,6.25e-08,250224.7716,27.63336571,1.824923404e-05
20605,0.076375,0.01044847087,0.000125,6.25e-08,250204.66,27.62989482,1.824787465e-05
20606,0.076625,0.01044847087,0.000125,6.25e-08,250184.5997,27.62643222,1.824651796e-05
20607,0.076875,0.01044847087,0.000125,6.25e-08,250164.5844,27.62297749,1.824516429e-05
20608,0.077125,0.01044847087,0.000125,6.25e-08,250144.6075,27.6195302,1.824381397e-05
20609,0.077375,0.01044847087,0.000125,6.25e-08,250124.6681,27.61609021,1.824246692e-05
20610,0.077625,0.01044847087,0.000125,6.25e-08,250104.7713,27.61265767,1.824112273e-05
20611,0.077875,0.01044847087,0.000125,6.25e-08,250084.9218,27.60923273,1.823978099e-05
20612,0.078125,0.01044847087,0.000125,6.25e-08,250065.1137,27.60581505,1.823844202e-05
20613,0.078375,0.01044847087,0.000125,6.25e-08,250045.3463,27.60240453,1.82371058e-05
20614,0.078625,0.01044847087,0.000125,6.25e-08,250025.625,27.59900136,1.823577192e-05
20615,0.078875,0.01044847087,0.000125,6.25e-08,250005.9436,27.59560521,1.823444074e-05
20616,0.079125,0.01044847087,0.000125,6.25e-08,249986.2964,27.59221576,1.82331126e-05
20617,0.079375,0.01044847087,0.000125,6.25e-08,249966.6885,27.58883322,1.823178712e-05
20618,0.079625,0.01044847087,0.000125,6.25e-08,249947.1142,27.58545728,1.823046465e-05
20619,0.079875,0.01044847087,0.000125,6.25e-08,249927.5789,27.58208818,1.822914481e-05
20620,0.080125,0.01044847087,0.000125,6.25e-08,249908.088,27.57872616,1.82278272e-05
20621,0.080375,0.01044847087,0.000125,6.25e-08,249888.6356,27.57537091,1.822651219e-05
20622,0.080625,0.01044847087,0.000125,6.25e-08,249869.2218,27.57202242,1.822519978e-05
20623,0.080875,0.01044847087,0.000125,6.25e-08,249849.8519,27.56868093,1.822388957e-05
20624,0.081125,0.01044847087,0.000125,6.25e-08,249830.5202,27.56534614,1.822258193e-05
20625,0.081375,0.01044847087,0.000125,6.25e-08,249811.2211,27.56201776,1.822127723e-05
20626,0.081625,0.01044847087,0.000125,6.25e-08,249791.9598,27.55869605,1.821997509e-05
20627,0.081875,0.01044847087,0.000125,6.25e-08,249772.7309,27.5553807,1.821867587e-05
20628,0.082125,0.01044847087,0.000125,6.25e-08,249753.5397,27.55207198,1.821737919e-05
20629,0.082375,0.01044847087,0.000125,6.25e-08,249734.3918,27.54877014,1.821608468e-05
20630,0.082625,0.01044847087,0.000125,6.25e-08,249715.2815,27.5454749,1.82147927e-05
20631,0.082875,0.01044847087,0.000125,6.25e-08,249696.2144,27.54218653,1.821350287e-05
20632,0.083125,0.01044847087,0.000125,6.25e-08,249677.1792,27.53890446,1.821221595e-05
20633,0.083375,0.01044847087,0.000125,6.25e-08,249658.1817,27.53562898,1.821093155e-05
20634,0.083625,0.01044847087,0.000125,6.25e-08,249639.2215,27.53236008,1.820964968e-05
20635,0.083875,0.01044847087,0.000125,6.25e-08,249620.2934,27.52909748,1.820837071e-05
20636,0.084125,0.01044847087,0.000125,6.25e-08,249601.4084,27.52584174,1.82070939e-05
20637,0.084375,0.01044847087,0.000125,6.25e-08,249582.561,27.52259259,1.820581962e-05
20638,0.084625,0.01044847087,0.000125,6.25e-08,249563.7512,27.51935004,1.820454787e-05
20639,0.084875,0.01044847087,0.000125,6.25e-08,249544.9847,27.51611437,1.82032783e-05
20640,0.085125,0.01044847087,0.000125,6.25e-08,249526.256,27.51288532,1.820201126e-05
20641,0.085375,0.01044847087,0.000125,6.25e-08,249507.5595,27.50966262,1.820074715e-05
20642,0.085625,0.01044847087,0.000125,6.25e-08,249488.8953,27.50644628,1.819948596e-05
20643,0.085875,0.01044847087,0.000125,6.25e-08,249470.2691,27.50323658,1.819822733e-05
20644,0.086125,0.01044847087,0.000125,6.25e-08,249451.6863,27.50003379,1.819697087e-05
20645,0.086375,0.01044847087,0.000125,6.25e-08,249433.1415,27.49683766,1.819571697e-05
20646,0.086625,0.01044847087,0.000125,6.25e-08,249414.6347,27.49364818,1.819446564e-05
20647,0.086875,0.01044847087,0.000125,6.25e-08,249396.166,27.49046537,1.819321686e-05
20648,0.087125,0.01044847087,0.000125,6.25e-08,249377.741,27.4872895,1.819197028e-05
20649,0.087375,0.01044847087,0.000125,6.25e-08,249359.3541,27.4841203,1.819072627e-05
20650,0.087625,0.01044847087,0.000125,6.25e-08,249340.9942,27.48095724,1.818948558e-05
20651,0.087875,0.01044847087,0.000125,6.25e-08,249322.6725,27.47780087,1.818824746e-05
20652,0.088125,0.01044847087,0.000125,6.25e-08,249304.3947,27.47465146,1.818701154e-05
20653,0.088375,0.01044847087,0.000125,6.25e-08,249286.1552,27.47150877,1.818577821e-05
20654,0.088625,0.01044847087,0.000125,6.25e-08,249267.9541,27.46837279,1.818454747e-05
20655,0.088875,0.01044847087,0.000125,6.25e-08,249249.7916,27.46524355,1.818331931e-05
20656,0.089125,0.01044847087,0.000125,6.25e-08,249231.6732,27.46212132,1.818209339e-05
20657,0.089375,0.01044847087,0.000125,6.25e-08,249213.5878,27.45900558,1.818087044e-05
20658,0.089625,0.01044847087,0.000125,6.25e-08,249195.5412,27.45589662,1.817965011e-05
20659,0.089875,0.01044847087,0.000125,6.25e-08,249177.5389,27.45279471,1.817843201e-05
20660,0.090125,0.01044847087,0.000125,6.25e-08,249159.5644,27.44969905,1.817721729e-05
20661,0.090375,0.01044847087,0.000125,6.25e-08,249141.6289,27.44661021,1.817600519e-05
20662,0.090625,0.01044847087,0.000125,6.25e-08,249123.7379,27.44352845,1.817479534e-05
20663,0.090875,0.01044847087,0.000125,6.25e-08,249105.8861,27.44045353,1.817358813e-05
20664,0.091125,0.01044847087,0.000125,6.25e-08,249088.0789,27.43738571,1.817238318e-05
20665,0.091375,0.01044847087,0.000125,6.25e-08,249070.311,27.43432475,1.817118088e-05
20666,0.091625,0.01044847087,0.000125,6.25e-08,249052.5767,27.43127037,1.816998159e-05
20667,0.091875,0.01044847087,0.000125,6.25e-08,249034.8762,27.42822258,1.816878533e-05
20668,0.092125,0.01044847087,0.000125,6.25e-08,249017.2149,27.42518166,1.816759171e-05
20669,0.092375,0.01044847087,0.000125,6.25e-08,248999.5986,27.42214788,1.816640037e-05
20670,0.092625,0.01044847087,0.000125,6.25e-08,248982.0217,27.41912098,1.816521169e-05
20671,0.092875,0.01044847087,0.000125,6.25e-08,248964.4842,27.41610097,1.816402567e-05
20672,0.093125,0.01044847087,0.000125,6.25e-08,248946.9863,27.41308785,1.816284231e-05
20673,0.093375,0.01044847087,0.000125,6.25e-08,248929.5334,27.4100819,1.816166124e-05
20674,0.093625,0.01044847087,0.000125,6.25e-08,248912.1201,27.40708286,1.816048284e-05
20675,0.093875,0.01044847087,0.000125,6.25e-08,248894.7353,27.4040902,1.815930785e-05
20676,0.094125,0.01044847087,0.000125,6.25e-08,248877.3902,27.40110446,1.815813555e-05
20677,0.094375,0.01044847087,0.000125,6.25e-08,248860.0903,27.39812592,1.815696554e-05
20678,0.094625,0.01044847087,0.000125,6.25e-08,248842.8302,27.39515432,1.815579822e-05
20679,0.094875,0.01044847087,0.000125,6.25e-08,248825.61,27.39218966,1.815463358e-05
20680,0.095125,0.01044847087,0.000125,6.25e-08,248808.4295,27.38923195,1.815347163e-05
20681,0.095375,0.01044847087,0.000125,6.25e-08,248791.2946,27.38628147,1.815231199e-05
20682,0.095625,0.01044847087,0.000125,6.25e-08,248774.1939,27.38333768,1.815115542e-05
20683,0.095875,0.01044847087,0.000125,6.25e-08,248757.1277,27.38040059,1.815000192e-05
20684,0.096125,0.01044847087,0.000125,6.25e-08,248740.107,27.37747073,1.814885074e-05
20685,0.096375,0.01044847087,0.000125,6.25e-08,248723.1263,27.37454785,1.814770225e-05
20686,0.096625,0.01044847087,0.000125,6.25e-08,248706.1856,27.37163194,1.814655646e-05
20687,0.096875,0.01044847087,0.000125,6.25e-08,248689.2848,27.368723,1.814541337e-05
20688,0.097125,0.01044847087,0.000125,6.25e-08,248672.4241,27.36582104,1.814427297e-05
20689,0.097375,0.01044847087,0.000125,6.25e-08,248655.609,27.36292632,1.81431349e-05
20690,0.097625,0.01044847087,0.000125,6.25e-08,248638.8283,27.3600383,1.81419999e-05
20691,0.097875,0.01044847087,0.000125,6.25e-08,248622.0877,27.35715726,1.81408676e-05
20692,0.098125,0.01044847087,0.000125,6.25e-08,248605.3869,27.35428317,1.8139738e-05
20693,0.098375,0.01044847087,0.000125,6.25e-08,248588.7206,27.35141578,1.813861146e-05
20694,0.098625,0.01044847087,0.000125,6.25e-08,248572.0998,27.34855562,1.813748725e-05
20695,0.098875,0.01044847087,0.000125,6.25e-08,248555.519,27.34570242,1.813636572e-05
20696,0.099125,0.01044847087,0.000125,6.25e-08,248538.978,27.34285616,1.813524689e-05
20697,0.099375,0.01044847087,0.000125,6.25e-08,248522.4769,27.34001686,1.813413075e-05
20698,0.099625,0.01044847087,0.000125,6.25e-08,248506.0213,27.33718477,1.813301693e-05
20699,0.099875,0.01044847087,0.000125,6.25e-08,248489.5999,27.33435933,1.813190616e-05
20700,0.100125,0.01044847087,0.000125,6.25e-08,248473.2127,27.33154056,1.813079845e-05
20701,0.100375,0.01044847087,0.000125,6.25e-08,248456.8708,27.32872896,1.812969304e-05
20702,0.100625,0.01044847087,0.000125,6.25e-08,248440.5685,27.32592427,1.812859031e-05
20703,0.100875,0.01044847087,0.000125,6.25e-08,248424.3057,27.32312646,1.812749024e-05
20704,0.101125,0.01044847087,0.000125,6.25e-08,248408.088,27.32033579,1.812639247e-05
20705,0.101375,0.01044847087,0.000125,6.25e-08,248391.9041,27.3175517,1.812529772e-05
20706,0.101625,0.01044847087,0.000125,6.25e-08,248375.7594,27.31477444,1.812420562e-05
20707,0.101875,0.01044847087,0.000125,6.25e-08,248359.6537,27.31200398,1.812311615e-05
