cellI,cellCenter,surfNorm,body,sigma,order,intPoints,intCells
20495,(0.048875 0.010375 0.000125),(3.666400517e-15 -1 5.421010862e-17),0.35821041,-7.349958277e-05,20495,(0.048875 0.01044849958 0.000125),20095,(0.048875 0.01019641745 0.000125),19695,(0.048875 0.009944335312 0.000125)
20496,(0.049125 0.010375 0.000125),(-3.950617611e-15 -1 5.421010862e-17),0.35821041,-7.349958277e-05,20496,(0.049125 0.01044849958 0.000125),20096,(0.049125 0.01019641745 0.000125),19696,(0.049125 0.009944335312 0.000125)
20497,(0.049375 0.010375 0.000125),(5.030642569e-15 -1 1.626303259e-16),0.35821041,-7.349958277e-05,20497,(0.049375 0.01044849958 0.000125),20097,(0.049375 0.01019641745 0.000125),19697,(0.049375 0.009944335312 0.000125)
20498,(0.049625 0.010375 0.000125),(-6.167510946e-15 -1 1.626303259e-16),0.35821041,-7.349958277e-05,20498,(0.049625 0.01044849958 0.000125),20098,(0.049625 0.01019641745 0.000125),19698,(0.049625 0.009944335312 0.000125)
20499,(0.049875 0.010375 0.000125),(3.922195901e-15 -1 1.084202172e-16),0.35821041,-7.349958277e-05,20499,(0.049875 0.01044849958 0.000125),20099,(0.049875 0.01019641745 0.000125),19699,(0.049875 0.009944335312 0.000125)
20500,(0.050125 0.010375 0.000125),(3.922195901e-15 -1 1.084202172e-16),0.35821041,-7.349958277e-05,20500,(0.050125 0.01044849958 0.000125),20100,(0.050125 0.01019641745 0.000125),19700,(0.050125 0.009944335312 0.000125)
20501,(0.050375 0.010375 0.000125),(4.177991286e-15 -1 1.084202172e-16),0.35821041,-7.349958277e-05,20501,(0.050375 0.01044849958 0.000125),20101,(0.050375 0.01019641745 0.000125),19701,(0.050375 0.009944335312 0.000125)
20502,(0.050625 0.010375 0.000125),(-8.526512829e-16 -1 5.421010862e-17),0.35821041,-7.349958277e-05,20502,(0.050625 0.01044849958 0.000125),20102,(0.050625 0.01019641745 0.000125),19702,(0.050625 0.009944335312 0.000125)
20503,(0.050875 0.010375 0.000125),(1.250555215e-15 -1 2.401292595e-30),0.35821041,-7.349958277e-05,20503,(0.050875 0.01044849958 0.000125),20103,(0.050875 0.01019641745 0.000125),19703,(0.050875 0.009944335312 0.000125)
20504,(0.051125 0.010375 0.000125),(-1.98951966e-15 -1 1.084202172e-16),0.35821041,-7.349958277e-05,20504,(0.051125 0.01044849958 0.000125),20104,(0.051125 0.01019641745 0.000125),19704,(0.051125 0.009944335312 0.000125)
20505,(0.051375 0.010375 0.000125),(-3.467448551e-15 -1 1.626303259e-16),0.35821041,-7.349958277e-05,20505,(0.051375 0.01044849958 0.000125),20105,(0.051375 0.01019641745 0.000125),19705,(0.051375 0.009944335312 0.000125)
20506,(0.051625 0.010375 0.000125),(5.030642569e-15 -1 5.421010862e-17),0.35821041,-7.349958277e-05,20506,(0.051625 0.01044849958 0.000125),20106,(0.051625 0.01019641745 0.000125),19706,(0.051625 0.009944335312 0.000125)
20507,(0.051875 0.010375 0.000125),(-6.536993169e-15 -1 -2.255649151e-30),0.35821041,-7.349958277e-05,20507,(0.051875 0.01044849958 0.000125),20107,(0.051875 0.01019641745 0.000125),19707,(0.051875 0.009944335312 0.000125)
20508,(0.052125 0.010375 0.000125),(-7.901235222e-15 -1 -1.232595164e-32),0.35821041,-7.349958277e-05,20508,(0.052125 0.01044849958 0.000125),20108,(0.052125 0.01019641745 0.000125),19708,(0.052125 0.009944335312 0.000125)
20509,(0.052375 0.010375 0.000125),(-5.258016245e-15 -1 -2.255649151e-30),0.35821041,-7.349958277e-05,20509,(0.052375 0.01044849958 0.000125),20109,(0.052375 0.01019641745 0.000125),19709,(0.052375 0.009944335312 0.000125)
20510,(0.052625 0.010375 0.000125),(5.911715562e-15 -1 3.032184104e-30),0.35821041,-7.349958277e-05,20510,(0.052625 0.01044849958 0.000125),20110,(0.052625 0.01019641745 0.000125),19710,(0.052625 0.009944335312 0.000125)
20511,(0.052875 0.010375 0.000125),(-1.790567694e-15 -1 -5.421010862e-17),0.35821041,-7.349958277e-05,20511,(0.052875 0.01044849958 0.000125),20111,(0.052875 0.01019641745 0.000125),19711,(0.052875 0.009944335312 0.000125)
20512,(0.053125 0.010375 0.000125),(-6.195932656e-15 -1 -1.084202172e-16),0.35821041,-7.349958277e-05,20512,(0.053125 0.01044849958 0.000125),20112,(0.053125 0.01019641745 0.000125),19712,(0.053125 0.009944335312 0.000125)
