cellI,x,y,z,S,omega,k,nut
39921,0.130375,0.01,0.000125,6.25e-08,233684.9882,28.00409206,2.094803262e-05
39922,0.130625,0.01,0.000125,6.25e-08,233800.1004,28.02523151,2.095755518e-05
39923,0.130875,0.01,0.000125,6.25e-08,234020.2745,28.06567604,2.097576756e-05
39924,0.131125,0.01,0.000125,6.25e-08,234316.0422,28.12002991,2.100023013e-05
39925,0.131375,0.01,0.000125,6.25e-08,234662.4598,28.18372571,2.102887785e-05
39926,0.131625,0.01,0.000125,6.25e-08,235040.278,28.25323676,2.106011735e-05
39927,0.131875,0.01,0.000125,6.25e-08,235434.371,28.32578816,2.1092697e-05
39928,0.132125,0.01,0.000125,6.25e-08,235833.9953,28.39940583,2.112572819e-05
39929,0.132375,0.01,0.000125,6.25e-08,236230.0624,28.47241577,2.115845968e-05
39930,0.132625,0.01,0.000125,6.25e-08,236614.9242,28.54340535,2.119025973e-05
39931,0.132875,0.01,0.000125,6.25e-08,236983.4595,28.61142508,2.122070578e-05
39932,0.133125,0.01,0.000125,6.25e-08,237332.2486,28.67583777,2.124951604e-05
39933,0.133375,0.01,0.000125,6.25e-08,237658.9596,28.73620612,2.127649868e-05
39934,0.133625,0.01,0.000125,6.25e-08,237962.0846,28.79224481,2.130152997e-05
39935,0.133875,0.01,0.000125,6.25e-08,238240.8121,28.84379725,2.132454369e-05
39936,0.134125,0.01,0.000125,6.25e-08,238494.9064,28.8908137,2.134552109e-05
39937,0.134375,0.01,0.000125,6.25e-08,238724.5602,28.93332426,2.136447878e-05
39938,0.134625,0.01,0.000125,6.25e-08,238930.4612,28.97145129,2.13814741e-05
39939,0.134875,0.01,0.000125,6.25e-08,239112.829,29.00523107,2.13965257e-05
39940,0.135125,0.01,0.000125,6.25e-08,239272.512,29.03481705,2.140970406e-05
39941,0.135375,0.01,0.000125,6.25e-08,239410.6034,29.06040859,2.142109977e-05
39942,0.135625,0.01,0.000125,6.25e-08,239528.3405,29.08223246,2.143081525e-05
39943,0.135875,0.01,0.000125,6.25e-08,239627.0075,29.1005246,2.143895671e-05
39944,0.136125,0.01,0.000125,6.25e-08,239707.8761,29.1155192,2.144562929e-05
39945,0.136375,0.01,0.000125,6.25e-08,239772.2209,29.12745134,2.14509383e-05
39946,0.136625,0.01,0.000125,6.25e-08,239821.1821,29.13653155,2.145497793e-05
39947,0.136875,0.01,0.000125,6.25e-08,239855.8188,29.14295559,2.145783563e-05
39948,0.137125,0.01,0.000125,6.25e-08,239877.704,29.14701481,2.145964125e-05
39949,0.137375,0.01,0.000125,6.25e-08,239887.8768,29.14890168,2.146048054e-05
39950,0.137625,0.01,0.000125,6.25e-08,239887.3563,29.14880514,2.146043758e-05
39951,0.137875,0.01,0.000125,6.25e-08,239877.119,29.1469063,2.145959296e-05
39952,0.138125,0.01,0.000125,6.25e-08,239858.0969,29.14337811,2.145802354e-05
39953,0.138375,0.01,0.000125,6.25e-08,239831.1915,29.13838795,2.145580369e-05
39954,0.138625,0.01,0.000125,6.25e-08,239797.2052,29.13208478,2.14529996e-05
39955,0.138875,0.01,0.000125,6.25e-08,239756.8454,29.12459999,2.14496696e-05
39956,0.139125,0.01,0.000125,6.25e-08,239710.8435,29.11606945,2.144587401e-05
39957,0.139375,0.01,0.000125,6.25e-08,239659.892,29.1066218,2.144166994e-05
39958,0.139625,0.01,0.000125,6.25e-08,239604.6313,29.09637598,2.143711022e-05
39959,0.139875,0.01,0.000125,6.25e-08,239545.6536,29.08544198,2.143224368e-05
39960,0.140125,0.01,0.000125,6.25e-08,239483.5018,29.07392064,2.142711509e-05
39961,0.140375,0.01,0.000125,6.25e-08,239418.6508,29.06190014,2.142176363e-05
39962,0.140625,0.01,0.000125,6.25e-08,239351.5619,29.04946615,2.141622734e-05
39963,0.140875,0.01,0.000125,6.25e-08,239282.6661,29.03669865,2.141054178e-05
39964,0.141125,0.01,0.000125,6.25e-08,239212.3539,29.0236701,2.140473916e-05
39965,0.141375,0.01,0.000125,6.25e-08,239140.9816,29.01044663,2.139884887e-05
39966,0.141625,0.01,0.000125,6.25e-08,239068.8746,28.99708855,2.139289776e-05
39967,0.141875,0.01,0.000125,6.25e-08,238996.3317,28.98365127,2.13869105e-05
39968,0.142125,0.01,0.000125,6.25e-08,238923.624,28.97018502,2.138090944e-05
39969,0.142375,0.01,0.000125,6.25e-08,238850.9967,28.95673524,2.137491484e-05
39970,0.142625,0.01,0.000125,6.25e-08,238778.6566,28.94334017,2.136894374e-05
39971,0.142875,0.01,0.000125,6.25e-08,238706.7963,28.93003549,2.136301208e-05
39972,0.143125,0.01,0.000125,6.25e-08,238635.5901,28.91685342,2.135713422e-05
39973,0.143375,0.01,0.000125,6.25e-08,238565.1935,28.90382269,2.135132301e-05
39974,0.143625,0.01,0.000125,6.25e-08,238495.7345,28.89096696,2.134558903e-05
39975,0.143875,0.01,0.000125,6.25e-08,238427.3268,28.87830721,2.133994167e-05
39976,0.144125,0.01,0.000125,6.25e-08,238360.0749,28.86586272,2.133438957e-05
39977,0.144375,0.01,0.000125,6.25e-08,238294.0748,28.85365115,2.132894064e-05
39978,0.144625,0.01,0.000125,6.25e-08,238229.4069,28.84168733,2.132360156e-05
39979,0.144875,0.01,0.000125,6.25e-08,238166.1402,28.82998394,2.131837802e-05
39980,0.145125,0.01,0.000125,6.25e-08,238104.332,28.81855149,2.131327475e-05
39981,0.145375,0.01,0.000125,6.25e-08,238044.0305,28.80739884,2.130829577e-05
39982,0.145625,0.01,0.000125,6.25e-08,237985.2741,28.79653297,2.130344423e-05
39983,0.145875,0.01,0.000125,6.25e-08,237928.0943,28.78595967,2.129872275e-05
39984,0.146125,0.01,0.000125,6.25e-08,237872.5136,28.77568298,2.12941332e-05
39985,0.146375,0.01,0.000125,6.25e-08,237818.5503,28.76570624,2.128967711e-05
39986,0.146625,0.01,0.000125,6.25e-08,237766.2146,28.75603123,2.128535532e-05
39987,0.146875,0.01,0.000125,6.25e-08,237715.5156,28.74665956,2.128116858e-05
39988,0.147125,0.01,0.000125,6.25e-08,237666.4537,28.73759123,2.127711695e-05
39989,0.147375,0.01,0.000125,6.25e-08,237619.0307,28.72882652,2.127320058e-05
39990,0.147625,0.01,0.000125,6.25e-08,237573.2384,28.72036382,2.126941881e-05
39991,0.147875,0.01,0.000125,6.25e-08,237529.0729,28.71220236,2.126577131e-05
39992,0.148125,0.01,0.000125,6.25e-08,237486.5131,28.70433819,2.126225637e-05
39993,0.148375,0.01,0.000125,6.25e-08,237445.5616,28.69677168,2.125887418e-05
39994,0.148625,0.01,0.000125,6.25e-08,237406.1306,28.68948659,2.125561751e-05
39995,0.148875,0.01,0.000125,6.25e-08,237368.2938,28.6824965,2.125249247e-05
39996,0.149125,0.01,0.000125,6.25e-08,237331.6734,28.67573151,2.124946784e-05
39997,0.149375,0.01,0.000125,6.25e-08,237296.6845,28.6692683,2.124657791e-05
39998,0.149625,0.01,0.000125,6.25e-08,237262.162,28.66289159,2.124372647e-05
39999,0.149875,0.01,0.000125,6.25e-08,237231.7005,28.65726529,2.124121041e-05
