cellI,x,y,z,omega,k,nut
252,0.013125,0.000625,0.000125,13428.41807,7.081330273,0.0005273391278
253,0.013375,0.000625,0.000125,13656.57904,7.110172941,0.0005206408515
254,0.013625,0.000625,0.000125,13883.71718,7.138959677,0.0005141965645
255,0.013875,0.000625,0.000125,14109.79684,7.167690839,0.0005079939079
256,0.014125,0.000625,0.000125,14334.78592,7.196368303,0.0005020213308
257,0.014375,0.000625,0.000125,14558.65647,7.224994632,0.0004962679523
258,0.014625,0.000625,0.000125,14781.38325,7.253572953,0.000490723556
259,0.014875,0.000625,0.000125,15002.94118,7.282107082,0.0004853786329
260,0.015125,0.000625,0.000125,15223.30536,7.310601742,0.0004802243382
261,0.015375,0.000625,0.000125,15442.45144,7.339062462,0.0004752524229
262,0.015625,0.000625,0.000125,15660.35509,7.36749529,0.0004704551876
263,0.015875,0.000625,0.000125,15876.99105,7.395906527,0.0004658254517
264,0.016125,0.000625,0.000125,16092.33226,7.424302503,0.0004613565258
265,0.016375,0.000625,0.000125,16306.34882,7.452689313,0.0004570421862
266,0.016625,0.000625,0.000125,16519.00675,7.481072493,0.0004528766533
267,0.016875,0.000625,0.000125,16730.26656,7.509456629,0.0004488545715
268,0.017125,0.000625,0.000125,16940.08143,7.537844896,0.0004449709954
269,0.017375,0.000625,0.000125,17148.39548,7.566238517,0.0004412213683
270,0.017625,0.000625,0.000125,17355.14026,7.594635806,0.0004376015228
271,0.017875,0.000625,0.000125,17560.23532,7.623031992,0.0004341076217
272,0.018125,0.000625,0.000125,17763.58913,7.651418549,0.0004307360688
273,0.018375,0.000625,0.000125,17965.08786,7.679784367,0.0004274838191
274,0.018625,0.000625,0.000125,18164.57192,7.708116928,0.0004243489448
275,0.018875,0.000625,0.000125,18361.86496,7.736394071,0.0004213294285
276,0.019125,0.000625,0.000125,18556.75161,7.764583549,0.0004184236397
277,0.019375,0.000625,0.000125,18748.96869,7.792642392,0.0004156304552
278,0.019625,0.000625,0.000125,18938.19545,7.820514807,0.0004129493134
279,0.019875,0.000625,0.000125,19124.04004,7.848128878,0.0004103802785
280,0.020125,0.000625,0.000125,19306.02582,7.875394029,0.0004079241426
281,0.020375,0.000625,0.000125,19483.57241,7.902198056,0.0004055826052
282,0.020625,0.000625,0.000125,19655.97728,7.928404916,0.0004033584696
