cellI,x,y,z,sigma_xx,sigma_xy,sigma_xz,sigma_yy,sigma_yz,sigma_zz
11239,0.034875,0.004625,0.000125,4.151572512,-0.03832169372,-0,3.729207949,-0,3.940444221
11240,0.035125,0.004625,0.000125,4.120548463,-0.03359515773,-0,3.756255763,-0,3.938450178
11241,0.035375,0.004625,0.000125,4.092496226,-0.02935253777,-0,3.78032199,-0,3.936453934
11242,0.035625,0.004625,0.000125,4.067116909,-0.02555998372,-0,3.801712366,-0,3.934453175
11243,0.035875,0.004625,0.000125,4.044119948,-0.02215589097,-0,3.820714488,-0,3.932454435
11244,0.036125,0.004625,0.000125,4.023268587,-0.0191305798,-0,3.837574309,-0,3.930451341
11245,0.036375,0.004625,0.000125,4.004315835,-0.01640025043,-0,3.852530084,-0,3.928454825
11246,0.036625,0.004625,0.000125,3.987077729,-0.01400733802,-0,3.865780219,-0,3.926452182
11247,0.036875,0.004625,0.000125,3.971347889,-0.01180626688,-0,3.87751429,-0,3.924461555
11248,0.037125,0.004625,0.000125,3.956967485,-0.0099601748,-0,3.887911644,-0,3.922463483
11249,0.037375,0.004625,0.000125,3.943830178,-0.008176972371,-0,3.897056069,-0,3.920481321
11250,0.037625,0.004625,0.000125,3.931772284,-0.006835552183,-0,3.90511623,-0,3.918510716
11251,0.037875,0.004625,0.000125,3.920731167,-0.005151125182,-0,3.912264924,-0,3.916441972
11252,0.038125,0.004625,0.000125,3.9111518,-0.004529125346,-0,3.917983886,-0,3.914348814
11253,0.038375,0.004625,0.000125,3.901561646,-0.003224854829,-0,3.923494918,-0,3.912482294
11254,0.038625,0.004625,0.000125,3.892718705,-0.002319006819,-0,3.928317536,-0,3.910565093
11255,0.038875,0.004625,0.000125,3.884623081,-0.00153406928,-0,3.932466916,-0,3.908582053
11256,0.039125,0.004625,0.000125,3.87710504,-0.0007886456777,-0,3.936056819,-0,3.906589237
11257,0.039375,0.004625,0.000125,3.870055309,-0.000110439876,-0,3.939168802,-0,3.904614416
11258,0.039625,0.004625,0.000125,3.86343811,0.0004844460585,-0,3.941846957,-0,3.902649305
11259,0.039875,0.004625,0.000125,3.857223682,0.001007215567,-0,3.94413018,-0,3.900684784
11260,0.040125,0.004625,0.000125,3.851370019,0.001470856497,-0,3.946060228,-0,3.898721101
11261,0.040375,0.004625,0.000125,3.845836266,0.001882308644,-0,3.94767567,-0,3.896760527
11262,0.040625,0.004625,0.000125,3.840589321,0.002246532557,-0,3.949009286,-0,3.894803361
11263,0.040875,0.004625,0.000125,3.835601064,0.002568423227,-0,3.950089659,-0,3.892849117
11264,0.041125,0.004625,0.000125,3.830846049,0.002852973671,-0,3.950942407,-0,3.890897595
11265,0.041375,0.004625,0.000125,3.826301321,0.003104209233,-0,3.951590439,-0,3.888948799
11266,0.041625,0.004625,0.000125,3.8219463,0.00332581471,-0,3.95205422,-0,3.88700282
11267,0.041875,0.004625,0.000125,3.817762862,0.003521015062,-0,3.95235187,-0,3.885059618
11268,0.042125,0.004625,0.000125,3.813734796,0.003692559774,-0,3.952499577,-0,3.883119179
11269,0.042375,0.004625,0.000125,3.809847596,0.003843036704,-0,3.952511811,-0,3.881181505
11270,0.042625,0.004625,0.000125,3.80608846,0.003974595578,-0,3.95240142,-0,3.879246512
11271,0.042875,0.004625,0.000125,3.802445706,0.004089167501,-0,3.952180005,-0,3.877314241
11272,0.043125,0.004625,0.000125,3.798908991,0.004188530083,-0,3.951857889,-0,3.875384679
11273,0.043375,0.004625,0.000125,3.79546913,0.004274416165,-0,3.951444261,-0,3.873457782
11274,0.043625,0.004625,0.000125,3.792117798,0.004347975977,-0,3.950947392,-0,3.871533568
11275,0.043875,0.004625,0.000125,3.788847621,0.004410577106,-0,3.950374644,-0,3.869612015
11276,0.044125,0.004625,0.000125,3.785652012,0.004463318504,-0,3.949732601,-0,3.867693091
11277,0.044375,0.004625,0.000125,3.782525009,0.004507189272,-0,3.949027193,-0,3.865776793
11278,0.044625,0.004625,0.000125,3.779461316,0.004542929609,-0,3.948263709,-0,3.86386309
11279,0.044875,0.004625,0.000125,3.77645609,0.00457138479,-0,3.947446942,-0,3.861952005
11280,0.045125,0.004625,0.000125,3.773505048,0.004593262338,-0,3.946581147,-0,3.860043525
11281,0.045375,0.004625,0.000125,3.770604392,0.004609134052,-0,3.945670115,-0,3.858137628
11282,0.045625,0.004625,0.000125,3.767750723,0.004619633801,-0,3.944717232,-0,3.856234291
11283,0.045875,0.004625,0.000125,3.764940896,0.004625159779,-0,3.94372558,-0,3.854333546
11284,0.046125,0.004625,0.000125,3.762172193,0.004626122891,-0,3.942697875,-0,3.852435358
11285,0.046375,0.004625,0.000125,3.75944225,0.004622802447,-0,3.941636531,-0,3.850539649
11286,0.046625,0.004625,0.000125,3.756748706,0.004615551206,-0,3.94054385,-0,3.84864644
11287,0.046875,0.004625,0.000125,3.754089331,0.004604555508,-0,3.93942198,-0,3.846755785
11288,0.047125,0.004625,0.000125,3.751462277,0.004590038783,-0,3.93827279,-0,3.844867625
11289,0.047375,0.004625,0.000125,3.748865753,0.004572215101,-0,3.937098047,-0,3.842981954
11290,0.047625,0.004625,0.000125,3.746298078,0.004551142142,-0,3.935899387,-0,3.841098783
11291,0.047875,0.004625,0.000125,3.743757818,0.004527166675,-0,3.93467826,-0,3.839218064
11292,0.048125,0.004625,0.000125,3.741243511,0.00450028136,-0,3.933436063,-0,3.837339828
11293,0.048375,0.004625,0.000125,3.738753933,0.004470569074,-0,3.93217402,-0,3.835464041
11294,0.048625,0.004625,0.000125,3.736287963,0.004438251619,-0,3.930893251,-0,3.833590674
11295,0.048875,0.004625,0.000125,3.733844572,0.004403294664,-0,3.92959478,-0,3.831719694
11296,0.049125,0.004625,0.000125,3.731422697,0.004365854435,-0,3.928279612,-0,3.829851127
11297,0.049375,0.004625,0.000125,3.729021429,0.004325933862,-0,3.926948637,-0,3.82798496
11298,0.049625,0.004625,0.000125,3.726639949,0.004283631302,-0,3.925602666,-0,3.826121167
11299,0.049875,0.004625,0.000125,3.724277326,0.004238844614,-0,3.924242532,-0,3.82425981
11300,0.050125,0.004625,0.000125,3.72193298,0.004191765003,-0,3.922868868,-0,3.822400806
11301,0.050375,0.004625,0.000125,3.719606281,0.004142332672,-0,3.921482297,-0,3.820544122
11302,0.050625,0.004625,0.000125,3.717296354,0.004090532986,-0,3.920083551,-0,3.818689873
11303,0.050875,0.004625,0.000125,3.71500286,0.004036446259,-0,3.918673068,-0,3.816837922
11304,0.051125,0.004625,0.000125,3.712725275,0.003979952178,-0,3.917251364,-0,3.81498824
11305,0.051375,0.004625,0.000125,3.710462891,0.003921175035,-0,3.915819033,-0,3.813140914
11306,0.051625,0.004625,0.000125,3.708215402,0.003859940948,-0,3.914376449,-0,3.811295835
11307,0.051875,0.004625,0.000125,3.705982315,0.00379637093,-0,3.912924066,-0,3.809453009
11308,0.052125,0.004625,0.000125,3.703763083,0.003730386944,-0,3.911462349,-0,3.807612483
11309,0.052375,0.004625,0.000125,3.701557299,0.003661909252,-0,3.909991677,-0,3.805774248
11310,0.052625,0.004625,0.000125,3.699364636,0.003590954496,-0,3.908512378,-0,3.803938272
11311,0.052875,0.004625,0.000125,3.697184767,0.003517536063,-0,3.907024764,-0,3.802104531
11312,0.053125,0.004625,0.000125,3.695017378,0.003441417244,-0,3.905529136,-0,3.800273004
11313,0.053375,0.004625,0.000125,3.692862086,0.003362753861,-0,3.904025824,-0,3.798443709
11314,0.053625,0.004625,0.000125,3.690718513,0.003281356358,-0,3.902515152,-0,3.796616662
11315,0.053875,0.004625,0.000125,3.68858648,0.003197235147,-0,3.900997347,-0,3.794791785
11316,0.054125,0.004625,0.000125,3.686465743,0.003110305082,-0,3.899472656,-0,3.792969033
11317,0.054375,0.004625,0.000125,3.68435587,0.003020532257,-0,3.897941418,-0,3.791148468
11318,0.054625,0.004625,0.000125,3.682256628,0.002927834162,-0,3.89640386,-0,3.789330057
11319,0.054875,0.004625,0.000125,3.680167793,0.002832276379,-0,3.894860197,-0,3.787513774
11320,0.055125,0.004625,0.000125,3.678089083,0.002733677029,-0,3.893310663,-0,3.785699635
11321,0.055375,0.004625,0.000125,3.676020354,0.002632098508,-0,3.891755407,-0,3.783887595
11322,0.055625,0.004625,0.000125,3.673961404,0.002527402079,-0,3.8901946,-0,3.78207765
11323,0.055875,0.004625,0.000125,3.67191197,0.002419542678,-0,3.888628436,-0,3.780269836
11324,0.056125,0.004625,0.000125,3.669871921,0.00230847069,-0,3.887057041,-0,3.77846412
11325,0.056375,0.004625,0.000125,3.667841127,0.002194084627,-0,3.88548054,-0,3.776660471
11326,0.056625,0.004625,0.000125,3.665819322,0.002076283489,-0,3.883899134,-0,3.774858922
11327,0.056875,0.004625,0.000125,3.663806435,0.00195501855,-0,3.882312926,-0,3.773059402
11328,0.057125,0.004625,0.000125,3.661802266,0.001830145998,-0,3.880722089,-0,3.771261908
11329,0.057375,0.004625,0.000125,3.65980661,0.001701722255,-0,3.879126791,-0,3.769466435
11330,0.057625,0.004625,0.000125,3.657819268,0.001569560377,-0,3.877527204,-0,3.76767298
11331,0.057875,0.004625,0.000125,3.655840042,0.001433672896,-0,3.875923488,-0,3.765881545
11332,0.058125,0.004625,0.000125,3.653868936,0.001294023683,-0,3.874315697,-0,3.764092035
11333,0.058375,0.004625,0.000125,3.651905634,0.001150427212,-0,3.87270404,-0,3.762304528
11334,0.058625,0.004625,0.000125,3.649950017,0.001003039219,-0,3.871088614,-0,3.760519007
11335,0.058875,0.004625,0.000125,3.648002041,0.0008516167715,-0,3.869469479,-0,3.758735425
11336,0.059125,0.004625,0.000125,3.646061593,0.0006961090535,-0,3.867846724,-0,3.756953771
11337,0.059375,0.004625,0.000125,3.644128561,0.0005364618268,-0,3.866220442,-0,3.755174032
11338,0.059625,0.004625,0.000125,3.642202634,0.0003726201187,-0,3.864590826,-0,3.75339629
11339,0.059875,0.004625,0.000125,3.640283827,0.0002044316245,-0,3.862957911,-0,3.751620464
11340,0.060125,0.004625,0.000125,3.638372089,3.179570258e-05,-0,3.86132177,-0,3.749846501
11341,0.060375,0.004625,0.000125,3.6364671,-0.0001452851572,-0,3.859682612,-0,3.748074478
11342,0.060625,0.004625,0.000125,3.634568872,-0.0003269988555,-0,3.85804048,-0,3.746304309
11343,0.060875,0.004625,0.000125,3.632677224,-0.0005131833949,-0,3.856395508,-0,3.744536008
11344,0.061125,0.004625,0.000125,3.63079198,-0.000704068133,-0,3.85474782,-0,3.742769598
11345,0.061375,0.004625,0.000125,3.628913165,-0.0008995881941,-0,3.85309743,-0,3.741005007
11346,0.061625,0.004625,0.000125,3.627040682,-0.001099878518,-0,3.85144441,-0,3.739242234
11347,0.061875,0.004625,0.000125,3.625174366,-0.00130493094,-0,3.849788857,-0,3.737481313
11348,0.062125,0.004625,0.000125,3.623314254,-0.001514791076,-0,3.848130767,-0,3.735722184
11349,0.062375,0.004625,0.000125,3.621460317,-0.001729604223,-0,3.846470169,-0,3.733964817
11350,0.062625,0.004625,0.000125,3.619612266,-0.001949369267,-0,3.844807217,-0,3.732209317
11351,0.062875,0.004625,0.000125,3.617770206,-0.002174138265,-0,3.843141872,-0,3.730455594
11352,0.063125,0.004625,0.000125,3.61593411,-0.002404064485,-0,3.84147416,-0,3.72870362
11353,0.063375,0.004625,0.000125,3.61410375,-0.002639202675,-0,3.839804214,-0,3.726953462
11354,0.063625,0.004625,0.000125,3.612279095,-0.002879605451,-0,3.83813207,-0,3.725205091
11355,0.063875,0.004625,0.000125,3.61046011,-0.003125371904,-0,3.836457771,-0,3.723458471
11356,0.064125,0.004625,0.000125,3.608646762,-0.003376499616,-0,3.834781358,-0,3.72171357
11357,0.064375,0.004625,0.000125,3.606838819,-0.003633082007,-0,3.833102973,-0,3.719970452
11358,0.064625,0.004625,0.000125,3.605036248,-0.003895162515,-0,3.831422662,-0,3.718229084
11359,0.064875,0.004625,0.000125,3.603239142,-0.004162732097,-0,3.82974041,-0,3.716489362
11360,0.065125,0.004625,0.000125,3.601447143,-0.004435924262,-0,3.828056418,-0,3.714751419
11361,0.065375,0.004625,0.000125,3.599660357,-0.004714676232,-0,3.826370649,-0,3.713015167
11362,0.065625,0.004625,0.000125,3.597878829,-0.004999027105,-0,3.824683094,-0,3.711280551
11363,0.065875,0.004625,0.000125,3.596102274,-0.005289067682,-0,3.822993903,-0,3.709547681
11364,0.066125,0.004625,0.000125,3.59433074,-0.005584792418,-0,3.82130306,-0,3.707816506
11365,0.066375,0.004625,0.000125,3.592564344,-0.005886296785,-0,3.81961051,-0,3.706086948
11366,0.066625,0.004625,0.000125,3.590802874,-0.006193580594,-0,3.817916362,-0,3.704359088
11367,0.066875,0.004625,0.000125,3.589046319,-0.006506648904,-0,3.816220621,-0,3.702632918
11368,0.067125,0.004625,0.000125,3.587294664,-0.0068257098,-0,3.814523302,-0,3.700908421
11369,0.067375,0.004625,0.000125,3.585547876,-0.00715066973,-0,3.81282445,-0,3.699185566
11370,0.067625,0.004625,0.000125,3.583805801,-0.007481619208,-0,3.811124167,-0,3.697464394
11371,0.067875,0.004625,0.000125,3.582068422,-0.007818650634,-0,3.809422472,-0,3.695744889
11372,0.068125,0.004625,0.000125,3.580335784,-0.00816166463,-0,3.807719354,-0,3.694026999
11373,0.068375,0.004625,0.000125,3.578607672,-0.008510705438,-0,3.80601494,-0,3.692310803
11374,0.068625,0.004625,0.000125,3.576884197,-0.008865961503,-0,3.804309195,-0,3.690596216
11375,0.068875,0.004625,0.000125,3.575165272,-0.009227218759,-0,3.802602179,-0,3.68888325
11376,0.069125,0.004625,0.000125,3.573450812,-0.009594674077,-0,3.800893956,-0,3.687171918
11377,0.069375,0.004625,0.000125,3.571740802,-0.009968202868,-0,3.799184547,-0,3.685462205
11378,0.069625,0.004625,0.000125,3.570035229,-0.01034788402,-0,3.79747397,-0,3.683754099
11379,0.069875,0.004625,0.000125,3.568333945,-0.01073383543,-0,3.795762319,-0,3.682047648
11380,0.070125,0.004625,0.000125,3.566636998,-0.01112595985,-0,3.794049588,-0,3.680342803
11381,0.070375,0.004625,0.000125,3.564944437,-0.01152426139,-0,3.79233577,-0,3.678639515
11382,0.070625,0.004625,0.000125,3.563255916,-0.01192888611,-0,3.790621067,-0,3.676937927
11383,0.070875,0.004625,0.000125,3.561571553,-0.01233973289,-0,3.788905434,-0,3.675237963
11384,0.071125,0.004625,0.000125,3.559891548,-0.01275684903,-0,3.78718876,-0,3.67353953
11385,0.071375,0.004625,0.000125,3.558215703,-0.01318034115,-0,3.785471151,-0,3.671842722
11386,0.071625,0.004625,0.000125,3.556543875,-0.01361009925,-0,3.783752692,-0,3.670147595
11387,0.071875,0.004625,0.000125,3.554876178,-0.01404619048,-0,3.782033355,-0,3.668454065
11388,0.072125,0.004625,0.000125,3.553212462,-0.01448857928,-0,3.780313248,-0,3.666762178
11389,0.072375,0.004625,0.000125,3.551552715,-0.01493733669,-0,3.77859239,-0,3.665071925
11390,0.072625,0.004625,0.000125,3.549896995,-0.01539235564,-0,3.776870775,-0,3.663383265
11391,0.072875,0.004625,0.000125,3.548245161,-0.01585372056,-0,3.77514849,-0,3.661696253
11392,0.073125,0.004625,0.000125,3.546597269,-0.01632132427,-0,3.773425529,-0,3.660010847
11393,0.073375,0.004625,0.000125,3.544953244,-0.01679520775,-0,3.771701949,-0,3.658327071
11394,0.073625,0.004625,0.000125,3.543313143,-0.01727536339,-0,3.769977743,-0,3.656644886
11395,0.073875,0.004625,0.000125,3.54167683,-0.01776183316,-0,3.768252999,-0,3.654964349
11396,0.074125,0.004625,0.000125,3.540044299,-0.01825441561,-0,3.766527737,-0,3.653285456
11397,0.074375,0.004625,0.000125,3.53841561,-0.01875330132,-0,3.764801946,-0,3.65160817
11398,0.074625,0.004625,0.000125,3.536790632,-0.0192583397,-0,3.76307571,-0,3.649932554
11399,0.074875,0.004625,0.000125,3.535169425,-0.01976962553,-0,3.761349014,-0,3.648258573
11400,0.075125,0.004625,0.000125,3.533551988,-0.02028710779,-0,3.759621876,-0,3.646586227
11401,0.075375,0.004625,0.000125,3.531938256,-0.02081068725,-0,3.757894347,-0,3.644915547
11402,0.075625,0.004625,0.000125,3.530328163,-0.02134050915,-0,3.756166481,-0,3.643246565
11403,0.075875,0.004625,0.000125,3.528721705,-0.02187647432,-0,3.754438296,-0,3.641579279
11404,0.076125,0.004625,0.000125,3.527118946,-0.02241858075,-0,3.752709785,-0,3.639913655
11405,0.076375,0.004625,0.000125,3.525519884,-0.02296677674,-0,3.750980974,-0,3.638249691
11406,0.076625,0.004625,0.000125,3.523924386,-0.02352110711,-0,3.749251957,-0,3.636587451
11407,0.076875,0.004625,0.000125,3.522332513,-0.02408146902,-0,3.747522727,-0,3.634926898
11408,0.077125,0.004625,0.000125,3.520744197,-0.02464790491,-0,3.745793348,-0,3.633268063
11409,0.077375,0.004625,0.000125,3.519159372,-0.02522035861,-0,3.744063883,-0,3.631610976
11410,0.077625,0.004625,0.000125,3.517578099,-0.0257987734,-0,3.742334326,-0,3.629955603
11411,0.077875,0.004625,0.000125,3.516000382,-0.02638309238,-0,3.740604705,-0,3.628301947
11412,0.078125,0.004625,0.000125,3.514426219,-0.02697340533,-0,3.738875047,-0,3.626650008
11413,0.078375,0.004625,0.000125,3.512855485,-0.02756951027,-0,3.737145437,-0,3.624999855
11414,0.078625,0.004625,0.000125,3.511288248,-0.02817149909,-0,3.735415867,-0,3.62335146
11415,0.078875,0.004625,0.000125,3.509724513,-0.02877922141,-0,3.733686358,-0,3.621704829
11416,0.079125,0.004625,0.000125,3.508164287,-0.02939282083,-0,3.731956934,-0,3.620059967
11417,0.079375,0.004625,0.000125,3.506607506,-0.03001210094,-0,3.73022765,-0,3.618416912
11418,0.079625,0.004625,0.000125,3.505054177,-0.03063706074,-0,3.728498535,-0,3.616775668
11419,0.079875,0.004625,0.000125,3.503504302,-0.03126779607,-0,3.726769618,-0,3.615136239
11420,0.080125,0.004625,0.000125,3.501957818,-0.03190410919,-0,3.725040962,-0,3.61349866
11421,0.080375,0.004625,0.000125,3.50041473,-0.0325460444,-0,3.723312599,-0,3.611862937
11422,0.080625,0.004625,0.000125,3.498875043,-0.03319354763,-0,3.721584558,-0,3.610229073
11423,0.080875,0.004625,0.000125,3.497338761,-0.03384661333,-0,3.719856869,-0,3.608597076
11424,0.081125,0.004625,0.000125,3.495805827,-0.0345051385,-0,3.718129592,-0,3.606966985
11425,0.081375,0.004625,0.000125,3.494276311,-0.03516906865,-0,3.716402726,-0,3.605338774
11426,0.081625,0.004625,0.000125,3.49275009,-0.03583844614,-0,3.714676364,-0,3.603712514
11427,0.081875,0.004625,0.000125,3.491227172,-0.036513167,-0,3.712950537,-0,3.602088215
11428,0.082125,0.004625,0.000125,3.489707628,-0.03719317554,-0,3.711225243,-0,3.600465851
11429,0.082375,0.004625,0.000125,3.488191532,-0.03787836728,-0,3.709500481,-0,3.598845399
11430,0.082625,0.004625,0.000125,3.486678764,-0.03856888084,-0,3.707776342,-0,3.597226933
11431,0.082875,0.004625,0.000125,3.485169205,-0.03926446609,-0,3.706052923,-0,3.59561053
11432,0.083125,0.004625,0.000125,3.483663123,-0.03996516501,-0,3.704330118,-0,3.593996071
11433,0.083375,0.004625,0.000125,3.482160401,-0.04067087428,-0,3.70260802,-0,3.592383633
11434,0.083625,0.004625,0.000125,3.48066099,-0.04138163726,-0,3.700886684,-0,3.590773264
11435,0.083875,0.004625,0.000125,3.479164902,-0.04209730384,-0,3.699166137,-0,3.589164977
11436,0.084125,0.004625,0.000125,3.477672281,-0.0428179193,-0,3.697446337,-0,3.587558724
11437,0.084375,0.004625,0.000125,3.476183077,-0.04354333531,-0,3.695727343,-0,3.58595455
11438,0.084625,0.004625,0.000125,3.474697109,-0.04427359804,-0,3.69400928,-0,3.584352568
11439,0.084875,0.004625,0.000125,3.473214584,-0.04500860782,-0,3.69229208,-0,3.582752694
11440,0.085125,0.004625,0.000125,3.47173545,-0.04574836154,-0,3.690575808,-0,3.581154974
11441,0.085375,0.004625,0.000125,3.470259656,-0.04649275835,-0,3.688860528,-0,3.579559453
11442,0.085625,0.004625,0.000125,3.468787213,-0.04724179365,-0,3.687146275,-0,3.577966145
11443,0.085875,0.004625,0.000125,3.467318199,-0.04799541355,-0,3.685433051,-0,3.57637503
11444,0.086125,0.004625,0.000125,3.465852562,-0.04875351501,-0,3.683720923,-0,3.574786155
11445,0.086375,0.004625,0.000125,3.46439025,-0.04951609158,-0,3.682009958,-0,3.573199564
11446,0.086625,0.004625,0.000125,3.462931406,-0.05028303954,-0,3.680300125,-0,3.571615209
11447,0.086875,0.004625,0.000125,3.461475917,-0.05105435212,-0,3.678591524,-0,3.570033169
11448,0.087125,0.004625,0.000125,3.460023731,-0.05182992577,-0,3.67688422,-0,3.568453492
11449,0.087375,0.004625,0.000125,3.458574994,-0.05260975421,-0,3.675178182,-0,3.56687613
11450,0.087625,0.004625,0.000125,3.457129723,-0.05339373468,-0,3.673473444,-0,3.5653011
11451,0.087875,0.004625,0.000125,3.455687803,-0.05418181329,-0,3.671770101,-0,3.563728482
11452,0.088125,0.004625,0.000125,3.454249318,-0.05497398494,-0,3.670068155,-0,3.562158263
11453,0.088375,0.004625,0.000125,3.452814283,-0.05577019652,-0,3.668367639,-0,3.560590461
11454,0.088625,0.004625,0.000125,3.451382716,-0.05657034653,-0,3.666668588,-0,3.559025094
11455,0.088875,0.004625,0.000125,3.449954506,-0.05737438206,-0,3.664971099,-0,3.557462243
11456,0.089125,0.004625,0.000125,3.448529734,-0.05818220186,-0,3.663275174,-0,3.555901894
11457,0.089375,0.004625,0.000125,3.447108418,-0.05899389801,-0,3.661580849,-0,3.554344069
11458,0.089625,0.004625,0.000125,3.445690576,-0.0598093207,-0,3.659888157,-0,3.552788782
11459,0.089875,0.004625,0.000125,3.444276227,-0.06062836844,-0,3.658197135,-0,3.551236056
11460,0.090125,0.004625,0.000125,3.44286526,-0.06145113292,-0,3.656507881,-0,3.549685972
11461,0.090375,0.004625,0.000125,3.441457758,-0.06227746392,-0,3.654820399,-0,3.548138519
11462,0.090625,0.004625,0.000125,3.440053804,-0.06310725948,-0,3.653134692,-0,3.546593682
11463,0.090875,0.004625,0.000125,3.438653353,-0.06394056248,-0,3.651450828,-0,3.545051515
11464,0.091125,0.004625,0.000125,3.437256359,-0.06477722246,-0,3.649768874,-0,3.543512069
11465,0.091375,0.004625,0.000125,3.435862907,-0.06561723393,-0,3.648088835,-0,3.541975334
11466,0.091625,0.004625,0.000125,3.434472952,-0.06646059139,-0,3.646410779,-0,3.540441361
11467,0.091875,0.004625,0.000125,3.433086579,-0.06730719297,-0,3.644734708,-0,3.538910139
11468,0.092125,0.004625,0.000125,3.431703743,-0.0681569369,-0,3.643060691,-0,3.537381722
11469,0.092375,0.004625,0.000125,3.4303244,-0.06900981809,-0,3.641388796,-0,3.535856161
11470,0.092625,0.004625,0.000125,3.4289487,-0.0698657834,-0,3.639718997,-0,3.534333415
11471,0.092875,0.004625,0.000125,3.427576662,-0.0707247797,-0,3.638051329,-0,3.532813505
11472,0.093125,0.004625,0.000125,3.42620818,-0.071586754,-0,3.636385894,-0,3.531296516
11473,0.093375,0.004625,0.000125,3.424843207,-0.07245160515,-0,3.634722762,-0,3.529782501
11474,0.093625,0.004625,0.000125,3.423481895,-0.07331937668,-0,3.633061906,-0,3.528271419
11475,0.093875,0.004625,0.000125,3.4221242,-0.07418991924,-0,3.631403396,-0,3.526763321
11476,0.094125,0.004625,0.000125,3.420770141,-0.07506322827,-0,3.62974727,-0,3.52525823
11477,0.094375,0.004625,0.000125,3.419419741,-0.07593925094,-0,3.628093567,-0,3.523756168
11478,0.094625,0.004625,0.000125,3.418072956,-0.07681788642,-0,3.626442358,-0,3.522257188
11479,0.094875,0.004625,0.000125,3.416729934,-0.07769917836,-0,3.624793617,-0,3.520761248
11480,0.095125,0.004625,0.000125,3.415390505,-0.0785829779,-0,3.62314748,-0,3.519268466
11481,0.095375,0.004625,0.000125,3.414054688,-0.07946932889,-0,3.621503986,-0,3.517778862
11482,0.095625,0.004625,0.000125,3.412722634,-0.08035808274,-0,3.619863113,-0,3.516292395
11483,0.095875,0.004625,0.000125,3.411394234,-0.08124928344,-0,3.618224965,-0,3.514809149
11484,0.096125,0.004625,0.000125,3.410069571,-0.08214278286,-0,3.616589551,-0,3.513329114
11485,0.096375,0.004625,0.000125,3.408748668,-0.08303862549,-0,3.614956914,-0,3.51185231
11486,0.096625,0.004625,0.000125,3.407431414,-0.08393666353,-0,3.613327162,-0,3.510378822
11487,0.096875,0.004625,0.000125,3.406117893,-0.08483694185,-0,3.611700308,-0,3.508908637
11488,0.097125,0.004625,0.000125,3.404808123,-0.08573940921,-0,3.610076398,-0,3.507441775
11489,0.097375,0.004625,0.000125,3.403501993,-0.08664391856,-0,3.608455544,-0,3.505978317
11490,0.097625,0.004625,0.000125,3.402199584,-0.08755056309,-0,3.606837762,-0,3.50451825
11491,0.097875,0.004625,0.000125,3.400900977,-0.08845924432,-0,3.605223073,-0,3.503061557
11492,0.098125,0.004625,0.000125,3.399605995,-0.08936986422,-0,3.603611627,-0,3.501608352
11493,0.098375,0.004625,0.000125,3.398314651,-0.09028242159,-0,3.602003479,-0,3.500158647
11494,0.098625,0.004625,0.000125,3.397027021,-0.09119691611,-0,3.600398657,-0,3.498712424
11495,0.098875,0.004625,0.000125,3.395743052,-0.09211320417,-0,3.598797256,-0,3.497269726
11496,0.099125,0.004625,0.000125,3.394462623,-0.0930313826,-0,3.59719941,-0,3.495830625
11497,0.099375,0.004625,0.000125,3.393185804,-0.09395135673,-0,3.59560516,-0,3.494395096
11498,0.099625,0.004625,0.000125,3.391912533,-0.09487308046,-0,3.594014617,-0,3.492963171
11499,0.099875,0.004625,0.000125,3.390642683,-0.09579650861,-0,3.59242793,-0,3.491534917
11500,0.100125,0.004625,0.000125,3.389376185,-0.09672164497,-0,3.590845221,-0,3.490110362
11501,0.100375,0.004625,0.000125,3.388113098,-0.09764844679,-0,3.589266559,-0,3.488689467
11502,0.100625,0.004625,0.000125,3.386853218,-0.09857687297,-0,3.587692145,-0,3.487272317
11503,0.100875,0.004625,0.000125,3.3855964,-0.09950697997,-0,3.586122162,-0,3.48585896
11504,0.101125,0.004625,0.000125,3.384342688,-0.1004386348,-0,3.584556707,-0,3.484449341
11505,0.101375,0.004625,0.000125,3.383091796,-0.1013719938,-0,3.582996053,-0,3.483043559
11506,0.101625,0.004625,0.000125,3.381843559,-0.1023068809,-0,3.581440421,-0,3.48164164
11507,0.101875,0.004625,0.000125,3.380597804,-0.10324341,-0,3.579890052,-0,3.480243602
11508,0.102125,0.004625,0.000125,3.379354285,-0.1041815068,-0,3.578345241,-0,3.478849484
11509,0.102375,0.004625,0.000125,3.378112869,-0.105121292,-0,3.576806241,-0,3.477459249
11510,0.102625,0.004625,0.000125,3.376873157,-0.1060626993,-0,3.575273461,-0,3.476072974
11511,0.102875,0.004625,0.000125,3.375634733,-0.1070057633,-0,3.573747341,-0,3.474690721
11512,0.103125,0.004625,0.000125,3.374397227,-0.1079506191,-0,3.572228324,-0,3.473312499
11513,0.103375,0.004625,0.000125,3.373160251,-0.1088972656,-0,3.570716894,-0,3.4719383
11514,0.103625,0.004625,0.000125,3.371923202,-0.1098458039,-0,3.569213682,-0,3.470568187
11515,0.103875,0.004625,0.000125,3.370685447,-0.110796296,-0,3.567719364,-0,3.469202193
11516,0.104125,0.004625,0.000125,3.369446391,-0.1117488609,-0,3.566234657,-0,3.467840292
11517,0.104375,0.004625,0.000125,3.368205086,-0.1127036288,-0,3.564760496,-0,3.466482578
11518,0.104625,0.004625,0.000125,3.366960602,-0.1136608383,-0,3.563297876,-0,3.465129076
