cellI,x,y,z,sigma_xx,sigma_xy,sigma_xz,sigma_yy,sigma_yz,sigma_zz
6844,0.036125,0.001875,0.000125,4.419594403,-0.2447570624,-0,4.45398552,-0,4.436989576
6845,0.036375,0.001875,0.000125,4.41435269,-0.2349062726,-0,4.452983496,-0,4.4338315
6846,0.036625,0.001875,0.000125,4.409432985,-0.2268855458,-0,4.45167436,-0,4.430690389
6847,0.036875,0.001875,0.000125,4.40475707,-0.2206143202,-0,4.450170613,-0,4.427535881
6848,0.037125,0.001875,0.000125,4.400252486,-0.2159199666,-0,4.448526616,-0,4.424390154
6849,0.037375,0.001875,0.000125,4.395897423,-0.212655556,-0,4.446730858,-0,4.421291062
6850,0.037625,0.001875,0.000125,4.391673051,-0.2106581141,-0,4.444842544,-0,4.418207915
6851,0.037875,0.001875,0.000125,4.387626317,-0.2098519114,-0,4.442772216,-0,4.415183911
6852,0.038125,0.001875,0.000125,4.383607219,-0.2100921729,-0,4.440757124,-0,4.412136823
6853,0.038375,0.001875,0.000125,4.379699695,-0.2112034352,-0,4.438658111,-0,4.409127034
6854,0.038625,0.001875,0.000125,4.375983004,-0.2131939087,-0,4.436379575,-0,4.406176393
6855,0.038875,0.001875,0.000125,4.372414893,-0.2160431089,-0,4.433999598,-0,4.403254953
6856,0.039125,0.001875,0.000125,4.368944434,-0.2196509998,-0,4.431578874,-0,4.400359116
6857,0.039375,0.001875,0.000125,4.365546903,-0.2239199127,-0,4.42914997,-0,4.397487462
6858,0.039625,0.001875,0.000125,4.362260736,-0.228789211,-0,4.426674212,-0,4.394646908
6859,0.039875,0.001875,0.000125,4.359118434,-0.2342477155,-0,4.424123916,-0,4.39183961
6860,0.040125,0.001875,0.000125,4.356109116,-0.2402821501,-0,4.421530238,-0,4.389052586
6861,0.040375,0.001875,0.000125,4.353227163,-0.2468989273,-0,4.418893578,-0,4.38629866
6862,0.040625,0.001875,0.000125,4.350421153,-0.2540747644,-0,4.416253724,-0,4.383597363
6863,0.040875,0.001875,0.000125,4.34766554,-0.2617149223,-0,4.413653525,-0,4.380939477
6864,0.041125,0.001875,0.000125,4.344992728,-0.2697710448,-0,4.411073026,-0,4.37832081
6865,0.041375,0.001875,0.000125,4.342424743,-0.2782502114,-0,4.408509962,-0,4.37573012
6866,0.041625,0.001875,0.000125,4.339974487,-0.2871751423,-0,4.405934394,-0,4.373193216
6867,0.041875,0.001875,0.000125,4.337606007,-0.2965103286,-0,4.403406254,-0,4.370695087
6868,0.042125,0.001875,0.000125,4.335380588,-0.3062619398,-0,4.400850082,-0,4.368259062
6869,0.042375,0.001875,0.000125,4.33329613,-0.3164515812,-0,4.398272989,-0,4.365889524
6870,0.042625,0.001875,0.000125,4.331329641,-0.3270551464,-0,4.395697094,-0,4.363596896
6871,0.042875,0.001875,0.000125,4.329474594,-0.3380361066,-0,4.393138615,-0,4.361381143
6872,0.043125,0.001875,0.000125,4.327735857,-0.3493707458,-0,4.390602871,-0,4.359241841
6873,0.043375,0.001875,0.000125,4.326115061,-0.361047988,-0,4.388098964,-0,4.357178127
6874,0.043625,0.001875,0.000125,4.324614811,-0.3730567988,-0,4.385628009,-0,4.355196254
6875,0.043875,0.001875,0.000125,4.323225619,-0.3853975391,-0,4.383214274,-0,4.353291508
6876,0.044125,0.001875,0.000125,4.321953303,-0.3980554635,-0,4.380851844,-0,4.351474101
6877,0.044375,0.001875,0.000125,4.320807556,-0.4110212859,-0,4.378541755,-0,4.349743475
6878,0.044625,0.001875,0.000125,4.319783367,-0.4242814077,-0,4.376293653,-0,4.34810518
6879,0.044875,0.001875,0.000125,4.318906402,-0.4378316274,-0,4.374097498,-0,4.346553791
6880,0.045125,0.001875,0.000125,4.31831147,-0.4515986341,-0,4.371656588,-0,4.34526125
6881,0.045375,0.001875,0.000125,4.317869523,-0.4655910986,-0,4.369160055,-0,4.344177551
6882,0.045625,0.001875,0.000125,4.317655403,-0.4798315116,-0,4.366532265,-0,4.343313558
6883,0.045875,0.001875,0.000125,4.317707503,-0.4943111122,-0,4.363753581,-0,4.342660584
6884,0.046125,0.001875,0.000125,4.317956451,-0.5090433407,-0,4.360962727,-0,4.342159385
6885,0.046375,0.001875,0.000125,4.318353457,-0.524037783,-0,4.358248519,-0,4.341780034
6886,0.046625,0.001875,0.000125,4.318881132,-0.5392935898,-0,4.355648505,-0,4.341512431
6887,0.046875,0.001875,0.000125,4.319530025,-0.5548036012,-0,4.353184185,-0,4.341354496
6888,0.047125,0.001875,0.000125,4.320289191,-0.5705521282,-0,4.350869973,-0,4.341312622
6889,0.047375,0.001875,0.000125,4.320904541,-0.5866177417,-0,4.349247266,-0,4.341109493
6890,0.047625,0.001875,0.000125,4.321371056,-0.6029957151,-0,4.348359182,-0,4.340716867
6891,0.047875,0.001875,0.000125,4.321977161,-0.6195749779,-0,4.347614748,-0,4.340446691
6892,0.048125,0.001875,0.000125,4.322721472,-0.6363449977,-0,4.347018712,-0,4.340304846
6893,0.048375,0.001875,0.000125,4.323597353,-0.6533035695,-0,4.346590434,-0,4.340287714
6894,0.048625,0.001875,0.000125,4.324639629,-0.6704459149,-0,4.346268661,-0,4.340430673
6895,0.048875,0.001875,0.000125,4.325833044,-0.6877753633,-0,4.346103499,-0,4.340707673
6896,0.049125,0.001875,0.000125,4.327169887,-0.7052751376,-0,4.346110288,-0,4.341119669
6897,0.049375,0.001875,0.000125,4.328647363,-0.7229373004,-0,4.346292483,-0,4.341674389
6898,0.049625,0.001875,0.000125,4.330270783,-0.7407530092,-0,4.346645679,-0,4.342379094
6899,0.049875,0.001875,0.000125,4.332046457,-0.7587131545,-0,4.347166757,-0,4.343238536
6900,0.050125,0.001875,0.000125,4.333979684,-0.7768100247,-0,4.347855068,-0,4.344255782
6901,0.050375,0.001875,0.000125,4.336073469,-0.7950372638,-0,4.348712843,-0,4.345433083
6902,0.050625,0.001875,0.000125,4.338330474,-0.8133894432,-0,4.349742747,-0,4.34677236
6903,0.050875,0.001875,0.000125,4.340751155,-0.8318616483,-0,4.350949781,-0,4.34827517
6904,0.051125,0.001875,0.000125,4.343337583,-0.8504489812,-0,4.35233679,-0,4.349943372
6905,0.051375,0.001875,0.000125,4.346088923,-0.8691468745,-0,4.353909052,-0,4.351779046
6906,0.051625,0.001875,0.000125,4.349008856,-0.8879491935,-0,4.355665786,-0,4.353785564
6907,0.051875,0.001875,0.000125,4.352096077,-0.9068516521,-0,4.35761175,-0,4.355965478
6908,0.052125,0.001875,0.000125,4.355357143,-0.9258480155,-0,4.359745207,-0,4.358319717
6909,0.052375,0.001875,0.000125,4.358800936,-0.9449295637,-0,4.362039534,-0,4.36087149
6910,0.052625,0.001875,0.000125,4.362385571,-0.9641659324,-0,4.364636142,-0,4.363526781
6911,0.052875,0.001875,0.000125,4.366388552,-0.9833490268,-0,4.366923661,-0,4.366623751
6912,0.053125,0.001875,0.000125,4.370535135,-1.002595804,-0,4.369388276,-0,4.369955525
6913,0.053375,0.001875,0.000125,4.37454138,-1.021801831,-0,4.372718741,-0,4.373121174
6914,0.053625,0.001875,0.000125,4.37873547,-1.041169054,-0,4.376269318,-0,4.376442835
6915,0.053875,0.001875,0.000125,4.383133348,-1.060616897,-0,4.379974242,-0,4.379974242
6916,0.054125,0.001875,0.000125,4.38777641,-1.080111075,-0,4.383752455,-0,4.383758517
6917,0.054375,0.001875,0.000125,4.392656524,-1.09963891,-0,4.387621429,-0,4.387789457
6918,0.054625,0.001875,0.000125,4.397719335,-1.119198038,-0,4.391691709,-0,4.392013731
6919,0.054875,0.001875,0.000125,4.402965112,-1.138782592,-0,4.39596475,-0,4.396432178
6920,0.055125,0.001875,0.000125,4.408395002,-1.158389251,-0,4.400439169,-0,4.401047313
6921,0.055375,0.001875,0.000125,4.414011001,-1.178008098,-0,4.405113764,-0,4.405860297
6922,0.055625,0.001875,0.000125,4.419808529,-1.197631865,-0,4.410002,-0,4.410863895
6923,0.055875,0.001875,0.000125,4.42579534,-1.217262625,-0,4.415091088,-0,4.416064544
6924,0.056125,0.001875,0.000125,4.431974435,-1.23689412,-0,4.420374973,-0,4.4214664
6925,0.056375,0.001875,0.000125,4.438344909,-1.256521973,-0,4.425855195,-0,4.427069635
6926,0.056625,0.001875,0.000125,4.444906354,-1.276142749,-0,4.431533339,-0,4.432873601
6927,0.056875,0.001875,0.000125,4.451657432,-1.29575072,-0,4.437411971,-0,4.438877299
6928,0.057125,0.001875,0.000125,4.458593099,-1.315341567,-0,4.44350065,-0,4.445076163
6929,0.057375,0.001875,0.000125,4.465713404,-1.334913868,-0,4.449797924,-0,4.45147129
6930,0.057625,0.001875,0.000125,4.473019349,-1.354465319,-0,4.456299897,-0,4.458065
6931,0.057875,0.001875,0.000125,4.480510682,-1.373992283,-0,4.463005991,-0,4.464857279
6932,0.058125,0.001875,0.000125,4.488187072,-1.393490999,-0,4.46991602,-0,4.471847533
6933,0.058375,0.001875,0.000125,4.496048357,-1.412957385,-0,4.477029041,-0,4.479035481
6934,0.058625,0.001875,0.000125,4.504094872,-1.43238726,-0,4.484343135,-0,4.486421057
6935,0.058875,0.001875,0.000125,4.51232698,-1.451776446,-0,4.491856199,-0,4.494004085
6936,0.059125,0.001875,0.000125,4.520744759,-1.471121388,-0,4.499566367,-0,4.501784178
6937,0.059375,0.001875,0.000125,4.529347845,-1.490418414,-0,4.507472473,-0,4.509760443
6938,0.059625,0.001875,0.000125,4.538135581,-1.50966564,-0,4.515573895,-0,4.517931486
6939,0.059875,0.001875,0.000125,4.547106229,-1.528860157,-0,4.52387187,-0,4.526294913
6940,0.060125,0.001875,0.000125,4.556262161,-1.548005406,-0,4.532359495,-0,4.53485216
6941,0.060375,0.001875,0.000125,4.565604603,-1.567096828,-0,4.54102855,-0,4.543606872
6942,0.060625,0.001875,0.000125,4.575128494,-1.586126404,-0,4.549890769,-0,4.552548744
6943,0.060875,0.001875,0.000125,4.584831708,-1.605092774,-0,4.558949125,-0,4.561673087
6944,0.061125,0.001875,0.000125,4.595043998,-1.623964009,-0,4.567523028,-0,4.571326469
6945,0.061375,0.001875,0.000125,4.605440849,-1.642766237,-0,4.576254595,-0,4.581187042
6946,0.061625,0.001875,0.000125,4.616004784,-1.661499418,-0,4.585183199,-0,4.591228475
6947,0.061875,0.001875,0.000125,4.626734488,-1.680160693,-0,4.594307501,-0,4.601448783
6948,0.062125,0.001875,0.000125,4.637628536,-1.698747417,-0,4.603626231,-0,4.611845811
6949,0.062375,0.001875,0.000125,4.648685888,-1.71725715,-0,4.613137705,-0,4.622417247
6950,0.062625,0.001875,0.000125,4.659905371,-1.735687588,-0,4.622839827,-0,4.633161134
6951,0.062875,0.001875,0.000125,4.671285864,-1.754036707,-0,4.632730004,-0,4.64407578
6952,0.063125,0.001875,0.000125,4.682826085,-1.77230288,-0,4.642805381,-0,4.655159747
6953,0.063375,0.001875,0.000125,4.694524539,-1.790484697,-0,4.653063024,-0,4.666411722
6954,0.063625,0.001875,0.000125,4.706379693,-1.808580956,-0,4.663499995,-0,4.677830287
6955,0.063875,0.001875,0.000125,4.71838965,-1.826590813,-0,4.67411366,-0,4.68941393
6956,0.064125,0.001875,0.000125,4.730552239,-1.844513306,-0,4.684901726,-0,4.701160931
6957,0.064375,0.001875,0.000125,4.742865077,-1.862347533,-0,4.695862264,-0,4.713069285
6958,0.064625,0.001875,0.000125,4.755325707,-1.880092605,-0,4.706993562,-0,4.725136716
6959,0.064875,0.001875,0.000125,4.767931585,-1.897747433,-0,4.718294093,-0,4.73736072
6960,0.065125,0.001875,0.000125,4.780680323,-1.91531078,-0,4.729762159,-0,4.749738685
6961,0.065375,0.001875,0.000125,4.793569799,-1.932781474,-0,4.74139581,-0,4.762267869
6962,0.065625,0.001875,0.000125,4.806598322,-1.950158327,-0,4.753192386,-0,4.774945696
6963,0.065875,0.001875,0.000125,4.819764458,-1.967439956,-0,4.765148522,-0,4.787769928
6964,0.066125,0.001875,0.000125,4.833067905,-1.98462535,-0,4.777259417,-0,4.800738528
6965,0.066375,0.001875,0.000125,4.846509481,-2.001712967,-0,4.789512201,-0,4.8138563
6966,0.066625,0.001875,0.000125,4.860041225,-2.01869841,-0,4.801990533,-0,4.827080164
6967,0.066875,0.001875,0.000125,4.873695274,-2.035585127,-0,4.814626562,-0,4.840438454
6968,0.067125,0.001875,0.000125,4.88747802,-2.052371303,-0,4.827404603,-0,4.853932996
6969,0.067375,0.001875,0.000125,4.901389374,-2.069057129,-0,4.840318222,-0,4.867562788
6970,0.067625,0.001875,0.000125,4.915424734,-2.085644299,-0,4.853368663,-0,4.881323635
6971,0.067875,0.001875,0.000125,4.929585382,-2.102132893,-0,4.866544685,-0,4.895217884
6972,0.068125,0.001875,0.000125,4.943848853,-2.118523558,-0,4.879880862,-0,4.909225761
6973,0.068375,0.001875,0.000125,4.958223721,-2.134814115,-0,4.893351272,-0,4.923356887
6974,0.068625,0.001875,0.000125,4.972709864,-2.151004391,-0,4.906950233,-0,4.937609301
6975,0.068875,0.001875,0.000125,4.987304999,-2.167094423,-0,4.920676075,-0,4.951979162
6976,0.069125,0.001875,0.000125,5.002005895,-2.183083198,-0,4.934527546,-0,4.966463119
6977,0.069375,0.001875,0.000125,5.016809333,-2.198970655,-0,4.948503214,-0,4.981057967
6978,0.069625,0.001875,0.000125,5.031712891,-2.214756504,-0,4.962601456,-0,4.995759873
6979,0.069875,0.001875,0.000125,5.046714548,-2.230440134,-0,4.976816709,-0,5.010568523
6980,0.070125,0.001875,0.000125,5.061786491,-2.246021967,-0,4.99119331,-0,5.025459483
6981,0.070375,0.001875,0.000125,5.076950209,-2.261499908,-0,5.005681898,-0,5.040452693
6982,0.070625,0.001875,0.000125,5.092212094,-2.276873489,-0,5.020265233,-0,5.055551073
6983,0.070875,0.001875,0.000125,5.107569559,-2.292143374,-0,5.034942472,-0,5.070750132
6984,0.071125,0.001875,0.000125,5.123018832,-2.30731027,-0,5.049712389,-0,5.086046969
6985,0.071375,0.001875,0.000125,5.138553379,-2.322374311,-0,5.06457769,-0,5.101437523
6986,0.071625,0.001875,0.000125,5.154124832,-2.337338305,-0,5.079628326,-0,5.116872361
6987,0.071875,0.001875,0.000125,5.169694964,-2.352206251,-0,5.094936504,-0,5.132309697
6988,0.072125,0.001875,0.000125,5.185344115,-2.366973182,-0,5.110332729,-0,5.147830874
6989,0.072375,0.001875,0.000125,5.201067895,-2.38163826,-0,5.125815565,-0,5.163433909
6990,0.072625,0.001875,0.000125,5.216863664,-2.396201712,-0,5.141382755,-0,5.179115937
6991,0.072875,0.001875,0.000125,5.232728764,-2.410663745,-0,5.157031964,-0,5.194874208
6992,0.073125,0.001875,0.000125,5.248660545,-2.425024545,-0,5.17276083,-0,5.210706041
6993,0.073375,0.001875,0.000125,5.264656499,-2.439284233,-0,5.188566922,-0,5.226608715
6994,0.073625,0.001875,0.000125,5.280714154,-2.453443059,-0,5.204447798,-0,5.242579538
6995,0.073875,0.001875,0.000125,5.296831243,-2.467501194,-0,5.220400888,-0,5.258615776
6996,0.074125,0.001875,0.000125,5.31300539,-2.48145889,-0,5.236423644,-0,5.274714844
6997,0.074375,0.001875,0.000125,5.329234187,-2.495316544,-0,5.252513507,-0,5.290874248
6998,0.074625,0.001875,0.000125,5.3455154,-2.509074594,-0,5.268667819,-0,5.307091485
6999,0.074875,0.001875,0.000125,5.361846715,-2.522733624,-0,5.284883952,-0,5.323364159
7000,0.075125,0.001875,0.000125,5.378225832,-2.536294086,-0,5.301159256,-0,5.339689955
7001,0.075375,0.001875,0.000125,5.394650532,-2.549756671,-0,5.317491046,-0,5.356066575
7002,0.075625,0.001875,0.000125,5.411118495,-2.563121982,-0,5.333876721,-0,5.372491812
7003,0.075875,0.001875,0.000125,5.427627465,-2.576390553,-0,5.35031369,-0,5.388963456
7004,0.076125,0.001875,0.000125,5.444175321,-2.589563011,-0,5.366799354,-0,5.405479249
7005,0.076375,0.001875,0.000125,5.460759847,-2.602639955,-0,5.383331246,-0,5.422036961
7006,0.076625,0.001875,0.000125,5.477378809,-2.615621943,-0,5.399907022,-0,5.438634347
7007,0.076875,0.001875,0.000125,5.494030083,-2.628509468,-0,5.416524375,-0,5.455269084
7008,0.077125,0.001875,0.000125,5.510711341,-2.641302935,-0,5.433181175,-0,5.471938957
7009,0.077375,0.001875,0.000125,5.527420515,-2.654002768,-0,5.44987522,-0,5.48864164
7010,0.077625,0.001875,0.000125,5.54415552,-2.666609334,-0,5.466604368,-0,5.505374851
7011,0.077875,0.001875,0.000125,5.560914256,-2.67912307,-0,5.483366514,-0,5.522136358
7012,0.078125,0.001875,0.000125,5.577694749,-2.691544364,-0,5.500159515,-0,5.538923931
7013,0.078375,0.001875,0.000125,5.59449495,-2.703873666,-0,5.516981274,-0,5.555735453
7014,0.078625,0.001875,0.000125,5.611313025,-2.716111552,-0,5.533829593,-0,5.572568772
7015,0.078875,0.001875,0.000125,5.628147033,-2.728258546,-0,5.550702333,-0,5.589421884
7016,0.079125,0.001875,0.000125,5.644995173,-2.740315346,-0,5.567597289,-0,5.606292796
7017,0.079375,0.001875,0.000125,5.661855807,-2.752282672,-0,5.584512144,-0,5.623179559
7018,0.079625,0.001875,0.000125,5.678727352,-2.764161394,-0,5.601444503,-0,5.640080338
7019,0.079875,0.001875,0.000125,5.695607913,-2.775952074,-0,5.618392624,-0,5.656993053
7020,0.080125,0.001875,0.000125,5.712495087,-2.787654878,-0,5.63535518,-0,5.673915797
7021,0.080375,0.001875,0.000125,5.729386853,-2.799270414,-0,5.652330116,-0,5.690847103
7022,0.080625,0.001875,0.000125,5.746281773,-2.810799505,-0,5.669315049,-0,5.707785344
7023,0.080875,0.001875,0.000125,5.763178398,-2.822242904,-0,5.686307831,-0,5.724728764
7024,0.081125,0.001875,0.000125,5.780075145,-2.833601327,-0,5.70330656,-0,5.741675593
7025,0.081375,0.001875,0.000125,5.796970341,-2.844875361,-0,5.720309475,-0,5.758624097
7026,0.081625,0.001875,0.000125,5.813862283,-2.856065617,-0,5.737314919,-0,5.775572574
7027,0.081875,0.001875,0.000125,5.83074945,-2.867172618,-0,5.754321198,-0,5.792519256
7028,0.082125,0.001875,0.000125,5.847630223,-2.878196975,-0,5.771326724,-0,5.809462464
7029,0.082375,0.001875,0.000125,5.864503022,-2.889139151,-0,5.788329928,-0,5.82640056
7030,0.082625,0.001875,0.000125,5.881366383,-2.899999714,-0,5.805329215,-0,5.843331896
7031,0.082875,0.001875,0.000125,5.898218848,-2.91077895,-0,5.822323007,-0,5.860254895
7032,0.083125,0.001875,0.000125,5.915058613,-2.921477372,-0,5.839309961,-0,5.877168183
7033,0.083375,0.001875,0.000125,5.931884507,-2.932095351,-0,5.856288466,-0,5.894070103
7034,0.083625,0.001875,0.000125,5.9486974,-2.942633674,-0,5.873254095,-0,5.910959873
7035,0.083875,0.001875,0.000125,5.965494767,-2.953093567,-0,5.890207662,-0,5.927834973
7036,0.084125,0.001875,0.000125,5.982274096,-2.96347561,-0,5.907148686,-0,5.944694247
7037,0.084375,0.001875,0.000125,5.99903386,-2.973780582,-0,5.924075623,-0,5.961536718
7038,0.084625,0.001875,0.000125,6.015773152,-2.984009266,-0,5.940986749,-0,5.978361056
7039,0.084875,0.001875,0.000125,6.032490813,-2.994162563,-0,5.957880575,-0,5.995166044
7040,0.085125,0.001875,0.000125,6.049185692,-3.004241172,-0,5.974755693,-0,6.011950473
7041,0.085375,0.001875,0.000125,6.065856769,-3.01424579,-0,5.991610699,-0,6.028713085
7042,0.085625,0.001875,0.000125,6.082502836,-3.024177154,-0,6.008444353,-0,6.045452735
7043,0.085875,0.001875,0.000125,6.099122782,-3.034035878,-0,6.025255432,-0,6.062168256
7044,0.086125,0.001875,0.000125,6.115715511,-3.043822567,-0,6.042042763,-0,6.078858496
7045,0.086375,0.001875,0.000125,6.132279952,-3.053537894,-0,6.058805221,-0,6.095522326
7046,0.086625,0.001875,0.000125,6.148815092,-3.063182395,-0,6.075541694,-0,6.112158617
7047,0.086875,0.001875,0.000125,6.16531995,-3.072756689,-0,6.092251109,-0,6.128766271
7048,0.087125,0.001875,0.000125,6.181793488,-3.082261356,-0,6.108932451,-0,6.145344255
7049,0.087375,0.001875,0.000125,6.198234822,-3.091696935,-0,6.125584673,-0,6.161891507
7050,0.087625,0.001875,0.000125,6.21464306,-3.10106403,-0,6.142206758,-0,6.178407019
7051,0.087875,0.001875,0.000125,6.231017224,-3.110363299,-0,6.158797767,-0,6.194889878
7052,0.088125,0.001875,0.000125,6.247356613,-3.119595224,-0,6.175356639,-0,6.211339086
7053,0.088375,0.001875,0.000125,6.263660321,-3.128760513,-0,6.191882448,-0,6.227753803
7054,0.088625,0.001875,0.000125,6.279927499,-3.137859705,-0,6.208374296,-0,6.244133183
7055,0.088875,0.001875,0.000125,6.296157445,-3.146893542,-0,6.224831236,-0,6.260476351
7056,0.089125,0.001875,0.000125,6.312349344,-3.155862637,-0,6.241252399,-0,6.276782555
7057,0.089375,0.001875,0.000125,6.328502527,-3.164767632,-0,6.257636873,-0,6.293051012
7058,0.089625,0.001875,0.000125,6.344616306,-3.173609185,-0,6.2739838,-0,6.309280977
7059,0.089875,0.001875,0.000125,6.360689893,-3.182387927,-0,6.290292417,-0,6.32547179
7060,0.090125,0.001875,0.000125,6.376722678,-3.191104548,-0,6.306561917,-0,6.341622725
7061,0.090375,0.001875,0.000125,6.392714032,-3.199759642,-0,6.322791547,-0,6.357733097
7062,0.090625,0.001875,0.000125,6.408663302,-3.20835388,-0,6.338980612,-0,6.373802258
7063,0.090875,0.001875,0.000125,6.424569893,-3.216887843,-0,6.355128428,-0,6.389829559
7064,0.091125,0.001875,0.000125,6.440433187,-3.2253621,-0,6.371234366,-0,6.405814387
7065,0.091375,0.001875,0.000125,6.456252587,-3.233777308,-0,6.387297828,-0,6.421756149
7066,0.091625,0.001875,0.000125,6.472027592,-3.24213402,-0,6.403318204,-0,6.437654228
7067,0.091875,0.001875,0.000125,6.487757683,-3.250432824,-0,6.419294931,-0,6.453508052
7068,0.092125,0.001875,0.000125,6.50344232,-3.258674205,-0,6.435227486,-0,6.469317084
7069,0.092375,0.001875,0.000125,6.519081068,-3.266858802,-0,6.451115322,-0,6.485080773
7070,0.092625,0.001875,0.000125,6.534673476,-3.274987165,-0,6.466957931,-0,6.500798615
7071,0.092875,0.001875,0.000125,6.550219114,-3.283059813,-0,6.482754813,-0,6.516470123
7072,0.093125,0.001875,0.000125,6.565717538,-3.291077357,-0,6.498505505,-0,6.532094857
7073,0.093375,0.001875,0.000125,6.581168366,-3.299040381,-0,6.514209535,-0,6.547672383
7074,0.093625,0.001875,0.000125,6.59657124,-3.30694941,-0,6.529866446,-0,6.563202284
7075,0.093875,0.001875,0.000125,6.611925783,-3.314805032,-0,6.545475811,-0,6.578684191
7076,0.094125,0.001875,0.000125,6.62723172,-3.322607807,-0,6.561037176,-0,6.594117711
7077,0.094375,0.001875,0.000125,6.642488678,-3.330358389,-0,6.576550167,-0,6.609502537
7078,0.094625,0.001875,0.000125,6.657696337,-3.338057254,-0,6.592014406,-0,6.624838353
7079,0.094875,0.001875,0.000125,6.672854478,-3.345705053,-0,6.607429497,-0,6.640124826
7080,0.095125,0.001875,0.000125,6.687962816,-3.35330235,-0,6.622795104,-0,6.655361673
7081,0.095375,0.001875,0.000125,6.703021079,-3.360849671,-0,6.638110912,-0,6.670548629
7082,0.095625,0.001875,0.000125,6.718028979,-3.368347645,-0,6.653376653,-0,6.685685468
7083,0.095875,0.001875,0.000125,6.732986387,-3.375796765,-0,6.668591987,-0,6.700771886
7084,0.096125,0.001875,0.000125,6.747893089,-3.383197595,-0,6.683756677,-0,6.715807674
7085,0.096375,0.001875,0.000125,6.762748814,-3.390550718,-0,6.6988705,-0,6.730792626
7086,0.096625,0.001875,0.000125,6.777553412,-3.397856627,-0,6.713933235,-0,6.745726533
7087,0.096875,0.001875,0.000125,6.792306738,-3.40511584,-0,6.728944665,-0,6.760609197
7088,0.097125,0.001875,0.000125,6.807008749,-3.412328904,-0,6.743904533,-0,6.775440398
7089,0.097375,0.001875,0.000125,6.82165929,-3.419496185,-0,6.758812624,-0,6.790220046
7090,0.097625,0.001875,0.000125,6.836258082,-3.426618141,-0,6.773668914,-0,6.804947985
7091,0.097875,0.001875,0.000125,6.850805022,-3.433695387,-0,6.788473363,-0,6.819623995
7092,0.098125,0.001875,0.000125,6.865299833,-3.440728519,-0,6.803225922,-0,6.834248045
7093,0.098375,0.001875,0.000125,6.87974244,-3.447718325,-0,6.817926399,-0,6.848820121
7094,0.098625,0.001875,0.000125,6.8941331,-3.454665415,-0,6.832574455,-0,6.863340005
7095,0.098875,0.001875,0.000125,6.908471839,-3.461570175,-0,6.847170032,-0,6.877807549
7096,0.099125,0.001875,0.000125,6.92275846,-3.468433007,-0,6.861713163,-0,6.892222737
7097,0.099375,0.001875,0.000125,6.936992903,-3.475254363,-0,6.876203785,-0,6.906585512
7098,0.099625,0.001875,0.000125,6.951175233,-3.482034844,-0,6.890641801,-0,6.920895826
7099,0.099875,0.001875,0.000125,6.965305393,-3.488774896,-0,6.905027163,-0,6.935153684
7100,0.100125,0.001875,0.000125,6.979383408,-3.495475104,-0,6.919359838,-0,6.949359113
7101,0.100375,0.001875,0.000125,6.993409274,-3.502136006,-0,6.933639772,-0,6.963512114
7102,0.100625,0.001875,0.000125,7.007383112,-3.508758109,-0,6.947866917,-0,6.97761269
7103,0.100875,0.001875,0.000125,7.021304915,-3.515342016,-0,6.962041287,-0,6.991660898
7104,0.101125,0.001875,0.000125,7.035174726,-3.521888246,-0,6.976162888,-0,7.005656786
7105,0.101375,0.001875,0.000125,7.048992736,-3.528397383,-0,6.990231699,-0,7.019600365
7106,0.101625,0.001875,0.000125,7.062759,-3.53486996,-0,7.004247743,-0,7.033491696
7107,0.101875,0.001875,0.000125,7.076473569,-3.541306573,-0,7.018211099,-0,7.047330892
7108,0.102125,0.001875,0.000125,7.090136612,-3.547707837,-0,7.032121783,-0,7.061118005
7109,0.102375,0.001875,0.000125,7.103748278,-3.554074342,-0,7.045979854,-0,7.074853128
7110,0.102625,0.001875,0.000125,7.117308685,-3.560406754,-0,7.059785392,-0,7.088536382
7111,0.102875,0.001875,0.000125,7.130818052,-3.566705751,-0,7.07353846,-0,7.102167868
7112,0.103125,0.001875,0.000125,7.144276524,-3.572971943,-0,7.08723916,-0,7.115747736
7113,0.103375,0.001875,0.000125,7.157684303,-3.579206161,-0,7.100887586,-0,7.12927613
7114,0.103625,0.001875,0.000125,7.171041695,-3.585409117,-0,7.114483804,-0,7.14275318
7115,0.103875,0.001875,0.000125,7.184348934,-3.591581695,-0,7.128027923,-0,7.156179063
7116,0.104125,0.001875,0.000125,7.197606247,-3.597724689,-0,7.141520085,-0,7.169554008
7117,0.104375,0.001875,0.000125,7.21081399,-3.60383908,-0,7.154960373,-0,7.182878197
7118,0.104625,0.001875,0.000125,7.223972516,-3.609925915,-0,7.1683489,-0,7.196151864
7119,0.104875,0.001875,0.000125,7.237082151,-3.615986283,-0,7.181685809,-0,7.20937528
7120,0.105125,0.001875,0.000125,7.250143384,-3.622021385,-0,7.194971199,-0,7.222548697
7121,0.105375,0.001875,0.000125,7.26315662,-3.628032493,-0,7.208205216,-0,7.235672404
7122,0.105625,0.001875,0.000125,7.276122218,-3.634021164,-0,7.221388119,-0,7.248746762
7123,0.105875,0.001875,0.000125,7.289040608,-3.639988677,-0,7.234520226,-0,7.261772086
7124,0.106125,0.001875,0.000125,7.301912194,-3.645937674,-0,7.247601607,-0,7.274749019
7125,0.106375,0.001875,0.000125,7.314738482,-3.651871101,-0,7.260631819,-0,7.287677819
7126,0.106625,0.001875,0.000125,7.327521663,-3.657790826,-0,7.273610019,-0,7.300558538
