cellI,x,y,z,sigma_xx,sigma_xy,sigma_xz,sigma_yy,sigma_yz,sigma_zz
11821,0.080375,0.004875,0.000125,3.458100018,-0.006689144396,-0,3.743797172,-0,3.600947873
11822,0.080625,0.004875,0.000125,3.456551878,-0.006834043584,-0,3.742043577,-0,3.599296997
11823,0.080875,0.004875,0.000125,3.455006528,-0.006980339564,-0,3.740289861,-0,3.597647457
11824,0.081125,0.004875,0.000125,3.453463985,-0.007127981988,-0,3.738535987,-0,3.595999268
11825,0.081375,0.004875,0.000125,3.451924397,-0.007276969336,-0,3.73678185,-0,3.594352383
11826,0.081625,0.004875,0.000125,3.450387784,-0.007427300376,-0,3.735027411,-0,3.592706823
11827,0.081875,0.004875,0.000125,3.448854099,-0.007579022862,-0,3.733272659,-0,3.591062639
11828,0.082125,0.004875,0.000125,3.447323556,-0.007732087578,-0,3.731517458,-0,3.589419754
11829,0.082375,0.004875,0.000125,3.445796176,-0.007886445732,-0,3.729761768,-0,3.587778189
11830,0.082625,0.004875,0.000125,3.444271909,-0.008042194856,-0,3.728005585,-0,3.586137992
11831,0.082875,0.004875,0.000125,3.442750904,-0.00819923831,-0,3.726248813,-0,3.584499117
11832,0.083125,0.004875,0.000125,3.441233237,-0.008357674339,-0,3.72449139,-0,3.582861545
11833,0.083375,0.004875,0.000125,3.439718857,-0.008517407076,-0,3.722733329,-0,3.581225322
11834,0.083625,0.004875,0.000125,3.43820777,-0.00867848681,-0,3.720974616,-0,3.579590454
11835,0.083875,0.004875,0.000125,3.43670011,-0.008840964089,-0,3.71921518,-0,3.577956882
11836,0.084125,0.004875,0.000125,3.435195812,-0.009004743895,-0,3.717455058,-0,3.57632464
11837,0.084375,0.004875,0.000125,3.433694742,-0.009169828595,-0,3.715694327,-0,3.574693787
11838,0.084625,0.004875,0.000125,3.43219702,-0.009336366308,-0,3.713932948,-0,3.57306425
11839,0.084875,0.004875,0.000125,3.430702631,-0.00950416519,-0,3.712170954,-0,3.571436016
11840,0.085125,0.004875,0.000125,3.429211425,-0.00967337324,-0,3.710408455,-0,3.569809128
11841,0.085375,0.004875,0.000125,3.427723249,-0.009843846998,-0,3.708645572,-0,3.568183631
11842,0.085625,0.004875,0.000125,3.426238139,-0.01001573402,-0,3.706882338,-0,3.566559461
11843,0.085875,0.004875,0.000125,3.424755997,-0.01018893888,-0,3.70511886,-0,3.564936619
11844,0.086125,0.004875,0.000125,3.423276592,-0.01036355997,-0,3.703355318,-0,3.563315166
11845,0.086375,0.004875,0.000125,3.421799884,-0.01053940427,-0,3.701591801,-0,3.561695063
11846,0.086625,0.004875,0.000125,3.420325701,-0.0107167151,-0,3.699828469,-0,3.560076332
11847,0.086875,0.004875,0.000125,3.418853999,-0.01089529892,-0,3.698065423,-0,3.55845893
11848,0.087125,0.004875,0.000125,3.41738454,-0.011075253,-0,3.696302861,-0,3.556842909
11849,0.087375,0.004875,0.000125,3.415917212,-0.0112565289,-0,3.694540922,-0,3.555228256
11850,0.087625,0.004875,0.000125,3.41445184,-0.01143912642,-0,3.692779774,-0,3.55361499
11851,0.087875,0.004875,0.000125,3.412988317,-0.01162304509,-0,3.691019552,-0,3.5520031
11852,0.088125,0.004875,0.000125,3.411526471,-0.01180833258,-0,3.689260422,-0,3.550392608
11853,0.088375,0.004875,0.000125,3.410066133,-0.01199489113,-0,3.687502545,-0,3.54878354
11854,0.088625,0.004875,0.000125,3.408607329,-0.01218276841,-0,3.685745981,-0,3.547175824
11855,0.088875,0.004875,0.000125,3.407149766,-0.01237191566,-0,3.68399095,-0,3.545569554
11856,0.089125,0.004875,0.000125,3.40569347,-0.01256238149,-0,3.68223751,-0,3.543964662
11857,0.089375,0.004875,0.000125,3.404238278,-0.01275411812,-0,3.68048582,-0,3.542361175
11858,0.089625,0.004875,0.000125,3.40278389,-0.01294717485,-0,3.678736108,-0,3.540759182
11859,0.089875,0.004875,0.000125,3.401330396,-0.01314150407,-0,3.676988414,-0,3.539158578
11860,0.090125,0.004875,0.000125,3.399877555,-0.0133371061,-0,3.675242948,-0,3.537559413
11861,0.090375,0.004875,0.000125,3.398425191,-0.01353402866,-0,3.673499893,-0,3.535961702
11862,0.090625,0.004875,0.000125,3.396973189,-0.01373217297,-0,3.671759408,-0,3.534365429
11863,0.090875,0.004875,0.000125,3.395521304,-0.01393153523,-0,3.670021714,-0,3.532770638
11864,0.091125,0.004875,0.000125,3.39406936,-0.01413220623,-0,3.668286997,-0,3.531177344
11865,0.091375,0.004875,0.000125,3.392617314,-0.01433408114,-0,3.666555372,-0,3.529585504
11866,0.091625,0.004875,0.000125,3.391165002,-0.0145371013,-0,3.664827,-0,3.527995146
11867,0.091875,0.004875,0.000125,3.389712335,-0.01474135098,-0,3.663101989,-0,3.526406276
11868,0.092125,0.004875,0.000125,3.388259238,-0.01494667117,-0,3.66138042,-0,3.524818918
11869,0.092375,0.004875,0.000125,3.386805655,-0.01515309475,-0,3.659662344,-0,3.523233107
11870,0.092625,0.004875,0.000125,3.385351735,-0.01536060542,-0,3.65794768,-0,3.521648801
11871,0.092875,0.004875,0.000125,3.383897585,-0.01556909009,-0,3.656236346,-0,3.520066008
11872,0.093125,0.004875,0.000125,3.382443263,-0.01577853271,-0,3.654528254,-0,3.518484785
11873,0.093375,0.004875,0.000125,3.380988973,-0.01598896659,-0,3.652823224,-0,3.516905142
11874,0.093625,0.004875,0.000125,3.379534997,-0.01620028212,-0,3.65112101,-0,3.515327071
11875,0.093875,0.004875,0.000125,3.378081695,-0.01641251692,-0,3.649421315,-0,3.513750545
11876,0.094125,0.004875,0.000125,3.376629305,-0.01662556679,-0,3.647723883,-0,3.51217561
11877,0.094375,0.004875,0.000125,3.375178073,-0.01683952342,-0,3.646028452,-0,3.510602317
11878,0.094625,0.004875,0.000125,3.373728504,-0.0170542885,-0,3.644334621,-0,3.509030592
11879,0.094875,0.004875,0.000125,3.372280847,-0.01726986263,-0,3.642642124,-0,3.507460493
11880,0.095125,0.004875,0.000125,3.370835345,-0.0174862965,-0,3.640950694,-0,3.50589207
11881,0.095375,0.004875,0.000125,3.369392498,-0.0177035937,-0,3.639259945,-0,3.504325245
11882,0.095625,0.004875,0.000125,3.367952547,-0.01792166197,-0,3.637569628,-0,3.502760066
11883,0.095875,0.004875,0.000125,3.366515658,-0.01814064999,-0,3.635879531,-0,3.501196605
11884,0.096125,0.004875,0.000125,3.365082193,-0.01836041731,-0,3.634189358,-0,3.499634839
11885,0.096375,0.004875,0.000125,3.363652571,-0.01858106433,-0,3.632498782,-0,3.498074709
11886,0.096625,0.004875,0.000125,3.362226954,-0.01880254767,-0,3.630807616,-0,3.496516278
11887,0.096875,0.004875,0.000125,3.360805495,-0.01902492157,-0,3.62911568,-0,3.494959608
11888,0.097125,0.004875,0.000125,3.359388534,-0.01924814611,-0,3.627422715,-0,3.493404655
11889,0.097375,0.004875,0.000125,3.357976273,-0.01947228024,-0,3.62572855,-0,3.491851429
11890,0.097625,0.004875,0.000125,3.356568766,-0.01969728944,-0,3.624033106,-0,3.490299988
11891,0.097875,0.004875,0.000125,3.35516618,-0.01992323779,-0,3.622336284,-0,3.488750308
11892,0.098125,0.004875,0.000125,3.353768593,-0.0201501908,-0,3.620638059,-0,3.487202372
11893,0.098375,0.004875,0.000125,3.352375801,-0.02037811801,-0,3.618938586,-0,3.485656268
11894,0.098625,0.004875,0.000125,3.35098777,-0.02060703581,-0,3.617237974,-0,3.484111965
11895,0.098875,0.004875,0.000125,3.349604379,-0.02083705412,-0,3.615536407,-0,3.482569438
11896,0.099125,0.004875,0.000125,3.34822523,-0.02106808727,-0,3.613834238,-0,3.481028774
11897,0.099375,0.004875,0.000125,3.346849978,-0.02130018998,-0,3.612131818,-0,3.479490012
11898,0.099625,0.004875,0.000125,3.345478522,-0.02153341348,-0,3.610429387,-0,3.477953053
11899,0.099875,0.004875,0.000125,3.344110372,-0.02176766207,-0,3.608727393,-0,3.476417985
11900,0.100125,0.004875,0.000125,3.342745227,-0.02200298196,-0,3.607026193,-0,3.474884796
11901,0.100375,0.004875,0.000125,3.341382722,-0.02223941799,-0,3.605326177,-0,3.473353505
11902,0.100625,0.004875,0.000125,3.340022365,-0.02247682277,-0,3.6036278,-0,3.471824199
11903,0.100875,0.004875,0.000125,3.338664049,-0.02271524113,-0,3.601931321,-0,3.470296768
11904,0.101125,0.004875,0.000125,3.337307282,-0.02295471882,-0,3.600237198,-0,3.468771298
11905,0.101375,0.004875,0.000125,3.335951634,-0.02319515896,-0,3.598545856,-0,3.467247838
11906,0.101625,0.004875,0.000125,3.334596865,-0.02343665786,-0,3.596857637,-0,3.465726338
11907,0.101875,0.004875,0.000125,3.333242536,-0.02367912148,-0,3.595172986,-0,3.46420684
11908,0.102125,0.004875,0.000125,3.331888203,-0.02392260093,-0,3.593492365,-0,3.462689377
11909,0.102375,0.004875,0.000125,3.330533412,-0.02416710069,-0,3.591816253,-0,3.461173973
11910,0.102625,0.004875,0.000125,3.329177831,-0.02441262677,-0,3.590145086,-0,3.459660581
11911,0.102875,0.004875,0.000125,3.327820855,-0.0246591387,-0,3.58847945,-0,3.458149266
11912,0.103125,0.004875,0.000125,3.326461936,-0.0249067419,-0,3.586819931,-0,3.456640051
11913,0.103375,0.004875,0.000125,3.325100505,-0.02515535242,-0,3.585167144,-0,3.455132937
11914,0.103625,0.004875,0.000125,3.323735848,-0.02540512937,-0,3.58352181,-0,3.453627976
11915,0.103875,0.004875,0.000125,3.322367291,-0.02565599576,-0,3.581884668,-0,3.452125157
11916,0.104125,0.004875,0.000125,3.320994068,-0.02590807211,-0,3.580256546,-0,3.450624476
11917,0.104375,0.004875,0.000125,3.319615119,-0.02616124353,-0,3.578638482,-0,3.449126015
11918,0.104625,0.004875,0.000125,3.318229537,-0.02641588246,-0,3.57703149,-0,3.447629721
11919,0.104875,0.004875,0.000125,3.316835905,-0.02667174338,-0,3.575436945,-0,3.446135701
11920,0.105125,0.004875,0.000125,3.315433081,-0.02692916825,-0,3.573856146,-0,3.444643855
11921,0.105375,0.004875,0.000125,3.314018991,-0.02718811865,-0,3.572291023,-0,3.443154392
11922,0.105625,0.004875,0.000125,3.312592474,-0.02744895759,-0,3.570743114,-0,3.441667
11923,0.105875,0.004875,0.000125,3.31115029,-0.02771139509,-0,3.569215251,-0,3.440182153
11924,0.106125,0.004875,0.000125,3.309690307,-0.02797609559,-0,3.567709681,-0,3.438699803
11925,0.106375,0.004875,0.000125,3.308211607,-0.02824270219,-0,3.566228043,-0,3.437219302
11926,0.106625,0.004875,0.000125,3.30670924,-0.02851179872,-0,3.564774596,-0,3.435741408
11927,0.106875,0.004875,0.000125,3.305179505,-0.02878360304,-0,3.563353221,-0,3.434266022
11928,0.107125,0.004875,0.000125,3.303618426,-0.02905825848,-0,3.561968057,-0,3.432793055
11929,0.107375,0.004875,0.000125,3.302021365,-0.02933615455,-0,3.560623825,-0,3.43132251
11930,0.107625,0.004875,0.000125,3.300382886,-0.02961756342,-0,3.559325981,-0,3.429854449
11931,0.107875,0.004875,0.000125,3.298696865,-0.02990286946,-0,3.55808071,-0,3.428388901
11932,0.108125,0.004875,0.000125,3.296956271,-0.0301925306,-0,3.556895068,-0,3.426925941
11933,0.108375,0.004875,0.000125,3.29515319,-0.03048708642,-0,3.555777027,-0,3.425465605
11934,0.108625,0.004875,0.000125,3.293278783,-0.03078716141,-0,3.554735578,-0,3.424007853
11935,0.108875,0.004875,0.000125,3.291322721,-0.0310932773,-0,3.553781084,-0,3.422552763
11936,0.109125,0.004875,0.000125,3.289273198,-0.03140633392,-0,3.552925363,-0,3.421100447
11937,0.109375,0.004875,0.000125,3.287117121,-0.03172704521,-0,3.552181691,-0,3.419650856
11938,0.109625,0.004875,0.000125,3.284839337,-0.03205647151,-0,3.551565296,-0,3.418204057
11939,0.109875,0.004875,0.000125,3.28242249,-0.032395792,-0,3.551093566,-0,3.416760175
11940,0.110125,0.004875,0.000125,3.279847045,-0.03274622136,-0,3.550786195,-0,3.415319228
11941,0.110375,0.004875,0.000125,3.277090598,-0.03310925919,-0,3.550665701,-0,3.413881287
11942,0.110625,0.004875,0.000125,3.274127686,-0.03348660646,-0,3.550757731,-0,3.412446382
11943,0.110875,0.004875,0.000125,3.27092901,-0.03388022504,-0,3.551091676,-0,3.41101466
11944,0.111125,0.004875,0.000125,3.267461267,-0.03429225488,-0,3.551701,-0,3.409586223
11945,0.111375,0.004875,0.000125,3.263686665,-0.03472526633,-0,3.552623764,-0,3.408161103
11946,0.111625,0.004875,0.000125,3.259561838,-0.03518204643,-0,3.553903474,-0,3.406739502
11947,0.111875,0.004875,0.000125,3.25503754,-0.03566586611,-0,3.555589614,-0,3.405321574
11948,0.112125,0.004875,0.000125,3.250057858,-0.0361803661,-0,3.557738479,-0,3.403907389
11949,0.112375,0.004875,0.000125,3.244558767,-0.03672982021,-0,3.560414385,-0,3.402497178
11950,0.112625,0.004875,0.000125,3.238467341,-0.03731897633,-0,3.563690604,-0,3.401091205
11951,0.112875,0.004875,0.000125,3.2317008,-0.03795328358,-0,3.567650458,-0,3.399689644
11952,0.113125,0.004875,0.000125,3.224164609,-0.03863888763,-0,3.572388965,-0,3.398292855
11953,0.113375,0.004875,0.000125,3.215751296,-0.03938277147,-0,3.578014224,-0,3.396901214
11954,0.113625,0.004875,0.000125,3.206338816,-0.04019290137,-0,3.584649128,-0,3.395515074
11955,0.113875,0.004875,0.000125,3.19578822,-0.04107823612,-0,3.592433528,-0,3.394134972
11956,0.114125,0.004875,0.000125,3.183941758,-0.04204893159,-0,3.601526317,-0,3.392761499
11957,0.114375,0.004875,0.000125,3.170620272,-0.04311645576,-0,3.61210801,-0,3.391395414
11958,0.114625,0.004875,0.000125,3.155620617,-0.04429375621,-0,3.624383447,-0,3.390037592
11959,0.114875,0.004875,0.000125,3.138712568,-0.0455953377,-0,3.638584937,-0,3.388689109
11960,0.115125,0.004875,0.000125,3.119635359,-0.04703748497,-0,3.654975749,-0,3.387351344
11961,0.115375,0.004875,0.000125,3.098094464,-0.04863848769,-0,3.673853677,-0,3.386025835
11962,0.115625,0.004875,0.000125,3.073756932,-0.05041872303,-0,3.695555521,-0,3.384714688
11963,0.115875,0.004875,0.000125,3.046247729,-0.05240082871,-0,3.720461266,-0,3.383420364
11964,0.116125,0.004875,0.000125,3.015144854,-0.0546099147,-0,3.748999072,-0,3.382145962
11965,0.116375,0.004875,0.000125,2.979974454,-0.05707352367,-0,3.781650443,-0,3.380895395
11966,0.116625,0.004875,0.000125,2.940206239,-0.05982180375,-0,3.818955421,-0,3.379673414
11967,0.116875,0.004875,0.000125,2.89524789,-0.06288750444,-0,3.861518401,-0,3.378486143
11968,0.117125,0.004875,0.000125,2.844440734,-0.06630587588,-0,3.910013371,-0,3.377341123
11969,0.117375,0.004875,0.000125,2.787055009,-0.07011426426,-0,3.965189343,-0,3.376247828
11970,0.117625,0.004875,0.000125,2.722286068,-0.07435194655,-0,4.027875149,-0,3.375218157
11971,0.117875,0.004875,0.000125,2.649251733,-0.07905913822,-0,4.098983354,-0,3.374267033
11972,0.118125,0.004875,0.000125,2.566991335,-0.08427622458,-0,4.179512765,-0,3.373413122
11973,0.118375,0.004875,0.000125,2.474467232,-0.09004223265,-0,4.270548862,-0,3.372679682
11974,0.118625,0.004875,0.000125,2.370569163,-0.09639310907,-0,4.373261566,-0,3.372095775
11975,0.118875,0.004875,0.000125,2.254123221,-0.1033588565,-0,4.488898993,-0,3.371697556
11976,0.119125,0.004875,0.000125,2.123906339,-0.1109607921,-0,4.618776121,-0,3.37152979
11977,0.119375,0.004875,0.000125,1.978667964,-0.1192070349,-0,4.76425682,-0,3.371647562
11978,0.119625,0.004875,0.000125,1.817160241,-0.128087817,-0,4.926727698,-0,3.372118304
11979,0.119875,0.004875,0.000125,1.638178569,-0.1375693111,-0,5.10756181,-0,3.373024117
11980,0.120125,0.004875,0.000125,1.440615146,-0.1475866172,-0,5.308069785,-0,3.374463951
11981,0.120375,0.004875,0.000125,1.223526757,-0.1580356517,-0,5.529436472,-0,3.376555832
11982,0.120625,0.004875,0.000125,0.9862182259,-0.1687645912,-0,5.7726411,-0,3.379439008
11983,0.120875,0.004875,0.000125,0.7283435622,-0.1795645211,-0,6.038358682,-0,3.383275282
11984,0.121125,0.004875,0.000125,0.450024346,-0.1901608503,-0,6.326841886,-0,3.388249436
11985,0.121375,0.004875,0.000125,0.151984158,-0.2002057361,-0,6.637783379,-0,3.394568227
11986,0.121625,0.004875,0.000125,-0.1643035217,-0.2092732237,-0,6.970160202,-0,3.402457039
11987,0.121875,0.004875,0.000125,-0.4964600664,-0.2168591086,-0,7.322064743,-0,3.412153586
11988,0.122125,0.004875,0.000125,-0.8410489067,-0.222387287,-0,7.690530638,-0,3.423898117
11989,0.122375,0.004875,0.000125,-1.19343874,-0.2252253702,-0,8.071366428,-0,3.437919438
11990,0.122625,0.004875,0.000125,-1.547702008,-0.2247119444,-0,8.459016061,-0,3.454416589
11991,0.122875,0.004875,0.000125,-1.896572657,-0.220198128,-0,8.846471774,-0,3.473536275
11992,0.123125,0.004875,0.000125,-2.231494319,-0.211103198,-0,9.225272732,-0,3.495348052
11993,0.123375,0.004875,0.000125,-2.542784973,-0.1969854783,-0,9.585623593,-0,3.519816392
11994,0.123625,0.004875,0.000125,-2.819985876,-0.1776193769,-0,9.916689648,-0,3.546791869
11995,0.123875,0.004875,0.000125,-3.052231396,-0.1530790074,-0,10.20700398,-0,3.575932949
11996,0.124125,0.004875,0.000125,-3.229387305,-0.123803305,-0,10.44537598,-0,3.606939012
11997,0.124375,0.004875,0.000125,-3.340744301,-0.09064033784,-0,10.62065159,-0,3.63849746
11998,0.124625,0.004875,0.000125,-3.382656654,-0.05480527494,-0,10.72611897,-0,3.67170736
11999,0.124875,0.004875,0.000125,-3.348171658,-0.01788387208,-0,10.75462627,-0,3.704604023
12000,0.025125,0.005125,0.000125,7.018609272,-0.1083099394,-0,0.6383317599,-0,3.829351582
12001,0.025375,0.005125,0.000125,7.231494959,-0.09910361459,-0,0.4374660183,-0,3.835329809
12002,0.025625,0.005125,0.000125,7.424585377,-0.08711466982,-0,0.2582252674,-0,3.842168401
12003,0.025875,0.005125,0.000125,7.592309717,-0.07262088705,-0,0.1060070656,-0,3.849773905
12004,0.026125,0.005125,0.000125,7.729686553,-0.05607606594,-0,-0.01450290143,-0,3.858046367
12005,0.026375,0.005125,0.000125,7.832996115,-0.03807240896,-0,-0.0998351391,-0,3.866731734
12006,0.026625,0.005125,0.000125,7.89859668,-0.01931862568,-0,-0.1472416595,-0,3.876128496
12007,0.026875,0.005125,0.000125,7.927988409,-0.0005386699783,-0,-0.1573465392,-0,3.884754364
12008,0.027125,0.005125,0.000125,7.918930378,0.0176379422,-0,-0.1296242492,-0,3.89368787
12009,0.027375,0.005125,0.000125,7.872087597,0.03452609298,-0,-0.06561225233,-0,3.903194025
12010,0.027625,0.005125,0.000125,7.793813937,0.04971233446,-0,0.02982276707,-0,3.911290542
12011,0.027875,0.005125,0.000125,7.685622366,0.06280106794,-0,0.1537738011,-0,3.918945526
12012,0.028125,0.005125,0.000125,7.55188576,0.0735901278,-0,0.3016543543,-0,3.926055638
12013,0.028375,0.005125,0.000125,7.397624324,0.08202082432,-0,0.4684788805,-0,3.932383557
12014,0.028625,0.005125,0.000125,7.227592352,0.08814379549,-0,0.649437721,-0,3.937886003
12015,0.028875,0.005125,0.000125,7.046325965,0.09209923555,-0,0.8399706526,-0,3.942579248
12016,0.029125,0.005125,0.000125,6.858076049,0.09409291041,-0,1.03587506,-0,3.946482153
12017,0.029375,0.005125,0.000125,6.66665628,0.09437039714,-0,1.233427865,-0,3.949628543
12018,0.029625,0.005125,0.000125,6.475361601,0.09319535962,-0,1.429447345,-0,3.952069604
12019,0.029875,0.005125,0.000125,6.286948077,0.0908329851,-0,1.621305202,-0,3.953866394
12020,0.030125,0.005125,0.000125,6.103642716,0.08753656489,-0,1.806909447,-0,3.955084063
12021,0.030375,0.005125,0.000125,5.927173302,0.08353913739,-0,1.984667391,-0,3.955788633
12022,0.030625,0.005125,0.000125,5.758814,0.07904810636,-0,2.153434838,-0,3.956044498
12023,0.030875,0.005125,0.000125,5.599440174,0.07424240139,-0,2.312457951,-0,3.955912421
12024,0.031125,0.005125,0.000125,5.449586384,0.06927267744,-0,2.461313192,-0,3.955448318
12025,0.031375,0.005125,0.000125,5.309503771,0.06426205034,-0,2.599848943,-0,3.954702599
12026,0.031625,0.005125,0.000125,5.17921402,0.05930844674,-0,2.728131247,-0,3.953720026
12027,0.031875,0.005125,0.000125,5.058558626,0.05448724771,-0,2.846394978,-0,3.952539716
12028,0.032125,0.005125,0.000125,4.947242312,0.04985437186,-0,2.955001189,-0,3.951195392
12029,0.032375,0.005125,0.000125,4.844869964,0.04544916438,-0,3.054401048,-0,3.949715884
12030,0.032625,0.005125,0.000125,4.750977718,0.04129722736,-0,3.145105736,-0,3.948125654
12031,0.032875,0.005125,0.000125,4.665058425,0.03741319936,-0,3.227662076,-0,3.946445287
12032,0.033125,0.005125,0.000125,4.586582661,0.03380288078,-0,3.302632702,-0,3.944691825
12033,0.033375,0.005125,0.000125,4.515013851,0.03046509391,-0,3.370581567,-0,3.942879565
12034,0.033625,0.005125,0.000125,4.44982176,0.02739382823,-0,3.432061677,-0,3.94102013
12035,0.033875,0.005125,0.000125,4.390489836,0.02457901461,-0,3.487607956,-0,3.9391234
12036,0.034125,0.005125,0.000125,4.336524767,0.02200841709,-0,3.537729358,-0,3.93719686
12037,0.034375,0.005125,0.000125,4.287456192,0.01966766014,-0,3.58290815,-0,3.935247462
12038,0.034625,0.005125,0.000125,4.242846105,0.01754202824,-0,3.623593177,-0,3.933279709
12039,0.034875,0.005125,0.000125,4.202280644,0.01561535985,-0,3.66020545,-0,3.93129889
12040,0.035125,0.005125,0.000125,4.16538473,0.01387344,-0,3.693128299,-0,3.929306815
12041,0.035375,0.005125,0.000125,4.131800271,0.01229934271,-0,3.722722852,-0,3.92730857
12042,0.035625,0.005125,0.000125,4.101217249,0.01088151704,-0,3.749306921,-0,3.925302898
12043,0.035875,0.005125,0.000125,4.073324472,0.00960132434,-0,3.773190111,-0,3.92329664
12044,0.036125,0.005125,0.000125,4.047880574,0.008453308218,-0,3.794624338,-0,3.921283466
12045,0.036375,0.005125,0.000125,4.024601605,0.007412385887,-0,3.81388439,-0,3.919275899
12046,0.036625,0.005125,0.000125,4.003328111,0.006487803302,-0,3.831148724,-0,3.917257645
12047,0.036875,0.005125,0.000125,3.983763148,0.005632784128,-0,3.846690933,-0,3.915254179
12048,0.037125,0.005125,0.000125,3.96587005,0.004901663035,-0,3.860586628,-0,3.913228283
12049,0.037375,0.005125,0.000125,3.949235702,0.004180190153,-0,3.873197405,-0,3.911232801
12050,0.037625,0.005125,0.000125,3.934058098,0.003706639445,-0,3.884399893,-0,3.909194207
12051,0.037875,0.005125,0.000125,3.919026396,0.002963111471,-0,3.895163736,-0,3.907454497
12052,0.038125,0.005125,0.000125,3.906279734,0.002538688612,-0,3.903815209,-0,3.905548997
12053,0.038375,0.005125,0.000125,3.895976303,0.002292191416,-0,3.910847639,-0,3.902826694
12054,0.038625,0.005125,0.000125,3.884191816,0.001913132488,-0,3.918298084,-0,3.901175233
12055,0.038875,0.005125,0.000125,3.873558088,0.00158170298,-0,3.924846563,-0,3.899283084
12056,0.039125,0.005125,0.000125,3.863818814,0.001272367882,-0,3.930637611,-0,3.897262232
12057,0.039375,0.005125,0.000125,3.854688828,0.0009793105134,-0,3.935818393,-0,3.895250853
12058,0.039625,0.005125,0.000125,3.846080006,0.0007162742154,-0,3.940456827,-0,3.893269272
12059,0.039875,0.005125,0.000125,3.837978097,0.0004844326178,-0,3.944591385,-0,3.891293363
12060,0.040125,0.005125,0.000125,3.830347128,0.0002776431832,-0,3.948266284,-0,3.889314926
12061,0.040375,0.005125,0.000125,3.823136956,9.174542475e-05,-0,3.951527745,-0,3.887337923
12062,0.040625,0.005125,0.000125,3.816304859,-7.548794287e-05,-0,3.954415947,-0,3.885364907
12063,0.040875,0.005125,0.000125,3.809817386,-0.0002258761817,-0,3.956964818,-0,3.883395404
12064,0.041125,0.005125,0.000125,3.80364499,-0.0003612718512,-0,3.959204535,-0,3.881428771
12065,0.041375,0.005125,0.000125,3.797760325,-0.0004832860455,-0,3.961162457,-0,3.879464974
12066,0.041625,0.005125,0.000125,3.792138736,-0.000593400353,-0,3.962863142,-0,3.877504086
12067,0.041875,0.005125,0.000125,3.786758116,-0.0006928561867,-0,3.964328625,-0,3.875546143
12068,0.042125,0.005125,0.000125,3.781598553,-0.0007826325348,-0,3.965578737,-0,3.873591193
12069,0.042375,0.005125,0.000125,3.776642451,-0.0008637998704,-0,3.966631151,-0,3.871639117
12070,0.042625,0.005125,0.000125,3.771873801,-0.0009371286329,-0,3.967501862,-0,3.869689893
12071,0.042875,0.005125,0.000125,3.767278046,-0.00100344179,-0,3.968205345,-0,3.867743558
12072,0.043125,0.005125,0.000125,3.762842224,-0.001063422642,-0,3.968754569,-0,3.865800059
12073,0.043375,0.005125,0.000125,3.758554525,-0.001117619263,-0,3.9691613,-0,3.863859401
12074,0.043625,0.005125,0.000125,3.754404305,-0.001166596466,-0,3.969436154,-0,3.861921563
12075,0.043875,0.005125,0.000125,3.750381919,-0.00121088965,-0,3.96958875,-0,3.859986531
12076,0.044125,0.005125,0.000125,3.746478548,-0.001250859613,-0,3.969627843,-0,3.858054322
12077,0.044375,0.005125,0.000125,3.742686365,-0.001286893399,-0,3.969561299,-0,3.856124854
12078,0.044625,0.005125,0.000125,3.738998112,-0.001319308147,-0,3.969396342,-0,3.854198115
12079,0.044875,0.005125,0.000125,3.735407005,-0.001348502,-0,3.969139645,-0,3.852274172
12080,0.045125,0.005125,0.000125,3.731907177,-0.00137461018,-0,3.968797143,-0,3.850352916
12081,0.045375,0.005125,0.000125,3.728492997,-0.001397951854,-0,3.968374395,-0,3.848434376
12082,0.045625,0.005125,0.000125,3.725159381,-0.001418685507,-0,3.967876462,-0,3.846518529
12083,0.045875,0.005125,0.000125,3.721901648,-0.001437057423,-0,3.967307998,-0,3.844605361
12084,0.046125,0.005125,0.000125,3.718715371,-0.001453254584,-0,3.966673349,-0,3.842694912
12085,0.046375,0.005125,0.000125,3.715596763,-0.001467356445,-0,3.965976376,-0,3.840787067
12086,0.046625,0.005125,0.000125,3.712542134,-0.001479533693,-0,3.96522074,-0,3.838881812
12087,0.046875,0.005125,0.000125,3.709547822,-0.001489900925,-0,3.964409958,-0,3.836979252
12088,0.047125,0.005125,0.000125,3.706610772,-0.001498566836,-0,3.963547119,-0,3.835079314
12089,0.047375,0.005125,0.000125,3.703728138,-0.001505634769,-0,3.962635095,-0,3.83318193
12090,0.047625,0.005125,0.000125,3.700897077,-0.001511252464,-0,3.961676657,-0,3.831287134
12091,0.047875,0.005125,0.000125,3.698115003,-0.00151546408,-0,3.960674352,-0,3.829394923
12092,0.048125,0.005125,0.000125,3.695379521,-0.001518210477,-0,3.959630553,-0,3.827505284
12093,0.048375,0.005125,0.000125,3.692688484,-0.001519774176,-0,3.958547431,-0,3.825618151
12094,0.048625,0.005125,0.000125,3.690039655,-0.001520088729,-0,3.957427137,-0,3.823733572
12095,0.048875,0.005125,0.000125,3.68743104,-0.001519134641,-0,3.956271639,-0,3.821851535
12096,0.049125,0.005125,0.000125,3.684860878,-0.001517137382,-0,3.955082731,-0,3.819971969
12097,0.049375,0.005125,0.000125,3.68232738,-0.001513974951,-0,3.953862171,-0,3.81809487
12098,0.049625,0.005125,0.000125,3.679828723,-0.001509770053,-0,3.952611678,-0,3.816220299
12099,0.049875,0.005125,0.000125,3.677363447,-0.001504544078,-0,3.951332752,-0,3.814348183
